Inspection Date,Inspection Type,Facility Name,Inspection Number,url_inspection,url_inspection_full,url_entity_full
24-Jun-2022,Required,DeLuca's Pizzaria - Restaurant,86869,location.href = '/Portal/Inspection/Details/340270f7-e8d0-43a9-b260-94eaef67b69c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/340270f7-e8d0-43a9-b260-94eaef67b69c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/88d7da11-b3af-401d-9633-388049925513
24-Jul-2023,Required,Dollar Tree Canada - Convenience / Variety,133091,location.href = '/Portal/Inspection/Details/4299210d-fcf7-4325-b0cc-bdc1582d923f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4299210d-fcf7-4325-b0cc-bdc1582d923f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/480fcf21-9a37-4320-8c71-6d8609911814
27-Jun-2022,Required,Dollar Tree Canada - Convenience / Variety,86884,location.href = '/Portal/Inspection/Details/4e656e79-4167-4505-bea2-b9c239d67f59' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4e656e79-4167-4505-bea2-b9c239d67f59,http://disclosure.algomapublichealth.com/Portal/Facility/Details/480fcf21-9a37-4320-8c71-6d8609911814
05-Jun-2023,Required,Dollarama - Churchill Plaza - Food Vending Facility,125663,location.href = '/Portal/Inspection/Details/0edbf842-3b9e-4b33-84aa-2b9b36dc9f32' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0edbf842-3b9e-4b33-84aa-2b9b36dc9f32,http://disclosure.algomapublichealth.com/Portal/Facility/Details/24bd32c6-3b88-45f5-b1c3-d29aff8b3158
22-Aug-2022,Required,Dollarama - Churchill Plaza - Food Vending Facility,88371,location.href = '/Portal/Inspection/Details/15b6337a-44eb-4af9-ada3-540f9a774465' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/15b6337a-44eb-4af9-ada3-540f9a774465,http://disclosure.algomapublichealth.com/Portal/Facility/Details/24bd32c6-3b88-45f5-b1c3-d29aff8b3158
17-Jan-2024,Required,Dollarama - Convenience / Variety,159543,location.href = '/Portal/Inspection/Details/39d35272-800c-4d22-a06b-c6c5265c310e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/39d35272-800c-4d22-a06b-c6c5265c310e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c32578b3-6a2e-4492-a66f-fcf6be8c44d9
21-Jun-2023,Required,Dollarama - Convenience / Variety,128355,location.href = '/Portal/Inspection/Details/ad5d7736-61d7-42cd-abd4-a2b0a762e5c4' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ad5d7736-61d7-42cd-abd4-a2b0a762e5c4,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c32578b3-6a2e-4492-a66f-fcf6be8c44d9
14-Oct-2022,Required,Dollarama - Convenience / Variety,90891,location.href = '/Portal/Inspection/Details/532234d1-6cd8-451c-9b3c-9820590ae3aa' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/532234d1-6cd8-451c-9b3c-9820590ae3aa,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c32578b3-6a2e-4492-a66f-fcf6be8c44d9
17-Jan-2024,Required,Dollarama - Convenience / Variety,159540,location.href = '/Portal/Inspection/Details/cdc08f14-8d43-4d21-87aa-14066545b323' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cdc08f14-8d43-4d21-87aa-14066545b323,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e2486cc7-23e8-4a53-8804-02fd45255244
09-Jun-2023,Required,Dollarama - Convenience / Variety,126609,location.href = '/Portal/Inspection/Details/838a3eb6-a338-4f3a-9c35-1a27023f2031' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/838a3eb6-a338-4f3a-9c35-1a27023f2031,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e2486cc7-23e8-4a53-8804-02fd45255244
02-Dec-2022,Required,Dollarama - Convenience / Variety,95015,location.href = '/Portal/Inspection/Details/74d4bbcd-1895-4169-9022-bcfb9f78aea0' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/74d4bbcd-1895-4169-9022-bcfb9f78aea0,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e2486cc7-23e8-4a53-8804-02fd45255244
09-Feb-2024,Required,Dollarama - Market Mall - Convenience / Variety,161791,location.href = '/Portal/Inspection/Details/223a29ae-9d40-41b9-89f8-d132202e5d04' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/223a29ae-9d40-41b9-89f8-d132202e5d04,http://disclosure.algomapublichealth.com/Portal/Facility/Details/18fbfab7-c563-4126-9198-3008bb4715d9
23-Jun-2023,Required,Dollarama - Market Mall - Convenience / Variety,128799,location.href = '/Portal/Inspection/Details/9843d2cf-674a-42bc-952c-77b9e331c34f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/9843d2cf-674a-42bc-952c-77b9e331c34f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/18fbfab7-c563-4126-9198-3008bb4715d9
25-Jul-2022,Required,Dollarama - Market Mall - Convenience / Variety,87387,location.href = '/Portal/Inspection/Details/2192cded-0e07-40cb-a9f8-d28d5fefc53c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/2192cded-0e07-40cb-a9f8-d28d5fefc53c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/18fbfab7-c563-4126-9198-3008bb4715d9
19-Apr-2023,Required,Dollarama Station Mall - Convenience / Variety,113448,location.href = '/Portal/Inspection/Details/5f26bfbc-be88-4eee-943e-b48edc2b58f7' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/5f26bfbc-be88-4eee-943e-b48edc2b58f7,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3426e2e5-9b83-43dc-8b25-9eddc51b23d2
25-Mar-2024,Required,Domino's Pizza - Food Take Out,165245,location.href = '/Portal/Inspection/Details/e8b93462-2bf5-4cc1-bbf6-f82919fb2a2d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e8b93462-2bf5-4cc1-bbf6-f82919fb2a2d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b63998c2-1df1-4180-b97d-8b51d82fefc5
14-Apr-2023,Required,Domino's Pizza - Food Take Out,112314,location.href = '/Portal/Inspection/Details/ed4e3be0-52e7-4b3f-b280-6777e7c0675e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ed4e3be0-52e7-4b3f-b280-6777e7c0675e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b63998c2-1df1-4180-b97d-8b51d82fefc5
04-Nov-2022,Required,Domino's Pizza - Food Take Out,93076,location.href = '/Portal/Inspection/Details/625ed731-e70b-4565-afa8-af41f2002a19' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/625ed731-e70b-4565-afa8-af41f2002a19,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b63998c2-1df1-4180-b97d-8b51d82fefc5
24-Jan-2024,Required,Domino's Pizza - Food Take Out,160464,location.href = '/Portal/Inspection/Details/c9a22984-dc09-4576-8a74-160407df2b25' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/c9a22984-dc09-4576-8a74-160407df2b25,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8fb75811-bd37-400c-ae00-991a5f149ea9
30-May-2023,Required,Domino's Pizza - Food Take Out,124833,location.href = '/Portal/Inspection/Details/1a0261b1-48e8-4852-9952-d328477d7dde' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/1a0261b1-48e8-4852-9952-d328477d7dde,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8fb75811-bd37-400c-ae00-991a5f149ea9
17-Jun-2022,Required,Domino's Pizza - Food Take Out,85577,location.href = '/Portal/Inspection/Details/7e54aae2-35da-4c39-83da-7186471c0d57' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/7e54aae2-35da-4c39-83da-7186471c0d57,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8fb75811-bd37-400c-ae00-991a5f149ea9
11-Dec-2023,Required,Dr. Harold S. Trefry Memorial Centre - Community Kitchen,158504,location.href = '/Portal/Inspection/Details/29b9c516-5752-4707-8155-569a476eaf29' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/29b9c516-5752-4707-8155-569a476eaf29,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96c61af9-1e14-4f22-94b8-2fa4c0950a0f
02-Aug-2023,Required,Dr. Harold S. Trefry Memorial Centre - Community Kitchen,139653,location.href = '/Portal/Inspection/Details/ff5b5214-144e-449e-8b61-9400bf6cc9d4' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/ff5b5214-144e-449e-8b61-9400bf6cc9d4,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96c61af9-1e14-4f22-94b8-2fa4c0950a0f
27-Oct-2022,Required,Dr. Harold S. Trefry Memorial Centre - Community Kitchen,92535,location.href = '/Portal/Inspection/Details/aec89e98-4068-44b3-a45c-ab36997abffb' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/aec89e98-4068-44b3-a45c-ab36997abffb,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96c61af9-1e14-4f22-94b8-2fa4c0950a0f
14-Dec-2023,Required,Dunlop Lake Lodge - Restaurant,158342,location.href = '/Portal/Inspection/Details/08f0978e-820d-4be2-baf1-28b4419de18c' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/08f0978e-820d-4be2-baf1-28b4419de18c,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9b3c0485-1e3f-4842-8403-a131f0d1e549
12-Apr-2023,Required,East Korah Maxwell United Church - Church Banquet Facility,111467,location.href = '/Portal/Inspection/Details/a4a88f71-5f4f-4ce1-a7d1-9f47e2128e7b' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a4a88f71-5f4f-4ce1-a7d1-9f47e2128e7b,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f6df203d-b8e8-4f41-adfd-ff8070369f4e
20-Feb-2024,Required,East View Public School - Elementary School,162373,location.href = '/Portal/Inspection/Details/fc519010-64ee-4e20-91b1-59cc1fd4199b' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/fc519010-64ee-4e20-91b1-59cc1fd4199b,http://disclosure.algomapublichealth.com/Portal/Facility/Details/64bcaae8-9e9e-4aaf-ad79-12d231b82af7
23-Jun-2023,Required,Echo Bay Community Hall - Banquet Hall,128816,location.href = '/Portal/Inspection/Details/abde39b2-0661-4fe7-82f5-1e596cf5221d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/abde39b2-0661-4fe7-82f5-1e596cf5221d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f0ce0dd1-62f9-4b6e-a25c-5452c5a86294
22-Jun-2023,Required,Echo Bay Elks Club #535 - Banquet Hall,138303,location.href = '/Portal/Inspection/Details/b984b71f-228a-4347-b3d0-ca695b969e1f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b984b71f-228a-4347-b3d0-ca695b969e1f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c85ac94e-b6f3-401a-b92e-974874b94e79
25-Jan-2024,Required,Echo Bay Sportsplex Canteen - Convenience / Variety,160642,location.href = '/Portal/Inspection/Details/cb61a02a-6e3a-4411-84df-b237cafc488a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cb61a02a-6e3a-4411-84df-b237cafc488a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e12e7df5-6880-42df-a253-da10829564fe
17-Mar-2023,Required,Echo Bay Sportsplex Canteen - Convenience / Variety,107018,location.href = '/Portal/Inspection/Details/cc5fef3d-2bd2-4328-9f5e-3487e0a882e6' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/cc5fef3d-2bd2-4328-9f5e-3487e0a882e6,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e12e7df5-6880-42df-a253-da10829564fe
21-Nov-2023,Required,Ecole Elementaire Georges Vanier - Elementary School,156443,location.href = '/Portal/Inspection/Details/a95f014e-198b-4a8f-90a3-6192b9a39930' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a95f014e-198b-4a8f-90a3-6192b9a39930,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d2e8953f-e425-477e-a44e-5084b5c4a6c8
23-Jan-2024,Required,Ecole Elementaire Notre-Dame-Du-Sault - Elementary School,160394,location.href = '/Portal/Inspection/Details/0b5c28ce-550a-4327-b155-b0257161b7b3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0b5c28ce-550a-4327-b155-b0257161b7b3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0188cf1f-dc75-40e9-8d9b-25482d40aecc
12-Oct-2023,Required,Ecole Elementaire Sainte-Anne - Elementary School,146096,location.href = '/Portal/Inspection/Details/8ece63d9-1ee8-4c20-b049-722f570c7f0a' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8ece63d9-1ee8-4c20-b049-722f570c7f0a,http://disclosure.algomapublichealth.com/Portal/Facility/Details/903e3434-5c1e-4038-9da2-7728576f715a
15-Dec-2023,Required,Ecole Elementaire Sainte-Joseph - Elementary School,158376,location.href = '/Portal/Inspection/Details/08667b67-cc8a-4e19-82a8-c48b467e9873' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/08667b67-cc8a-4e19-82a8-c48b467e9873,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96e5e2ce-8e88-45a3-b7b9-8ea345ea27ea
24-May-2023,Required,Ecole Elementaire Sainte-Joseph - Elementary School,123798,location.href = '/Portal/Inspection/Details/a28868e9-b69f-4f89-8162-7f7c6331c873' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a28868e9-b69f-4f89-8162-7f7c6331c873,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96e5e2ce-8e88-45a3-b7b9-8ea345ea27ea
01-Dec-2022,Required,Ecole Elementaire Sainte-Joseph - Elementary School,95018,location.href = '/Portal/Inspection/Details/db4bf88e-67dc-4214-88e4-82902cf07dca' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/db4bf88e-67dc-4214-88e4-82902cf07dca,http://disclosure.algomapublichealth.com/Portal/Facility/Details/96e5e2ce-8e88-45a3-b7b9-8ea345ea27ea
17-Oct-2023,Required,Ecole Publique des Villageois - Elementary School,147368,location.href = '/Portal/Inspection/Details/b69d74cc-2eb2-497b-91a1-9e0c03abc16f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/b69d74cc-2eb2-497b-91a1-9e0c03abc16f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4adfab9a-e68b-40ee-87a4-3c0897292adf
09-Feb-2024,Required,Ecole Publique Echo-Des-Rapides - Elementary School,161866,location.href = '/Portal/Inspection/Details/0af2db85-b052-4dee-8d97-0aeb3b8e0941' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/0af2db85-b052-4dee-8d97-0aeb3b8e0941,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3c4807ab-aab9-41f7-8862-9c67aa71fcde
30-Nov-2023,Required,Ecole publique l'Escalade - Elementary School,157778,location.href = '/Portal/Inspection/Details/44a4aa8c-e34c-4203-a509-a0a81086b941' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/44a4aa8c-e34c-4203-a509-a0a81086b941,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1eca42cb-5043-471e-a9fb-14f453f34c5e
14-Dec-2023,Required,Ecole Secondaire L'Oree des Bois - Secondary School,158341,location.href = '/Portal/Inspection/Details/af789eca-5987-4080-b393-7dce29436213' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/af789eca-5987-4080-b393-7dce29436213,http://disclosure.algomapublichealth.com/Portal/Facility/Details/77533125-9c0e-45c8-baed-2cc92fed4168
25-May-2023,Required,Ecole Secondaire L'Oree des Bois - Secondary School,124364,location.href = '/Portal/Inspection/Details/caf7c1c4-c9b6-4880-9dbe-f1ac1e905c97' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/caf7c1c4-c9b6-4880-9dbe-f1ac1e905c97,http://disclosure.algomapublichealth.com/Portal/Facility/Details/77533125-9c0e-45c8-baed-2cc92fed4168
09-Jun-2022,Required,Ecole Secondaire L'Oree des Bois - Secondary School,84714,location.href = '/Portal/Inspection/Details/af4784cd-39b4-4640-a92a-008b7e28672f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/af4784cd-39b4-4640-a92a-008b7e28672f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/77533125-9c0e-45c8-baed-2cc92fed4168
23-Jan-2024,Required,Ecole Secondaire Notre-Dame-Du-Sault - Secondary School,160391,location.href = '/Portal/Inspection/Details/30679732-4b06-4ac7-a47f-be195147295e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/30679732-4b06-4ac7-a47f-be195147295e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/49c2b264-900f-4034-8dad-cf798c551c42
16-Oct-2023,Required,Ecole Secondaire Villa Francaise Des Jeunes - Secondary School,147139,location.href = '/Portal/Inspection/Details/234e2992-7707-4ba6-9ad2-67f9cc19be55' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/234e2992-7707-4ba6-9ad2-67f9cc19be55,http://disclosure.algomapublichealth.com/Portal/Facility/Details/90aa186d-4317-4e17-9ab1-215fe0941adf
12-Apr-2024,Required,Elks Lodge Bar - Cocktail Bar,167104,location.href = '/Portal/Inspection/Details/a6ce9301-ec6e-4541-9b4a-3d60458c4afe' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a6ce9301-ec6e-4541-9b4a-3d60458c4afe,http://disclosure.algomapublichealth.com/Portal/Facility/Details/acb93d65-5475-4d98-a5b3-26b05705a69f
21-Jun-2023,Required,Elks Lodge Bar - Cocktail Bar,128714,location.href = '/Portal/Inspection/Details/32611755-6018-4bad-8af8-94ddc97df827' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/32611755-6018-4bad-8af8-94ddc97df827,http://disclosure.algomapublichealth.com/Portal/Facility/Details/acb93d65-5475-4d98-a5b3-26b05705a69f
08-Dec-2023,Required,Elks Lodge Hall - Banquet Hall,158068,location.href = '/Portal/Inspection/Details/a2f4420a-3469-400a-b98d-2a28f85e323d' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/a2f4420a-3469-400a-b98d-2a28f85e323d,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8efc77ff-f7ba-4439-bd7e-bfde10928dc0
21-Jun-2023,Required,Elks Lodge Hall - Banquet Hall,128713,location.href = '/Portal/Inspection/Details/3653a53e-4a33-4fe4-9075-09b2120c61f2' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3653a53e-4a33-4fe4-9075-09b2120c61f2,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8efc77ff-f7ba-4439-bd7e-bfde10928dc0
07-Jul-2023,Required,Elliot Lake Blossoms - Restaurant,131443,location.href = '/Portal/Inspection/Details/e97140a4-dfb9-4134-b896-400ce9900bd3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/e97140a4-dfb9-4134-b896-400ce9900bd3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ebb4059e-6b07-4c3c-b68a-6a850566504a
18-Apr-2023,Follow-up,Elliot Lake Blossoms - Restaurant,112727,location.href = '/Portal/Inspection/Details/28539b30-9538-459e-9bd1-a0ba9c98d44e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/28539b30-9538-459e-9bd1-a0ba9c98d44e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ebb4059e-6b07-4c3c-b68a-6a850566504a
18-Apr-2023,Required,Elliot Lake Blossoms - Restaurant,112529,location.href = '/Portal/Inspection/Details/51efa41c-d152-4ac2-9058-c4e94f3af1da' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/51efa41c-d152-4ac2-9058-c4e94f3af1da,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ebb4059e-6b07-4c3c-b68a-6a850566504a
01-Nov-2022,Required,Elliot Lake Blossoms - Restaurant,92488,location.href = '/Portal/Inspection/Details/555f68ef-c983-48b5-9f07-1333dad4d499' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/555f68ef-c983-48b5-9f07-1333dad4d499,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ebb4059e-6b07-4c3c-b68a-6a850566504a
02-Jun-2022,Required,Elliot Lake Blossoms - Restaurant,84696,location.href = '/Portal/Inspection/Details/977a4c60-0111-47c3-9641-a35de7049af4' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/977a4c60-0111-47c3-9641-a35de7049af4,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ebb4059e-6b07-4c3c-b68a-6a850566504a
05-Sep-2023,Required,Elliot Lake Child and Family Centre - Community Kitchen,138340,location.href = '/Portal/Inspection/Details/174d9635-696e-4674-a2ab-4af3ec3fe510' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/174d9635-696e-4674-a2ab-4af3ec3fe510,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e2f4b7c1-b059-4c38-9c94-151a6e412210
11-Sep-2023,Required,Elliot Lake Food Bank - Food Bank,139462,location.href = '/Portal/Inspection/Details/914d9649-c5a3-46d3-9ed2-cbe4c39eb1a9' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/914d9649-c5a3-46d3-9ed2-cbe4c39eb1a9,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b50be1ea-439c-4bb6-af79-fef50ed00048
09-Jun-2023,Required,Elliot Lake Granite Sport & Social - Restaurant,126671,location.href = '/Portal/Inspection/Details/daa01885-8213-43c9-9066-d9e623d9dae5' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/daa01885-8213-43c9-9066-d9e623d9dae5,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c818a81f-f3ac-4d95-be49-5641bc4899fa
17-Oct-2023,Complaint,Elliot Lake Meats & Deli - Butcher Shop,147458,location.href = '/Portal/Inspection/Details/8d9fccb7-4f9c-4722-9492-d34bf30a53cd' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/8d9fccb7-4f9c-4722-9492-d34bf30a53cd,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44620163-cd22-4062-8014-15ac7fbdba44
29-Sep-2023,Required,Elliot Lake Meats & Deli - Butcher Shop,143142,location.href = '/Portal/Inspection/Details/7796194b-8cc6-46ce-8ac1-e765a4a614db' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/7796194b-8cc6-46ce-8ac1-e765a4a614db,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44620163-cd22-4062-8014-15ac7fbdba44
19-Apr-2023,Required,Elliot Lake Meats & Deli - Butcher Shop,113700,location.href = '/Portal/Inspection/Details/fc5e33c2-3c48-4cb7-914c-c763dfb215cd' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/fc5e33c2-3c48-4cb7-914c-c763dfb215cd,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44620163-cd22-4062-8014-15ac7fbdba44
02-Nov-2022,Required,Elliot Lake Meats & Deli - Butcher Shop,92683,location.href = '/Portal/Inspection/Details/f0e9e67d-d3b0-4b93-b729-492269c80f8e' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/f0e9e67d-d3b0-4b93-b729-492269c80f8e,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44620163-cd22-4062-8014-15ac7fbdba44
15-Dec-2023,Required,Elliot Lake Secondary School - Secondary School,158398,location.href = '/Portal/Inspection/Details/64bd3be3-0c4f-46e5-b43e-96e5c2cc56a0' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/64bd3be3-0c4f-46e5-b43e-96e5c2cc56a0,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3993489f-0a50-4fcc-ad24-a6037cebed4e
30-Mar-2023,Required,Elliot Lake Secondary School Hospitality Student Kitchen - Learning Kitchen,111513,location.href = '/Portal/Inspection/Details/bf2134f9-15cf-41b5-b73d-cb5832358eaf' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/bf2134f9-15cf-41b5-b73d-cb5832358eaf,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f77aa30b-1c71-410a-a3d4-42ba1e82d165
21-Aug-2023,Required,Elliot Lake Trading Post - Ice Cream / Yogurt Vendor,136556,location.href = '/Portal/Inspection/Details/be796933-8ff1-4491-82e8-066686ec82d8' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/be796933-8ff1-4491-82e8-066686ec82d8,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a9e9d478-f523-4d36-8f6b-5eb34c5ec6ad
02-Feb-2024,Required,"Embers On The Ridge, Crimson Ridge - Restaurant",161381,location.href = '/Portal/Inspection/Details/544c9330-0b6b-48a5-b787-38c137f78642' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/544c9330-0b6b-48a5-b787-38c137f78642,http://disclosure.algomapublichealth.com/Portal/Facility/Details/884a9d5d-7a60-49e2-8448-189b007a7098
03-Nov-2023,Required,"Embers On The Ridge, Crimson Ridge - Restaurant",152266,location.href = '/Portal/Inspection/Details/3f229723-9ae8-4bc1-8294-61db7432f2d3' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/3f229723-9ae8-4bc1-8294-61db7432f2d3,http://disclosure.algomapublichealth.com/Portal/Facility/Details/884a9d5d-7a60-49e2-8448-189b007a7098
16-May-2023,Required,"Embers On The Ridge, Crimson Ridge - Restaurant",124618,location.href = '/Portal/Inspection/Details/4b8c7bcf-e58a-4980-8296-b45ae7abc675' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/4b8c7bcf-e58a-4980-8296-b45ae7abc675,http://disclosure.algomapublichealth.com/Portal/Facility/Details/884a9d5d-7a60-49e2-8448-189b007a7098
02-Dec-2022,Required,"Embers On The Ridge, Crimson Ridge - Restaurant",95456,location.href = '/Portal/Inspection/Details/6e81c217-3dd9-4af8-bf52-298fc7a63657' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/6e81c217-3dd9-4af8-bf52-298fc7a63657,http://disclosure.algomapublichealth.com/Portal/Facility/Details/884a9d5d-7a60-49e2-8448-189b007a7098
25-May-2022,Required,"Embers On The Ridge, Crimson Ridge - Restaurant",82745,location.href = '/Portal/Inspection/Details/5db4cdf2-8bc4-4be1-844b-e2a19cc70e3f' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/5db4cdf2-8bc4-4be1-844b-e2a19cc70e3f,http://disclosure.algomapublichealth.com/Portal/Facility/Details/884a9d5d-7a60-49e2-8448-189b007a7098
04-Apr-2024,Required,Emmanuel United Church - Church Banquet Facility,165957,location.href = '/Portal/Inspection/Details/103cad18-c811-439a-a03d-ba49505d2d80' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/103cad18-c811-439a-a03d-ba49505d2d80,http://disclosure.algomapublichealth.com/Portal/Facility/Details/dceb2d89-61d4-4ebd-94e7-5d71800d8944
03-Feb-2024,Required,Emmaus Anglican Church - Church Banquet Facility,161394,location.href = '/Portal/Inspection/Details/af5c52fe-5931-4647-b655-9a2d11fca186' ,http://disclosure.algomapublichealth.com/Portal/Inspection/Details/af5c52fe-5931-4647-b655-9a2d11fca186,http://disclosure.algomapublichealth.com/Portal/Facility/Details/77792ab6-e2e3-4f56-908b-ac4353a84017
