Facility Name,Site Address,Last Inspection Date,Colour Posting,url_entity_partial,category,Type,Legislation,Status,Offence Date,Description,Status Updated,url_entity_full
Dollarama,1275 Highbury Ave  London ON N5Y 1A8,09/21/2023,,location.href = '/Portal/Facility/Details/d5dd311b-9d36-4e3f-9676-656b0aa3e497' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d5dd311b-9d36-4e3f-9676-656b0aa3e497
Westminster Trails Golf,2465 Westminster Dr  London ON N6N 1L7,09/21/2023,,location.href = '/Portal/Facility/Details/6eb76940-efc9-4753-8cdb-77a504768886' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6eb76940-efc9-4753-8cdb-77a504768886
May Day Catering & Hospitality -344,Mobile,09/20/2023,,location.href = '/Portal/Facility/Details/beca6d10-226b-4fa7-8a03-23478d7fd430' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/beca6d10-226b-4fa7-8a03-23478d7fd430
Artisan Bakery,864 Dundas St  London ON N5W 2Z7,09/20/2023,,location.href = '/Portal/Facility/Details/73e64f49-c6b9-4fc2-b364-619be70aac0e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/73e64f49-c6b9-4fc2-b364-619be70aac0e
Real Fruit Bubble Tea,B-785 Wonderland Rd. S  London ON N6K 1M6,09/20/2023,,location.href = '/Portal/Facility/Details/5c61c59e-bf1e-4fdb-aede-2dc65852dbd7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5c61c59e-bf1e-4fdb-aede-2dc65852dbd7
Subway,74 Front St E  Strathroy ON N7G 1Y7,09/19/2023,,location.href = '/Portal/Facility/Details/c4f7860c-7048-45d0-9640-b09d06070a76' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c4f7860c-7048-45d0-9640-b09d06070a76
Aeolian Hall,795 Dundas St  London ON N5W 2Z6,09/19/2023,,location.href = '/Portal/Facility/Details/d8de6070-47bd-486e-9784-1ee6941c3633' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d8de6070-47bd-486e-9784-1ee6941c3633
Forest City National Golf Club - Lakeview Restaurant,16540 Robin's Hill Rd  London ON N5V 5C3,09/19/2023,,location.href = '/Portal/Facility/Details/c9e58677-1037-49fd-b807-d53e54d65659' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c9e58677-1037-49fd-b807-d53e54d65659
FreshCo,1080 Adelaide St N  London ON N5Y 2N1,09/19/2023,,location.href = '/Portal/Facility/Details/b1090740-b026-448c-8c4d-670b17c755a0' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b1090740-b026-448c-8c4d-670b17c755a0
Party City,370 Southdale Rd W  London ON N6J 4G7,09/19/2023,,location.href = '/Portal/Facility/Details/50c18459-2096-4458-8256-b093db6b1a3a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/50c18459-2096-4458-8256-b093db6b1a3a
La Cakery,1021 Wonderland Rd  London ON N6K 3V1,09/19/2023,,location.href = '/Portal/Facility/Details/9defb89a-03f5-47fd-8218-89b6c6561b6f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9defb89a-03f5-47fd-8218-89b6c6561b6f
Booster Juice,3074 Wonderland Rd S  London ON N6L 1A6,09/19/2023,,location.href = '/Portal/Facility/Details/68fab030-66c1-4ee0-8bef-edaf2375c26f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/68fab030-66c1-4ee0-8bef-edaf2375c26f
Angel's Family Restaurant,1-100 Belmont Dr  London ON N6J 3T4,09/19/2023,,location.href = '/Portal/Facility/Details/a8b5b0eb-273f-45bc-9b53-ae0f3f23edbd' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a8b5b0eb-273f-45bc-9b53-ae0f3f23edbd
Harina Bakeshoppe,3-1775 Ernest Ave  London ON N6E 2V5,09/19/2023,,location.href = '/Portal/Facility/Details/c79ed9dd-7043-4fa8-acc5-04e75b4cce33' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c79ed9dd-7043-4fa8-acc5-04e75b4cce33
Starlite Variety,560 Hamilton Rd  London ON N5Z 1S6,09/18/2023,,location.href = '/Portal/Facility/Details/e3101674-2c72-45d8-b7da-6708f94c3d59' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e3101674-2c72-45d8-b7da-6708f94c3d59
Canadian Tire Gas Bar,3070 Wonderland Rd S  London ON N6L 1A6,09/18/2023,,location.href = '/Portal/Facility/Details/501f589f-660e-47fa-839e-1718dd6ec207' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/501f589f-660e-47fa-839e-1718dd6ec207
Marble Slab Creamery,104-3039 Wonderland Rd S  London ON N6L 1R4,09/18/2023,,location.href = '/Portal/Facility/Details/91235112-f5eb-4b6c-800a-043fd6dd376a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/91235112-f5eb-4b6c-800a-043fd6dd376a
Ilderton Community Centre,13168 Ilderton Rd  Ilderton ON N0M 2A0,09/18/2023,,location.href = '/Portal/Facility/Details/37a0150b-fbb9-4aff-8471-edb502a69c4a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/37a0150b-fbb9-4aff-8471-edb502a69c4a
Ilderton Arena Canteen,13168 Ilderton Rd  Ilderton ON N0M 2A0,09/18/2023,,location.href = '/Portal/Facility/Details/107f23c1-1c3d-4b1a-99c5-c3d474d8857f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/107f23c1-1c3d-4b1a-99c5-c3d474d8857f
Oakridge Mini Mart,777 Hyde Park Rd  London ON N6H 3S2,09/18/2023,,location.href = '/Portal/Facility/Details/5f5665eb-77b2-4bc3-832c-be25d4c0fa2f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5f5665eb-77b2-4bc3-832c-be25d4c0fa2f
SPE London Social,691 Richmond St  London ON N6P 1T7,09/15/2023,,location.href = '/Portal/Facility/Details/ef5ce57b-54d3-4ae3-a4eb-e298de0e7638' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ef5ce57b-54d3-4ae3-a4eb-e298de0e7638
Dorchester Golf & Country Club,3342 Hamilton Rd  Dorchester ON N0L 1G5,09/15/2023,,location.href = '/Portal/Facility/Details/d7053f2e-bceb-4a8f-ba80-6cc18199e589' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d7053f2e-bceb-4a8f-ba80-6cc18199e589
O Variety,1-4562 Colonel Talbot Rd  London ON N6P 1B1,09/15/2023,,location.href = '/Portal/Facility/Details/4554a5a5-7abc-4417-abba-7a3d1bfcbe3f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4554a5a5-7abc-4417-abba-7a3d1bfcbe3f
Cafe Artiste,E2-785 Wonderland Rd S  London ON N6K 1M6,09/15/2023,,location.href = '/Portal/Facility/Details/821fd352-5378-4d4f-bf97-975ad30e13a4' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/821fd352-5378-4d4f-bf97-975ad30e13a4
Masse's No Frills,925 Southdale Rd W  London ON N6P 0A9,09/14/2023,,location.href = '/Portal/Facility/Details/9ca8f53f-099d-4138-8ecb-b19d2706b74e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9ca8f53f-099d-4138-8ecb-b19d2706b74e
Fanshawe College - Variety Store,Bldg D-1001 Fanshawe College Blvd  London ON N5V 1W2,09/14/2023,,location.href = '/Portal/Facility/Details/d682f35a-f041-4224-8ea5-9a03c66f642d' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d682f35a-f041-4224-8ea5-9a03c66f642d
Fanshawe College - Pizza Pizza,DEF Junction-1001 Fanshawe College Blvd  London ON N5Y 5R6,09/14/2023,,location.href = '/Portal/Facility/Details/7e7b69c9-472f-43ff-a374-a91dce1291ae' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7e7b69c9-472f-43ff-a374-a91dce1291ae
Fanshawe College - Subway,DEF Junction-1001 Fanshawe College Blvd  London ON N5Y 5R6,09/14/2023,,location.href = '/Portal/Facility/Details/00dd0a2e-4d5a-410a-b1c0-81d3d13c99c3' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/00dd0a2e-4d5a-410a-b1c0-81d3d13c99c3
"Fanshawe College - H Cafeteria (Starbucks, Subway)",Bldg H-1001 Fanshawe College Blvd  London ON N5V 1W2,09/14/2023,,location.href = '/Portal/Facility/Details/435f812e-059e-4eeb-9fb9-23d622b66e52' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/435f812e-059e-4eeb-9fb9-23d622b66e52
"Fanshawe College - D Cafeteria (Harvey's, Tim Hortons, On The Go)",Bldg D-1001 Fanshawe College Blvd  London ON N5Y 5R6,09/14/2023,,location.href = '/Portal/Facility/Details/0ba9f564-c085-40a7-a10c-9e92c2ef2e6f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/0ba9f564-c085-40a7-a10c-9e92c2ef2e6f
"Fanshawe College - B Cafeteria (Blends & Curries, Bento Sushi, Chef's Table, Kettles, On The Go, Tim Hortons)",Bldg B-1001 Fanshawe College Blvd  London ON N5V 1W2,09/14/2023,,location.href = '/Portal/Facility/Details/b305baa9-6275-4956-81df-35e0bbc51bde' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b305baa9-6275-4956-81df-35e0bbc51bde
Lucan Arena - Snack Bar,263 Main St  Lucan ON N0M 2J0,09/14/2023,,location.href = '/Portal/Facility/Details/7faa3b96-ac84-4004-92ba-20ec1ca29371' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7faa3b96-ac84-4004-92ba-20ec1ca29371
Kernels,1680 Richmond St N  London ON N6G 3Y9,09/14/2023,,location.href = '/Portal/Facility/Details/ef2bc137-c217-4434-90de-c1b9c129765a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/ef2bc137-c217-4434-90de-c1b9c129765a
David's Tea Inc,034A-1680 Richmond St N  London ON N6G 3Y9,09/14/2023,,location.href = '/Portal/Facility/Details/cbbaeb2f-0aa4-4a47-b430-78c3990941ac' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/cbbaeb2f-0aa4-4a47-b430-78c3990941ac
The Medicine Shoppe,101-279 Wharncliffe Rd N  London ON N6H 2C2,09/14/2023,,location.href = '/Portal/Facility/Details/c34b0984-5117-4a21-b62d-941d2494ca6e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c34b0984-5117-4a21-b62d-941d2494ca6e
Laura Secord,1680 Richmond St N  London ON N6G 3Y9,09/14/2023,,location.href = '/Portal/Facility/Details/f1f90c21-bbdf-4085-8e92-a5d5c3a8995d' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/f1f90c21-bbdf-4085-8e92-a5d5c3a8995d
Shoppers Drug Mart,1680 Richmond St  London ON N6G 3Y9,09/14/2023,,location.href = '/Portal/Facility/Details/6716fac2-578d-4f1d-b0df-f419a9c09df8' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6716fac2-578d-4f1d-b0df-f419a9c09df8
Crepe Cafe,101-460 Springbank Dr  London ON N6J 0A8,09/14/2023,,location.href = '/Portal/Facility/Details/03f40037-650f-432b-9900-2ad7fe91c469' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/03f40037-650f-432b-9900-2ad7fe91c469
Imagine Cinemas,206-355 Wellington St  London ON N6A 3N7,09/13/2023,,location.href = '/Portal/Facility/Details/88cbeb37-9e88-42ff-900c-900d76d33fb0' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/88cbeb37-9e88-42ff-900c-900d76d33fb0
Mike and Grace's No Frills,275 Main St  Glencoe ON N0L 1M0,09/13/2023,,location.href = '/Portal/Facility/Details/3853f853-4937-4e8c-bf5f-80ccf156cf87' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/3853f853-4937-4e8c-bf5f-80ccf156cf87
Tim Hortons,1175 Hyde Park Rd  London ON N6H 5K6,09/13/2023,,location.href = '/Portal/Facility/Details/6dfde62b-eae1-4b64-8cad-312306e27c2e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6dfde62b-eae1-4b64-8cad-312306e27c2e
Ken-Mar Variety Store,511 Quebec St  London ON N5W 3Y8,09/13/2023,,location.href = '/Portal/Facility/Details/85ef4721-afb1-464f-8c24-de14215f3be6' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/85ef4721-afb1-464f-8c24-de14215f3be6
Lorne Mini-Mart,750 Lorne Ave  London ON N5W 3K6,09/13/2023,,location.href = '/Portal/Facility/Details/4b1d2f18-00f1-42e8-8d55-b2b8fc174a51' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4b1d2f18-00f1-42e8-8d55-b2b8fc174a51
Subway,1030 Adelaide St N  London ON N5Y 2M9,09/13/2023,,location.href = '/Portal/Facility/Details/61e2d8c2-0745-4d32-a67f-fb39aacbfa0f' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/61e2d8c2-0745-4d32-a67f-fb39aacbfa0f
Pizza Roma,1008 Dundas St  London ON N5W 3A3,09/13/2023,,location.href = '/Portal/Facility/Details/b109df15-9bf0-4bf0-9eaf-e5133be6d559' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b109df15-9bf0-4bf0-9eaf-e5133be6d559
Crumlin Sportsmen's Club,3384 Gore Rd  London ON N6M 1E9,09/13/2023,,location.href = '/Portal/Facility/Details/e3497519-9f8e-4258-ac6b-85f96b9bf51c' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e3497519-9f8e-4258-ac6b-85f96b9bf51c
Subway,4-654 Wonderland Rd N  London ON N6H 3E4,09/13/2023,,location.href = '/Portal/Facility/Details/c284cfaa-359f-4832-ab81-ca6c5f9bf5b3' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c284cfaa-359f-4832-ab81-ca6c5f9bf5b3
Starbucks,1-1725 Richmond St  London ON N5X 3Y2,09/13/2023,,location.href = '/Portal/Facility/Details/4a8b2758-a29c-4049-a9fc-4e083a973d02' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/4a8b2758-a29c-4049-a9fc-4e083a973d02
Clarke Road Secondary School (Chartwells),300 Clarke Rd  London ON N5W 5N4,09/13/2023,,location.href = '/Portal/Facility/Details/476695a4-4b53-4d85-a0a5-6c81b7ff984e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/476695a4-4b53-4d85-a0a5-6c81b7ff984e
Petro Canada,3425 Colonel Talbot Rd  London ON N6P 1H6,09/13/2023,,location.href = '/Portal/Facility/Details/a1f3565f-fb11-4c63-a419-df7d0dd9d04a' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a1f3565f-fb11-4c63-a419-df7d0dd9d04a
Tim Hortons,390 Springbank Dr  London ON N6J 3H2,09/12/2023,,location.href = '/Portal/Facility/Details/201e8a75-b48f-4dcf-b5f2-c67a8a3b6f29' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/201e8a75-b48f-4dcf-b5f2-c67a8a3b6f29
Shoppers Drug Mart,301 Oxford St W  London ON N6H 1S6,09/12/2023,,location.href = '/Portal/Facility/Details/207478cf-aa9e-43a1-bab8-4f6725b11f41' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/207478cf-aa9e-43a1-bab8-4f6725b11f41
New York Fries,1680 Richmond St  London ON N6G 3Y9,09/12/2023,,location.href = '/Portal/Facility/Details/68930527-18c5-4fe5-bc8c-cbfa55aab367' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/68930527-18c5-4fe5-bc8c-cbfa55aab367
Nespresso Canada,1680 Richmond St  London ON N6G 3Y9,09/12/2023,,location.href = '/Portal/Facility/Details/bb6bab3c-8856-4703-a31f-b573bfce9eef' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/bb6bab3c-8856-4703-a31f-b573bfce9eef
Pizza Hut,305 Boler Rd  London ON N6K 2K1,09/12/2023,,location.href = '/Portal/Facility/Details/79e06a6a-9ff5-4b96-a361-34e466ce9d57' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/79e06a6a-9ff5-4b96-a361-34e466ce9d57
Starbucks Coffee,1680 Richmond St  London ON N6G 3Y9,09/12/2023,,location.href = '/Portal/Facility/Details/b642473a-8adf-4100-b458-f7a4a0d34f23' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b642473a-8adf-4100-b458-f7a4a0d34f23
Tim Hortons,1322 Commissioners Rd W  London ON N6K 1G1,09/12/2023,,location.href = '/Portal/Facility/Details/39a1fe01-c649-40d6-aab3-18d96ca4a0d5' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/39a1fe01-c649-40d6-aab3-18d96ca4a0d5
Galaxy Tea & Cake,20-301 Oxford St W  London ON N6H 1S6,09/12/2023,,location.href = '/Portal/Facility/Details/301d856b-a876-421d-bd45-ef75dc75c915' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/301d856b-a876-421d-bd45-ef75dc75c915
Dosa Eatery & Shake Therapy,105-979 Wellington Rd  London ON N6E 3A9,09/11/2023,,location.href = '/Portal/Facility/Details/e1fef3d5-8199-4158-aeba-22d25fd54468' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e1fef3d5-8199-4158-aeba-22d25fd54468
London Hunt And Country Club - Halfway,1431 Oxford St W  London ON N6H 5E1,09/11/2023,,location.href = '/Portal/Facility/Details/6b6dcf25-012b-4531-a9ea-d91a07d9aa14' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6b6dcf25-012b-4531-a9ea-d91a07d9aa14
Chapman's Pharmacy,648 Dundas St E  London ON N5W 2Y8,09/11/2023,,location.href = '/Portal/Facility/Details/c70e826d-6f71-4153-a9f5-4be895377873' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c70e826d-6f71-4153-a9f5-4be895377873
London Hunt And Country Club - Tennis,1431 Oxford St W  London ON N6H 5E1,09/11/2023,,location.href = '/Portal/Facility/Details/7bb2836f-2f26-45be-b56b-3dcb3e881534' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/7bb2836f-2f26-45be-b56b-3dcb3e881534
Lions Club - Strathroy,432 Albert St  Strathroy ON N7G 1W7,09/11/2023,,location.href = '/Portal/Facility/Details/6157fe6f-88d4-4707-a850-328fce3bddde' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6157fe6f-88d4-4707-a850-328fce3bddde
Knotty Pine Restaurant,1100 Wellington Rd  London ON N6E 1M2,09/08/2023,,location.href = '/Portal/Facility/Details/23d47f72-649a-462e-935c-4a95a5ccb352' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/23d47f72-649a-462e-935c-4a95a5ccb352
Just Bak'd,532 Helen St  Mount Brydges ON N0L 1W0,09/08/2023,,location.href = '/Portal/Facility/Details/c7b93073-277a-44fb-836e-2437ff57a5c7' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c7b93073-277a-44fb-836e-2437ff57a5c7
Sunshine Bakery,22406 Adelaide Rd S  Mount Brydges ON N0L 1W0,09/08/2023,,location.href = '/Portal/Facility/Details/e5e41e0b-2223-4831-b62f-93a69ea77a09' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/e5e41e0b-2223-4831-b62f-93a69ea77a09
Domino's Pizza,530 Oxford St W  London ON N6H 1T6,09/07/2023,,location.href = '/Portal/Facility/Details/eb4e197f-fa2e-4524-8acf-42f203b3a452' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/eb4e197f-fa2e-4524-8acf-42f203b3a452
Starbucks Coffee,1-615 Fanshawe Park Rd W  London ON N6G 5B8,09/07/2023,,location.href = '/Portal/Facility/Details/de685ff8-66a1-4f69-ac32-61cab22c6c17' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/de685ff8-66a1-4f69-ac32-61cab22c6c17
Milestone's Bar & Grill,3169 Wonderland Rd S  London ON N6L 1R3,09/07/2023,,location.href = '/Portal/Facility/Details/3c9d4045-8b46-4686-aebf-bbb59f13f840' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/3c9d4045-8b46-4686-aebf-bbb59f13f840
Rob and Rachael's No Frills,635 Southdale Rd E  London ON N6E 3W6,09/07/2023,,location.href = '/Portal/Facility/Details/35e64400-ec6f-47f6-b6d0-f4109874c460' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/35e64400-ec6f-47f6-b6d0-f4109874c460
Fresh and Fast Market,1-500 Admiral Dr  London ON N5V 5H2,09/07/2023,,location.href = '/Portal/Facility/Details/6ecaeefa-5ddf-49d2-afd2-0267fbb4ce83' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/6ecaeefa-5ddf-49d2-afd2-0267fbb4ce83
Canadian Tire #425,1875 Hyde Park Rd  London ON N6H 0A3,09/07/2023,,location.href = '/Portal/Facility/Details/a7423ce3-10a6-4464-927c-8cd8fcabe216' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/a7423ce3-10a6-4464-927c-8cd8fcabe216
Walmart,1280 Fanshawe Park Rd W  London ON N6G 5B1,09/07/2023,,location.href = '/Portal/Facility/Details/1d7583c5-1687-419d-a05a-bb0ecd38142c' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/1d7583c5-1687-419d-a05a-bb0ecd38142c
The Willow's Golf and Country Club,2124 Westchester Bourne  London ON N6M 1H6,09/06/2023,,location.href = '/Portal/Facility/Details/315a9d9a-a6b3-4872-89f0-b9fd54449af5' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/315a9d9a-a6b3-4872-89f0-b9fd54449af5
Carmel's,19 Bassenthwaite Cres  London ON N6G 4V5,09/06/2023,,location.href = '/Portal/Facility/Details/9dbaeee8-817e-4419-bcec-692807b0aa67' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9dbaeee8-817e-4419-bcec-692807b0aa67
Robert & Tracey's No Frills,599 Fanshawe Park Rd W  London ON N6G 5B3,09/06/2023,,location.href = '/Portal/Facility/Details/5f596843-78dd-433a-a467-9fe529ee2b47' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5f596843-78dd-433a-a467-9fe529ee2b47
Ralph Bos Meats,28592 Centre Rd  Strathroy ON N7G 3H8,09/06/2023,,location.href = '/Portal/Facility/Details/3be23e97-78cb-46d9-b230-38a6e1128282' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/3be23e97-78cb-46d9-b230-38a6e1128282
A & W,1195 Oxford St W  London ON N6H 1V6,09/05/2023,,location.href = '/Portal/Facility/Details/f6ef101a-061d-4d73-a590-07681dafab4d' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/f6ef101a-061d-4d73-a590-07681dafab4d
Shell,1010 Adelaide St N  London ON N5Y 2M9,09/05/2023,,location.href = '/Portal/Facility/Details/b502c276-9f98-4bfe-8065-1a3be9b8e69c' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/b502c276-9f98-4bfe-8065-1a3be9b8e69c
Esso / Fast Lane Convenience,1900 Oxford St W  London ON N6K 0J8,09/05/2023,,location.href = '/Portal/Facility/Details/c4903594-7d68-4c7e-82aa-31b6c4f86197' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/c4903594-7d68-4c7e-82aa-31b6c4f86197
Tim Hortons,1880 Oxford St W  London ON N6K 0J8,09/05/2023,,location.href = '/Portal/Facility/Details/79962199-b34c-4511-8582-77f3a2630c8e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/79962199-b34c-4511-8582-77f3a2630c8e
Sobey's - Bento Sushi,1595 Adelaide St N  London ON N5X 4E8,09/05/2023,,location.href = '/Portal/Facility/Details/803f8141-281e-4bf8-b9bf-261ff09565de' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/803f8141-281e-4bf8-b9bf-261ff09565de
Western Fair Market - Anything Grows Seed Co.,900 King St  London ON N5W 2X7,09/02/2023,,location.href = '/Portal/Facility/Details/5923f772-2653-40ef-ad60-f012d85dbbac' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/5923f772-2653-40ef-ad60-f012d85dbbac
Western Fair Market - Great Veggie Bites,900 King St  London ON N5W 2X7,09/02/2023,,location.href = '/Portal/Facility/Details/130aeb1b-b271-4f1a-a853-0a8ed2f75a24' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/130aeb1b-b271-4f1a-a853-0a8ed2f75a24
Western Fair Market - Village Pie Shop,900 King St  London ON N5W 2X7,09/02/2023,,location.href = '/Portal/Facility/Details/9d36f3e9-6ca3-4b3a-a60d-efdbc08dcfa9' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/9d36f3e9-6ca3-4b3a-a60d-efdbc08dcfa9
Western Fair Market - Spring Valley Maple,900 King St  London ON N5W 2X7,09/02/2023,,location.href = '/Portal/Facility/Details/78f127e6-b4eb-4c6f-84f4-a1652ba8ef5b' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/78f127e6-b4eb-4c6f-84f4-a1652ba8ef5b
Western Fair Market - Canada Comfort Foods,900 King St  London ON N5W 2X7,09/02/2023,,location.href = '/Portal/Facility/Details/2790b4c8-68f7-4533-9e44-6c9b8e710de1' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/2790b4c8-68f7-4533-9e44-6c9b8e710de1
Denning's Funeral Home - Caradoc Room,32 Metcalfe St W  Strathroy ON N7G1M6,09/01/2023,,location.href = '/Portal/Facility/Details/586e9da9-9e99-479b-82d1-7a19eaf59123' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/586e9da9-9e99-479b-82d1-7a19eaf59123
London Childrens Museum,21 Wharncliffe Rd S  London ON N6J 4G5,09/01/2023,,location.href = '/Portal/Facility/Details/15e48a82-740b-4f6e-bce1-b14de0411bf9' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/15e48a82-740b-4f6e-bce1-b14de0411bf9
The Take Out,79 Thomas St  Strathroy ON N7G 3W4,09/01/2023,,location.href = '/Portal/Facility/Details/d3c6300b-079f-4af0-825b-85132a80c30e' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/d3c6300b-079f-4af0-825b-85132a80c30e
Shoppers Drug Mart,1186 Oxford St W  London ON N6H 2N2,09/01/2023,,location.href = '/Portal/Facility/Details/dac5d936-902e-4e3e-99ec-ef3382a36990' ,DineSafe,,,,,,,https://inspections.healthunit.com/Portal/Facility/Details/dac5d936-902e-4e3e-99ec-ef3382a36990
