Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Pizzaway,1715 Wyandotte St W Windsor ON N9B 1J2,Restaurant (Fast Food),31-Oct-2023,location.href = '/disclosure/Facility/Details/a39d6a7f-b0f9-451d-baad-35b3394e1753' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a39d6a7f-b0f9-451d-baad-35b3394e1753
Pizzeremo Inc.,770 Erie St E Windsor ON N8X 2G1,Food Take Out,10-Aug-2023,location.href = '/disclosure/Facility/Details/c92a2f53-32de-4da2-908f-2f68fbc7ae43' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c92a2f53-32de-4da2-908f-2f68fbc7ae43
P-Jay's Video Variety,3395 Walker Rd Windsor ON N8W 3R9,Convenience/Variety Store,12-Mar-2024,location.href = '/disclosure/Facility/Details/e74118c2-9914-4094-b107-ad4cd4be7878' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e74118c2-9914-4094-b107-ad4cd4be7878
Place Fortin Restaurant,1203 Cty Rd 22 Emeryville ON N0R 1C0,Restaurant (Full Service),07-Nov-2023,location.href = '/disclosure/Facility/Details/3ca4ef7c-fdb0-43c5-8c99-44c788133bac' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3ca4ef7c-fdb0-43c5-8c99-44c788133bac
Planet Fitness,4-4330 Walker Rd Windsor ON N8W 3T5,Refreshment Stand,19-Jan-2024,location.href = '/disclosure/Facility/Details/8d70ae49-a829-4b0f-8185-298ee35ebc28' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8d70ae49-a829-4b0f-8185-298ee35ebc28
Planet Fitness,7155 Enterprise Way Windsor ON N8T 3N6,Refreshment Stand,18-Jan-2024,location.href = '/disclosure/Facility/Details/1f9354fa-10f8-44f3-9464-d5d714d757d7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1f9354fa-10f8-44f3-9464-d5d714d757d7
Planet India Supermarket,831 University Ave W Windsor ON N9A 5S1,Grocery Store/Supermarket,01-Feb-2024,location.href = '/disclosure/Facility/Details/4c0c2293-f558-4ab8-8ea6-044eafecd33b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4c0c2293-f558-4ab8-8ea6-044eafecd33b
Platinum Room/ Rock Star,2418 Central Ave Windsor ON N8W 4J3,Banquet Facility,24-Apr-2024,location.href = '/disclosure/Facility/Details/80253d24-4f82-44d5-b48b-3e82afe5c37c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/80253d24-4f82-44d5-b48b-3e82afe5c37c
Playdium Bowling,4985 Wyandotte St E Windsor ON N8Y 1H9,Refreshment Stand,12-Jan-2024,location.href = '/disclosure/Facility/Details/b107638c-273c-4996-bd63-b95052e2e99a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b107638c-273c-4996-bd63-b95052e2e99a
Players Sports Club,1530 Langlois Ave Windsor ON N8X 4M2,Restaurant (Full Service),04-Aug-2023,location.href = '/disclosure/Facility/Details/e9511e3f-cc04-44a2-82e7-35d1ffe3caef' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e9511e3f-cc04-44a2-82e7-35d1ffe3caef
Playful Steps Day Care Centre,12315 Westlake Dr Tecumseh ON N8N 4W3,Child Care - Food Prep,14-Feb-2024,location.href = '/disclosure/Facility/Details/5b60b10a-a40b-4640-bd87-d8ededbbe590' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5b60b10a-a40b-4640-bd87-d8ededbbe590
Pluto's Pronto Pups,1281 Parent Ave Windsor ON N8X 4J1,Street Food Vending Carts,01-May-2024,location.href = '/disclosure/Facility/Details/6f4fe65d-78de-47cf-afdb-efbf23dee354' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6f4fe65d-78de-47cf-afdb-efbf23dee354
Point Pelee Karting,538 Bevel Line Rd Leamington ON N8H 3W1,Food Take Out,27-Jul-2023,location.href = '/disclosure/Facility/Details/0399c1c6-1baf-4a1c-b535-1e961c49147a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0399c1c6-1baf-4a1c-b535-1e961c49147a
Pointe West Golf Club,200 Golfwood Dr Amherstburg ON N9V 3T4,Refreshment Stand,02-May-2024,location.href = '/disclosure/Facility/Details/83d62147-e0ab-41b9-a9a5-4c7707900897' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/83d62147-e0ab-41b9-a9a5-4c7707900897
Pointe West Golf Club,200 Golfwood Dr Amherstburg ON N9V 3T4,Restaurant (Full Service),02-May-2024,location.href = '/disclosure/Facility/Details/1423d4c1-778e-420b-8b0b-f592078f7a3f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1423d4c1-778e-420b-8b0b-f592078f7a3f
Polish People's Home Association,1275 Langlois Ave Windsor ON N8X 4L6,Banquet Facility,29-Feb-2024,location.href = '/disclosure/Facility/Details/6c836097-bf42-47b8-aa84-9d36736cfc38' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6c836097-bf42-47b8-aa84-9d36736cfc38
Polish Peoples' Home Association,697 Fox Place Harrow ON,Restaurant (Full Service),29-Jul-2022,location.href = '/disclosure/Facility/Details/b56c2eb5-3f01-46e1-9c56-103e4a0ce58a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b56c2eb5-3f01-46e1-9c56-103e4a0ce58a
Polish Village,920 Ottawa St Windsor ON N8X 2E1,Convenience/Variety Store,31-Jul-2023,location.href = '/disclosure/Facility/Details/bd362fbd-c0ec-4ded-95ef-e352288092f7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bd362fbd-c0ec-4ded-95ef-e352288092f7
Pomegranate Restaurant,7816 Wyandotte St E Windsor ON N8S 1S9,Restaurant (Full Service),01-Mar-2023,location.href = '/disclosure/Facility/Details/0bd7c8f9-9af9-4024-a9c6-7eb076d8c521' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0bd7c8f9-9af9-4024-a9c6-7eb076d8c521
Popeye's Louisiana Chicken,1375 Huron Church Rd Windsor ON N9C 2B4,Restaurant (Fast Food),09-Apr-2024,location.href = '/disclosure/Facility/Details/bf851600-4482-4aca-b59d-4c9994340e37' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bf851600-4482-4aca-b59d-4c9994340e37
Popeye's Louisiana Chicken,2854 Howard Ave Windsor ON N8X 3Y5,Restaurant (Fast Food),11-Apr-2024,location.href = '/disclosure/Facility/Details/2b3e3c71-b18e-4643-984f-57d3487e3f46' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2b3e3c71-b18e-4643-984f-57d3487e3f46
Popeyes Louisiana Kitchen,73 University Ave E Windsor ON N9A 2Y6,Restaurant (Full Service),22-Apr-2024,location.href = '/disclosure/Facility/Details/7af772f0-3233-4762-89c7-276c99193675' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7af772f0-3233-4762-89c7-276c99193675
Popeye's Louisiana Kitchen,5188 Tecumseh Rd E Windsor ON N8T 1C4,Restaurant (Fast Food),21-Feb-2024,location.href = '/disclosure/Facility/Details/303e6c0c-7bd1-4335-bd93-2d5c0c84e37e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/303e6c0c-7bd1-4335-bd93-2d5c0c84e37e
Popeye's Supplements,E2-4450 Walker Rd Windsor ON N8W 3T5,Convenience/Variety Store,15-Sep-2023,location.href = '/disclosure/Facility/Details/d269e7b7-257c-4a15-bb91-17d46418e20f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d269e7b7-257c-4a15-bb91-17d46418e20f
Portuguese Community Club,217 Talbot Rd W Leamington ON N8H 3W3,Banquet Facility,21-Mar-2024,location.href = '/disclosure/Facility/Details/18cab5b0-f202-44f6-8f9a-5a3641787af5' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/18cab5b0-f202-44f6-8f9a-5a3641787af5
Portuguese Hall,848 S Pacific St Windsor ON N8X 2X2,Banquet Facility,12-Dec-2023,location.href = '/disclosure/Facility/Details/86c70873-ac7f-4d77-94ee-3dd57a7eec26' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/86c70873-ac7f-4d77-94ee-3dd57a7eec26
Potka's Kitchen,235-480 Advance Blvd Lakeshore ON N8N 0B7,Restaurant (Full Service),10-Oct-2023,location.href = '/disclosure/Facility/Details/82d6ec2e-1c65-4e05-aec2-5e6a79515765' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/82d6ec2e-1c65-4e05-aec2-5e6a79515765
Power Play Gaming Centre,446 Advance Blvd Tecumseh ON N8N 5G8,Restaurant (Full Service),12-Mar-2024,location.href = '/disclosure/Facility/Details/1ad97229-174a-457d-8419-43acbc50296b' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ad97229-174a-457d-8419-43acbc50296b
Pozitive Pathways Community Service,511 Pelissier St Windsor ON N9A 4L2,Community Kitchen,19-Oct-2023,location.href = '/disclosure/Facility/Details/460ee0fd-13f5-4d36-8994-862ecd3daa17' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/460ee0fd-13f5-4d36-8994-862ecd3daa17
Presotea,13462 Tecumseh Rd E Tecumseh ON N8N 3N7,Cafeteria,17-Oct-2023,location.href = '/disclosure/Facility/Details/1ce7ffef-61ac-4820-91a5-a82d1b6fae48' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1ce7ffef-61ac-4820-91a5-a82d1b6fae48
Presotea,6020 Malden Rd Lasalle ON N9H 1S8,Restaurant (Fast Food),23-Feb-2024,location.href = '/disclosure/Facility/Details/f286da99-20fd-4de8-9ce1-320f08794887' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f286da99-20fd-4de8-9ce1-320f08794887
Presotea,2195 Wyandotte St W Windsor ON N9B 1K1,Restaurant (Fast Food),29-Aug-2023,location.href = '/disclosure/Facility/Details/5375b93a-1103-417a-b431-581333ebc82c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5375b93a-1103-417a-b431-581333ebc82c
Presotea,24 Oak St E Leamington ON N8H 2C2,Cafeteria,12-Dec-2023,location.href = '/disclosure/Facility/Details/e7e7bc64-8d4c-43a6-972e-16e9f7a025f1' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e7e7bc64-8d4c-43a6-972e-16e9f7a025f1
Presotea,5-4450 Walker Rd Windsor ON N8W 3T5,Refreshment Stand,07-Sep-2023,location.href = '/disclosure/Facility/Details/0dd2d9b9-6f79-4f07-aead-d947fe2491c7' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0dd2d9b9-6f79-4f07-aead-d947fe2491c7
Pressure Drop,1055 Drouillard Rd Windsor ON N8Y 2P9,Cocktail Bar/Beverage Room,,location.href = '/disclosure/Facility/Details/6455085d-70c3-46ab-aa79-95af453beb4f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6455085d-70c3-46ab-aa79-95af453beb4f
Presto Pizzeria,601 Centre St Belle River ON N0R 1A0,Food Take Out,24-Jan-2024,location.href = '/disclosure/Facility/Details/c2676b78-c01d-43ef-8cc2-6f3a72d7867c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c2676b78-c01d-43ef-8cc2-6f3a72d7867c
Pretzel Central,57 Pulford St Kingsville ON N9Y 1B5,Bake Shop,19-Oct-2023,location.href = '/disclosure/Facility/Details/9d0473e0-5860-4568-be87-480d2a2251a2' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9d0473e0-5860-4568-be87-480d2a2251a2
Prince Edward,949 Giles Blvd E Windsor ON N9A 4G2,School Nutrition Program,07-Feb-2024,location.href = '/disclosure/Facility/Details/573f5e2e-83a0-4950-af6d-8ea47723be92' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/573f5e2e-83a0-4950-af6d-8ea47723be92
Prince House,6-2814 Howard Ave Windsor ON N8X 3Y2,Grocery Store/Supermarket,11-Apr-2024,location.href = '/disclosure/Facility/Details/3f376c1d-6879-457b-a5eb-34e2dee4f046' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3f376c1d-6879-457b-a5eb-34e2dee4f046
Princess Auto,4347 Walker Rd Windsor ON N8W 3T6,Convenience/Variety Store,01-Mar-2024,location.href = '/disclosure/Facility/Details/0f3ba11a-7dd4-4186-be21-f962eb23b0d4' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0f3ba11a-7dd4-4186-be21-f962eb23b0d4
Princess Elizabeth,5399 Raymond Ave Windsor ON N8S1Z6,School Nutrition Program,21-Jun-2023,location.href = '/disclosure/Facility/Details/b48d3cbb-a417-45e4-bed0-214706951df9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b48d3cbb-a417-45e4-bed0-214706951df9
Pro Hockey Life,1-655 Sydney Ave Windsor ON N8X 5C4,Convenience/Variety Store,01-Mar-2023,location.href = '/disclosure/Facility/Details/d5e8fd01-e96d-4c3e-a564-558331a8c302' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d5e8fd01-e96d-4c3e-a564-558331a8c302
Productos Latinos El Aguila,42 Erie St S Leamington ON N8H 3A9,Convenience/Variety Store,24-Apr-2023,location.href = '/disclosure/Facility/Details/0a0c1696-7af9-4774-8956-4b6093a4eb13' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0a0c1696-7af9-4774-8956-4b6093a4eb13
Pronto Catering Service,796 Belle River Rd W Belle River ON,Caterer,12-Apr-2024,location.href = '/disclosure/Facility/Details/84e598ed-ab96-4eb8-b0ad-4e85cb442881' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/84e598ed-ab96-4eb8-b0ad-4e85cb442881
Pronto Wholesale Ltd.,4960 Walker Rd Oldcastle ON N9A 6J3,Food Depot,07-Nov-2023,location.href = '/disclosure/Facility/Details/48e4973f-07d6-442b-b3fb-14f8fc81687e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/48e4973f-07d6-442b-b3fb-14f8fc81687e
Punjaabi Indian Cuisine,255 Ouellette Ave Windsor ON N9A 4H9,Restaurant (Full Service),29-Apr-2024,location.href = '/disclosure/Facility/Details/175f0fd4-69d3-48d0-a89d-f99226d981ed' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/175f0fd4-69d3-48d0-a89d-f99226d981ed
Punjab BBQ,109-1226 Essex County Rd 22 Emeryville ON N0R1C0,Food Take Out,18-Apr-2024,location.href = '/disclosure/Facility/Details/20a8ca77-7481-42d7-9d3d-38b03405fa91' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/20a8ca77-7481-42d7-9d3d-38b03405fa91
Punjabi Secrets,2883 Howard Ave Windsor ON N8X 3Y4,Restaurant (Full Service),08-Mar-2024,location.href = '/disclosure/Facility/Details/e1511534-e85a-48ba-956f-ff74bf64b29a' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e1511534-e85a-48ba-956f-ff74bf64b29a
Purdy's Chocolatier,P19-3100 Howard Ave Windsor ON N8X 3Y8,Convenience/Variety Store,21-Feb-2023,location.href = '/disclosure/Facility/Details/9962b92e-daaa-4cb2-ab17-2bd614edb6f6' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9962b92e-daaa-4cb2-ab17-2bd614edb6f6
Pure Fruit Cafe,9-350 Cabana Rd. E Windsor ON N9G 1A3,Restaurant (Fast Food),04-Oct-2023,location.href = '/disclosure/Facility/Details/60c33f19-7d7e-4f26-832c-1cca08eadd73' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/60c33f19-7d7e-4f26-832c-1cca08eadd73
Pure Nature Health Food,5841 Malden Rd LaSalle ON N9H 1S3,Convenience/Variety Store,27-Feb-2024,location.href = '/disclosure/Facility/Details/23dc550c-f15f-4b55-a843-722f869e8382' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/23dc550c-f15f-4b55-a843-722f869e8382
Pure Nature Nutrition Centers,3174 Dougall Ave Windsor ON N9E 1S6,Convenience/Variety Store,26-Apr-2024,location.href = '/disclosure/Facility/Details/9b027e07-e7a5-445c-a4f3-31d84eb9e6a0' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9b027e07-e7a5-445c-a4f3-31d84eb9e6a0
Pure Vibez Nutrition,499 Notre Dame St Belle River ON N0R 1A0,Food Take Out,08-Nov-2023,location.href = '/disclosure/Facility/Details/ef2435fa-ad6a-4488-a30b-ef209fac0d9c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ef2435fa-ad6a-4488-a30b-ef209fac0d9c
Pure Water Brand,6632 Snake Ln Essex ON N0R 1G0,Bottling Plant,21-Nov-2023,location.href = '/disclosure/Facility/Details/75190342-f752-4641-95c4-83b29696b3a9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/75190342-f752-4641-95c4-83b29696b3a9
PUR-EH,6437 6th Concession Rd S Amherstburg ON N9V 2Y8,Food Processing Plant,21-Feb-2024,location.href = '/disclosure/Facility/Details/7edb7e1e-3796-443f-8b63-11c9dac7526c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7edb7e1e-3796-443f-8b63-11c9dac7526c
Qdoba Mexican Eats,102-650 Division Rd Windsor ON N8X 0A8,Restaurant (Full Service),06-Dec-2023,location.href = '/disclosure/Facility/Details/a9effab4-53a6-4188-a6da-0938b47149b9' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a9effab4-53a6-4188-a6da-0938b47149b9
QQ Coffee Shop,2462 Tecumseh Rd E Windsor ON N8W 1E7,Restaurant (Full Service),22-Jan-2024,location.href = '/disclosure/Facility/Details/3520b728-e973-4a23-a51a-aa64be0b998d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3520b728-e973-4a23-a51a-aa64be0b998d
Q-Tea Asian Food & Bubble Tea,1-3211 Sandwich St W Windsor ON N9C 1A9,Restaurant (Fast Food),26-Aug-2023,location.href = '/disclosure/Facility/Details/7bfcc2c7-a772-4e54-8ff9-3224de9373ff' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7bfcc2c7-a772-4e54-8ff9-3224de9373ff
Quality Inn,279 Erie St S Leamington ON N8H 3C4,Refreshment Stand,19-Jan-2024,location.href = '/disclosure/Facility/Details/7ddd1348-9157-4beb-a337-0edb3104e3ac' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7ddd1348-9157-4beb-a337-0edb3104e3ac
Quality Inn & Suites,675 Goyeau St Windsor ON N9A 1H3,Restaurant (Full Service),11-Dec-2023,location.href = '/disclosure/Facility/Details/5a20a637-2128-438c-ac6d-dc32537107ef' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5a20a637-2128-438c-ac6d-dc32537107ef
Queen Elizabeth Public School,4 Maxon Ave Leamington ON N8H 2E2,School Nutrition Program,16-Jan-2024,location.href = '/disclosure/Facility/Details/9ded76c7-31ff-4646-b346-ba817c04bda8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9ded76c7-31ff-4646-b346-ba817c04bda8
Queen Victoria Public School,1376 Victoria Ave Windsor ON N8X 1P1,School Nutrition Program,30-Jan-2024,location.href = '/disclosure/Facility/Details/09cce858-3a36-438c-bb9b-eec508f766bf' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/09cce858-3a36-438c-bb9b-eec508f766bf
Quesada Burritos & Tacos,2-1475 Huron Church Rd Windsor ON N9C 2K9,Restaurant (Fast Food),19-Mar-2024,location.href = '/disclosure/Facility/Details/cf2d4c40-a345-4625-9798-82b56274f836' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cf2d4c40-a345-4625-9798-82b56274f836
Quesada Burritos & Tacos,104-83 Sandwich St S Amherstburg ON N9V 1B8,Restaurant (Full Service),05-Apr-2024,location.href = '/disclosure/Facility/Details/56edfa2a-d825-4a5f-918a-66474a144a7f' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/56edfa2a-d825-4a5f-918a-66474a144a7f
Quesada Burritos & Tacos,F3-4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Fast Food),29-Nov-2023,location.href = '/disclosure/Facility/Details/2fccb773-8a99-4826-8e71-31dfce370864' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2fccb773-8a99-4826-8e71-31dfce370864
Quesada Burritos & Tacos,7-500 Manning Rd Tecumseh ON N8N 5H3,Restaurant (Full Service),12-Jan-2024,location.href = '/disclosure/Facility/Details/9cab54dc-2f43-4944-90b3-3f57cf5f4396' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/9cab54dc-2f43-4944-90b3-3f57cf5f4396
Quesada Burritos & Tacos,337 Ouellette Ave Windsor ON N9A 4J1,Restaurant (Full Service),12-Oct-2023,location.href = '/disclosure/Facility/Details/d438367d-75d9-49bb-997c-5b4706a6598c' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d438367d-75d9-49bb-997c-5b4706a6598c
Quesada Burritos And Tacos,3041 Dougall Ave Windsor ON N9E 1S3,Restaurant (Fast Food),11-Apr-2024,location.href = '/disclosure/Facility/Details/29ba74b7-d298-463a-a754-b61917aa7bfc' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/29ba74b7-d298-463a-a754-b61917aa7bfc
Quick Mart Plus,7225 Wyandotte St E Windsor ON N8S 1R5,Convenience/Variety Store,04-Dec-2023,location.href = '/disclosure/Facility/Details/627ef094-d77e-458d-aa92-28b31c10e593' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/627ef094-d77e-458d-aa92-28b31c10e593
Quick Stop Variety,830 Hanna St E Windsor ON N8X 2N8,Convenience/Variety Store,10-Mar-2023,location.href = '/disclosure/Facility/Details/e582b519-ae73-43e8-8d5f-36fb3321d94e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e582b519-ae73-43e8-8d5f-36fb3321d94e
Quick Sushi,425 Cabana Rd E Windsor ON N9G 1A1,Restaurant (Full Service),02-Feb-2024,location.href = '/disclosure/Facility/Details/93019419-b7e3-4c95-b05e-d3bdf2e7a05d' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/93019419-b7e3-4c95-b05e-d3bdf2e7a05d
Quick Wash & Variety,1187 Erie St W Windsor ON N9A 6C6,Convenience/Variety Store,20-Nov-2023,location.href = '/disclosure/Facility/Details/251d902a-9ee9-401c-96f3-e8c4e880d69e' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/251d902a-9ee9-401c-96f3-e8c4e880d69e
Quizno's Sub,1915 Front Rd LaSalle ON N9J 2B8,Food Take Out,11-Dec-2023,location.href = '/disclosure/Facility/Details/09612bb0-9a86-44c5-95fc-f05331969ebc' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/09612bb0-9a86-44c5-95fc-f05331969ebc
R.C.C.G Throne of Grace,405 Victoria Ave Windsor ON N9A1N4,Banquet Facility,21-Nov-2023,location.href = '/disclosure/Facility/Details/65a55856-614c-42a8-829b-00e8dfadce24' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/65a55856-614c-42a8-829b-00e8dfadce24
Rack City BBQ,2739 Seminole St Windsor ON N8Y 1X9,Food Take Out,,location.href = '/disclosure/Facility/Details/146c72cc-ec7c-4536-8466-7704aa028d78' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/146c72cc-ec7c-4536-8466-7704aa028d78
Raku Sushi,7100 Tecumseh Rd E Windsor ON N8T 1E6,Food Take Out,20-Dec-2023,location.href = '/disclosure/Facility/Details/d87adaef-796c-4800-b60e-c0e64ee462ca' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d87adaef-796c-4800-b60e-c0e64ee462ca
Raku Sushi,3120 Dougall Ave Windsor ON N9E 1S7,Food Take Out,27-Feb-2024,location.href = '/disclosure/Facility/Details/2ff0a38b-6028-4757-8d28-e1838b2cb4c8' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2ff0a38b-6028-4757-8d28-e1838b2cb4c8
Rang Punjab,980 Howard Ave Windsor ON N9A 1S5,Restaurant (Full Service),,location.href = '/disclosure/Facility/Details/121970f8-bd40-4b8d-a608-2de4549269ef' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/121970f8-bd40-4b8d-a608-2de4549269ef
Rangeela Paan,1059 Wyandotte St Windsor ON N9A 5Y6,Food Take Out,27-Dec-2023,location.href = '/disclosure/Facility/Details/230b9b90-0664-4dff-b347-bf9a0b540f05' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/230b9b90-0664-4dff-b347-bf9a0b540f05
Rani's Dollar,2155 Wyandotte St W Windsor ON N9B 1K1,Convenience/Variety Store,24-Jul-2023,location.href = '/disclosure/Facility/Details/cdec71d5-5e7b-4735-a3db-bb799f946a11' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cdec71d5-5e7b-4735-a3db-bb799f946a11
Raqia Supermarket & Bakery,160-170-2675 Lauzon Rd Windsor ON N8T 2Z5,Food Take Out,26-Oct-2023,location.href = '/disclosure/Facility/Details/db4ee5f5-c48e-44ba-a134-bde21733c2d1' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/db4ee5f5-c48e-44ba-a134-bde21733c2d1
Rare Butcher Shop,4-35 Amy Croft Dr Windsor ON N9K 1C7,Butcher Shop,01-Feb-2024,location.href = '/disclosure/Facility/Details/5cd5744e-55ff-42ea-a893-ba068e681804' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5cd5744e-55ff-42ea-a893-ba068e681804
Rasoi,12150 Tecumseh Rd E Windsor ON N8N 1L9,Food Take Out,11-Apr-2024,location.href = '/disclosure/Facility/Details/8445640e-47ec-4a56-9a6e-a87461e32eef' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8445640e-47ec-4a56-9a6e-a87461e32eef
Ray and Kim's Super Convenience,352 Ouellette Ave Windsor ON N9A 1A6,Convenience/Variety Store,17-Oct-2023,location.href = '/disclosure/Facility/Details/18bce6e2-6d08-40f3-b9bd-ab28cfbb5bff' ,Food Safety,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/18bce6e2-6d08-40f3-b9bd-ab28cfbb5bff
