Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
Required,14-Nov-2023,location.href = '/disclosure/Inspection/Details/48c48796-e9cc-430b-aebf-775bf4f95263' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/48c48796-e9cc-430b-aebf-775bf4f95263,https://disclosure55.wechu.org/disclosure/Facility/Details/052b726f-b338-4451-8ec0-dc93ce9cd490
Required,22-Jan-2024,location.href = '/disclosure/Inspection/Details/6e67e609-01e3-41b8-9042-f992a263d400' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/6e67e609-01e3-41b8-9042-f992a263d400,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Re-Inspection,22-Jan-2024,location.href = '/disclosure/Inspection/Details/95a3b2d5-c8a8-4e3c-b3ed-ad5306039147' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/95a3b2d5-c8a8-4e3c-b3ed-ad5306039147,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Required,18-Dec-2023,location.href = '/disclosure/Inspection/Details/058a7f7e-6701-4a00-8d15-50e65b84ad0b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/058a7f7e-6701-4a00-8d15-50e65b84ad0b,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Re-Inspection,23-May-2023,location.href = '/disclosure/Inspection/Details/a66119b1-a0d5-4c81-affd-7f854b314281' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a66119b1-a0d5-4c81-affd-7f854b314281,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Required,15-May-2023,location.href = '/disclosure/Inspection/Details/26df11e3-94bb-4746-8ba4-1470b9e6cba6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/26df11e3-94bb-4746-8ba4-1470b9e6cba6,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Re-Inspection,09-May-2023,location.href = '/disclosure/Inspection/Details/56196465-50da-4732-a700-c5eb1fb135e7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/56196465-50da-4732-a700-c5eb1fb135e7,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Required,25-Apr-2023,location.href = '/disclosure/Inspection/Details/4f6908a1-5439-4b12-9475-b5f8b2145256' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4f6908a1-5439-4b12-9475-b5f8b2145256,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Re-Inspection,08-Sep-2022,location.href = '/disclosure/Inspection/Details/5475facf-718d-41fe-9dc0-f9bed1e74458' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5475facf-718d-41fe-9dc0-f9bed1e74458,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Required,05-Jul-2022,location.href = '/disclosure/Inspection/Details/b33f42ba-124d-4753-bfb9-98f9e929f666' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b33f42ba-124d-4753-bfb9-98f9e929f666,https://disclosure55.wechu.org/disclosure/Facility/Details/07aeefca-b1c7-4990-b414-10aca9483883
Required,18-Dec-2023,location.href = '/disclosure/Inspection/Details/70fb8e98-6899-4a61-a025-8334648a09bb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/70fb8e98-6899-4a61-a025-8334648a09bb,https://disclosure55.wechu.org/disclosure/Facility/Details/52f44e84-ec7e-414f-b2f7-99dadce29a00
Required,06-Jun-2023,location.href = '/disclosure/Inspection/Details/dc01b704-d4ea-40d2-acb3-f33d8ada1ed7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dc01b704-d4ea-40d2-acb3-f33d8ada1ed7,https://disclosure55.wechu.org/disclosure/Facility/Details/52f44e84-ec7e-414f-b2f7-99dadce29a00
Required,01-Dec-2022,location.href = '/disclosure/Inspection/Details/570e7b30-dfb2-49f1-a016-b28deaa554b3' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/570e7b30-dfb2-49f1-a016-b28deaa554b3,https://disclosure55.wechu.org/disclosure/Facility/Details/52f44e84-ec7e-414f-b2f7-99dadce29a00
Required,24-Jan-2024,location.href = '/disclosure/Inspection/Details/224802eb-dc2b-45fe-80cc-74c996525215' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/224802eb-dc2b-45fe-80cc-74c996525215,https://disclosure55.wechu.org/disclosure/Facility/Details/030cb830-6c05-4fcb-a327-22fe86d1715c
Required,21-Sep-2023,location.href = '/disclosure/Inspection/Details/da157139-119a-4cd2-97a8-36206854940d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/da157139-119a-4cd2-97a8-36206854940d,https://disclosure55.wechu.org/disclosure/Facility/Details/030cb830-6c05-4fcb-a327-22fe86d1715c
Required,17-May-2023,location.href = '/disclosure/Inspection/Details/9b137da3-dfde-4c31-8d6d-61f66a029d6e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9b137da3-dfde-4c31-8d6d-61f66a029d6e,https://disclosure55.wechu.org/disclosure/Facility/Details/030cb830-6c05-4fcb-a327-22fe86d1715c
Re-Inspection,13-Sep-2023,location.href = '/disclosure/Inspection/Details/e0c3196b-8bb1-4389-9ed4-531d81ec0256' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e0c3196b-8bb1-4389-9ed4-531d81ec0256,https://disclosure55.wechu.org/disclosure/Facility/Details/84c90cc0-2a98-471f-89b3-5108eff5d55c
Required,29-Aug-2023,location.href = '/disclosure/Inspection/Details/64f54a3c-343f-4656-a658-afd6f45bffd1' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/64f54a3c-343f-4656-a658-afd6f45bffd1,https://disclosure55.wechu.org/disclosure/Facility/Details/84c90cc0-2a98-471f-89b3-5108eff5d55c
Re-Inspection,02-May-2023,location.href = '/disclosure/Inspection/Details/bffc165d-4842-46b2-8a4d-cd0170f5433f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/bffc165d-4842-46b2-8a4d-cd0170f5433f,https://disclosure55.wechu.org/disclosure/Facility/Details/84c90cc0-2a98-471f-89b3-5108eff5d55c
Required,27-Apr-2023,location.href = '/disclosure/Inspection/Details/375e0ed9-479b-4bfb-ad50-c2e3cde55305' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/375e0ed9-479b-4bfb-ad50-c2e3cde55305,https://disclosure55.wechu.org/disclosure/Facility/Details/84c90cc0-2a98-471f-89b3-5108eff5d55c
Required,06-Mar-2024,location.href = '/disclosure/Inspection/Details/32030d61-7f58-4e50-ad5f-1ff90995de11' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/32030d61-7f58-4e50-ad5f-1ff90995de11,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,25-Oct-2023,location.href = '/disclosure/Inspection/Details/1a69b145-464a-41c0-96fa-6d0abcfae85f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1a69b145-464a-41c0-96fa-6d0abcfae85f,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,24-Oct-2023,location.href = '/disclosure/Inspection/Details/41e1cb53-51f0-477c-ad5c-5d3318a965c7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/41e1cb53-51f0-477c-ad5c-5d3318a965c7,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,26-May-2023,location.href = '/disclosure/Inspection/Details/1397b749-827c-4569-9d55-6b78bbb55640' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1397b749-827c-4569-9d55-6b78bbb55640,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,10-Mar-2023,location.href = '/disclosure/Inspection/Details/622d7807-a6f8-4816-9d4a-db91c4724d6b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/622d7807-a6f8-4816-9d4a-db91c4724d6b,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Re-Inspection,07-Dec-2022,location.href = '/disclosure/Inspection/Details/fd5668ea-82b5-495c-8214-c430c27eaef5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/fd5668ea-82b5-495c-8214-c430c27eaef5,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,02-Dec-2022,location.href = '/disclosure/Inspection/Details/7534f4d2-0ef8-4009-8821-a151e30a44ae' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7534f4d2-0ef8-4009-8821-a151e30a44ae,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,19-Aug-2022,location.href = '/disclosure/Inspection/Details/dfdd4e0d-a31d-47bc-9b51-3498b3433b0a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dfdd4e0d-a31d-47bc-9b51-3498b3433b0a,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,17-Jun-2022,location.href = '/disclosure/Inspection/Details/a2019a85-076a-49c1-9ab9-f4ef7fbe4ad2' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a2019a85-076a-49c1-9ab9-f4ef7fbe4ad2,https://disclosure55.wechu.org/disclosure/Facility/Details/42749b41-0e73-475b-868e-f10bc9c5c333
Required,02-Nov-2023,location.href = '/disclosure/Inspection/Details/18794d5a-6def-4894-9f85-310a1f580711' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/18794d5a-6def-4894-9f85-310a1f580711,https://disclosure55.wechu.org/disclosure/Facility/Details/4e94ecfb-bac2-4eab-825e-b0a901313eea
Required,22-Mar-2023,location.href = '/disclosure/Inspection/Details/dff23687-efa6-4c8f-9c1d-eef0625b92e5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dff23687-efa6-4c8f-9c1d-eef0625b92e5,https://disclosure55.wechu.org/disclosure/Facility/Details/4e94ecfb-bac2-4eab-825e-b0a901313eea
Required,11-Apr-2024,location.href = '/disclosure/Inspection/Details/1c59c191-a03e-492e-a1e7-ed8ab4798fa7' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1c59c191-a03e-492e-a1e7-ed8ab4798fa7,https://disclosure55.wechu.org/disclosure/Facility/Details/d0f905a9-12c9-4000-9e17-3ab6ab3845e2
Required,01-Sep-2023,location.href = '/disclosure/Inspection/Details/7b416c2a-3395-4a53-92fa-f072581978da' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7b416c2a-3395-4a53-92fa-f072581978da,https://disclosure55.wechu.org/disclosure/Facility/Details/d0f905a9-12c9-4000-9e17-3ab6ab3845e2
Required,02-May-2024,location.href = '/disclosure/Inspection/Details/01bf9708-1e9d-494d-80ae-e3fed127c0de' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/01bf9708-1e9d-494d-80ae-e3fed127c0de,https://disclosure55.wechu.org/disclosure/Facility/Details/4714a987-5bf0-4903-aa21-fba0716be8eb
Required,08-Sep-2023,location.href = '/disclosure/Inspection/Details/e25c63f0-68bd-4f4e-90bb-787c9293c0e5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e25c63f0-68bd-4f4e-90bb-787c9293c0e5,https://disclosure55.wechu.org/disclosure/Facility/Details/4714a987-5bf0-4903-aa21-fba0716be8eb
Required,01-Sep-2023,location.href = '/disclosure/Inspection/Details/4e30d174-de0d-48e0-ab78-eff2a0173fe5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4e30d174-de0d-48e0-ab78-eff2a0173fe5,https://disclosure55.wechu.org/disclosure/Facility/Details/4714a987-5bf0-4903-aa21-fba0716be8eb
Re-Inspection,29-Apr-2024,location.href = '/disclosure/Inspection/Details/df1a872f-076a-48d6-8ffb-9da77dba03a4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/df1a872f-076a-48d6-8ffb-9da77dba03a4,https://disclosure55.wechu.org/disclosure/Facility/Details/259c327d-e458-46ff-9d96-9e10727300c6
Required,22-Apr-2024,location.href = '/disclosure/Inspection/Details/b3a09f1a-70f4-4493-9ca5-7c4a8239f93d' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b3a09f1a-70f4-4493-9ca5-7c4a8239f93d,https://disclosure55.wechu.org/disclosure/Facility/Details/259c327d-e458-46ff-9d96-9e10727300c6
Required,14-Sep-2023,location.href = '/disclosure/Inspection/Details/3f5830ec-0edd-4032-be46-1045d98b6618' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3f5830ec-0edd-4032-be46-1045d98b6618,https://disclosure55.wechu.org/disclosure/Facility/Details/259c327d-e458-46ff-9d96-9e10727300c6
Required,03-May-2023,location.href = '/disclosure/Inspection/Details/730801b3-2f22-4347-93af-0211ab55980b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/730801b3-2f22-4347-93af-0211ab55980b,https://disclosure55.wechu.org/disclosure/Facility/Details/259c327d-e458-46ff-9d96-9e10727300c6
Required,12-May-2022,location.href = '/disclosure/Inspection/Details/c1c36b15-d8ab-4eeb-b382-cd86edce4312' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/c1c36b15-d8ab-4eeb-b382-cd86edce4312,https://disclosure55.wechu.org/disclosure/Facility/Details/259c327d-e458-46ff-9d96-9e10727300c6
Required,06-Nov-2023,location.href = '/disclosure/Inspection/Details/9273b657-25d7-4f9d-8679-fdf2ec5b710e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9273b657-25d7-4f9d-8679-fdf2ec5b710e,https://disclosure55.wechu.org/disclosure/Facility/Details/15219606-baa6-4af4-8e8b-883959d77f00
Required,15-Feb-2023,location.href = '/disclosure/Inspection/Details/151fe42c-c1b0-4735-b828-006d30c10de6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/151fe42c-c1b0-4735-b828-006d30c10de6,https://disclosure55.wechu.org/disclosure/Facility/Details/15219606-baa6-4af4-8e8b-883959d77f00
Re-Inspection,29-Sep-2022,location.href = '/disclosure/Inspection/Details/e37b563c-7ce8-4d9c-82ed-9f85fd01f5a8' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/e37b563c-7ce8-4d9c-82ed-9f85fd01f5a8,https://disclosure55.wechu.org/disclosure/Facility/Details/15219606-baa6-4af4-8e8b-883959d77f00
Required,15-Jul-2022,location.href = '/disclosure/Inspection/Details/2077cfb2-02e3-42c7-b963-ba4acb49a894' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2077cfb2-02e3-42c7-b963-ba4acb49a894,https://disclosure55.wechu.org/disclosure/Facility/Details/15219606-baa6-4af4-8e8b-883959d77f00
Required,26-Jan-2024,location.href = '/disclosure/Inspection/Details/5f6d490e-7f76-491f-a2c4-69ef52c0c861' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5f6d490e-7f76-491f-a2c4-69ef52c0c861,https://disclosure55.wechu.org/disclosure/Facility/Details/a3bf56ed-2a32-428e-b07f-d44f426551b7
Required,04-Apr-2024,location.href = '/disclosure/Inspection/Details/3c25d562-0d76-4790-b728-c7591c0618b4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/3c25d562-0d76-4790-b728-c7591c0618b4,https://disclosure55.wechu.org/disclosure/Facility/Details/6240dcf1-25e4-4b8a-9b72-56406e9086b6
Required,10-Jul-2023,location.href = '/disclosure/Inspection/Details/1f9bb5cb-1ab1-43d1-ae3b-c15da8b67117' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/1f9bb5cb-1ab1-43d1-ae3b-c15da8b67117,https://disclosure55.wechu.org/disclosure/Facility/Details/6240dcf1-25e4-4b8a-9b72-56406e9086b6
Required,31-Oct-2022,location.href = '/disclosure/Inspection/Details/24b56a33-d882-4c11-8db9-4118f4a26822' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/24b56a33-d882-4c11-8db9-4118f4a26822,https://disclosure55.wechu.org/disclosure/Facility/Details/6240dcf1-25e4-4b8a-9b72-56406e9086b6
Required,01-Mar-2024,location.href = '/disclosure/Inspection/Details/b047f579-5af9-4f60-8903-d7fb87301968' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b047f579-5af9-4f60-8903-d7fb87301968,https://disclosure55.wechu.org/disclosure/Facility/Details/fbf29e7d-2d7a-4bc7-8b02-ce8901e2858e
Required,21-Jun-2023,location.href = '/disclosure/Inspection/Details/ecc58299-760c-4408-bf61-ec1a71b50d62' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ecc58299-760c-4408-bf61-ec1a71b50d62,https://disclosure55.wechu.org/disclosure/Facility/Details/fbf29e7d-2d7a-4bc7-8b02-ce8901e2858e
Required,27-Mar-2024,location.href = '/disclosure/Inspection/Details/166d49e7-0d2e-4728-8d84-e8194a0b106c' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/166d49e7-0d2e-4728-8d84-e8194a0b106c,https://disclosure55.wechu.org/disclosure/Facility/Details/762212cb-fe61-41fb-9833-d393ce67eb7e
Required,14-Nov-2023,location.href = '/disclosure/Inspection/Details/b3ce18c4-c645-4fb2-8006-811a0c46aedd' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/b3ce18c4-c645-4fb2-8006-811a0c46aedd,https://disclosure55.wechu.org/disclosure/Facility/Details/c8749485-afb7-40a4-8a15-8e401ff6bc15
Required,09-Mar-2023,location.href = '/disclosure/Inspection/Details/5d75fcdf-9912-4036-96c8-9187b1fd5417' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/5d75fcdf-9912-4036-96c8-9187b1fd5417,https://disclosure55.wechu.org/disclosure/Facility/Details/c8749485-afb7-40a4-8a15-8e401ff6bc15
Required,02-Nov-2022,location.href = '/disclosure/Inspection/Details/dcb5f418-09cb-4912-84e1-543d03183f39' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/dcb5f418-09cb-4912-84e1-543d03183f39,https://disclosure55.wechu.org/disclosure/Facility/Details/c8749485-afb7-40a4-8a15-8e401ff6bc15
Required,28-Jul-2023,location.href = '/disclosure/Inspection/Details/0f4f67a3-450b-484d-85a5-48b015fc0289' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/0f4f67a3-450b-484d-85a5-48b015fc0289,https://disclosure55.wechu.org/disclosure/Facility/Details/c835f0ae-c773-447d-b0bc-4ab51b8cbe84
Required,28-Feb-2023,location.href = '/disclosure/Inspection/Details/d01b1c83-558e-4f64-91f2-51e92d2b76a4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d01b1c83-558e-4f64-91f2-51e92d2b76a4,https://disclosure55.wechu.org/disclosure/Facility/Details/c835f0ae-c773-447d-b0bc-4ab51b8cbe84
Required,20-Sep-2023,location.href = '/disclosure/Inspection/Details/7b61df34-aae8-487a-96d8-2cf6425e79f5' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7b61df34-aae8-487a-96d8-2cf6425e79f5,https://disclosure55.wechu.org/disclosure/Facility/Details/a2e867b5-c9a9-46aa-a039-13366588c79c
Required,25-Oct-2023,location.href = '/disclosure/Inspection/Details/ac4516f0-d8fa-468c-9cf3-6576ce11ac88' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ac4516f0-d8fa-468c-9cf3-6576ce11ac88,https://disclosure55.wechu.org/disclosure/Facility/Details/589b4ed9-aa71-4e1d-88c8-0bbccc28f311
Required,17-Jan-2023,location.href = '/disclosure/Inspection/Details/221cf870-051d-4ffc-addf-6144261c2194' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/221cf870-051d-4ffc-addf-6144261c2194,https://disclosure55.wechu.org/disclosure/Facility/Details/589b4ed9-aa71-4e1d-88c8-0bbccc28f311
Required,03-Jan-2024,location.href = '/disclosure/Inspection/Details/2b36b7c3-04c8-4340-839b-d76a63c0d6ab' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/2b36b7c3-04c8-4340-839b-d76a63c0d6ab,https://disclosure55.wechu.org/disclosure/Facility/Details/ef4581b8-0df9-411b-9b6e-2e6d29ff94d8
Required,14-Mar-2023,location.href = '/disclosure/Inspection/Details/f262ed59-601d-49c4-bb1c-e199693cfce4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/f262ed59-601d-49c4-bb1c-e199693cfce4,https://disclosure55.wechu.org/disclosure/Facility/Details/ef4581b8-0df9-411b-9b6e-2e6d29ff94d8
Required,10-Nov-2022,location.href = '/disclosure/Inspection/Details/a4633b6d-4004-4791-9948-621c28c21d5e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/a4633b6d-4004-4791-9948-621c28c21d5e,https://disclosure55.wechu.org/disclosure/Facility/Details/ef4581b8-0df9-411b-9b6e-2e6d29ff94d8
Re-Inspection,26-Jan-2024,location.href = '/disclosure/Inspection/Details/68466452-32b4-4012-ac9f-557e86cd4280' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/68466452-32b4-4012-ac9f-557e86cd4280,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,12-Jan-2024,location.href = '/disclosure/Inspection/Details/48d17a8d-c31f-4fe2-9a5a-8ed7e2f43317' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/48d17a8d-c31f-4fe2-9a5a-8ed7e2f43317,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,14-Nov-2023,location.href = '/disclosure/Inspection/Details/315ce2f6-7749-4599-bf67-bc64a739a26f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/315ce2f6-7749-4599-bf67-bc64a739a26f,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Re-Inspection,17-Aug-2023,location.href = '/disclosure/Inspection/Details/27ec0a08-1fc0-4b82-af26-608a22a19630' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/27ec0a08-1fc0-4b82-af26-608a22a19630,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,15-Aug-2023,location.href = '/disclosure/Inspection/Details/043ac8d8-35f6-4123-894b-c5af3445c9de' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/043ac8d8-35f6-4123-894b-c5af3445c9de,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,05-Jan-2023,location.href = '/disclosure/Inspection/Details/9156fd48-7c2d-4106-b58e-b4e7fc175cc4' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/9156fd48-7c2d-4106-b58e-b4e7fc175cc4,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,26-Oct-2022,location.href = '/disclosure/Inspection/Details/58f2c215-7a91-47b3-adf7-713e1cbff27f' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/58f2c215-7a91-47b3-adf7-713e1cbff27f,https://disclosure55.wechu.org/disclosure/Facility/Details/be4693f9-a5b2-47f8-87cf-7fe18390b811
Required,28-Dec-2023,location.href = '/disclosure/Inspection/Details/70448b43-9ac5-4582-850f-dbb0464ef99b' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/70448b43-9ac5-4582-850f-dbb0464ef99b,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Re-Inspection,04-Oct-2023,location.href = '/disclosure/Inspection/Details/4e2a7c4c-e0c2-41e2-8e1b-bcb541b17ebe' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4e2a7c4c-e0c2-41e2-8e1b-bcb541b17ebe,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Re-Inspection,21-Sep-2023,location.href = '/disclosure/Inspection/Details/4815c04f-329c-476a-a799-5ed15d79d8aa' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4815c04f-329c-476a-a799-5ed15d79d8aa,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Required,31-Aug-2023,location.href = '/disclosure/Inspection/Details/32e01550-6e23-4133-b071-40c101c043eb' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/32e01550-6e23-4133-b071-40c101c043eb,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Re-Inspection,01-Jun-2023,location.href = '/disclosure/Inspection/Details/ebbaaae9-9193-4ff3-93d0-c6b96e6928a6' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/ebbaaae9-9193-4ff3-93d0-c6b96e6928a6,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Re-Inspection,01-May-2023,location.href = '/disclosure/Inspection/Details/4246b6f3-9bf9-4158-a107-884e9f54c6de' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/4246b6f3-9bf9-4158-a107-884e9f54c6de,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Re-Inspection,28-Apr-2023,location.href = '/disclosure/Inspection/Details/8c4de261-cbb4-4d68-87ec-053bc5b8b73e' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/8c4de261-cbb4-4d68-87ec-053bc5b8b73e,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Required,26-Apr-2023,location.href = '/disclosure/Inspection/Details/d402ac64-f183-46c2-9fe4-71f1c3a4a7db' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d402ac64-f183-46c2-9fe4-71f1c3a4a7db,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Required,12-Dec-2022,location.href = '/disclosure/Inspection/Details/7c7f0932-42a0-47a7-9d39-8741ffc14ab0' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/7c7f0932-42a0-47a7-9d39-8741ffc14ab0,https://disclosure55.wechu.org/disclosure/Facility/Details/44275e3a-902d-4a49-a69e-84276676d998
Required,17-Nov-2023,location.href = '/disclosure/Inspection/Details/195a15cf-5026-4d9d-9ffb-f014493a7a0a' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/195a15cf-5026-4d9d-9ffb-f014493a7a0a,https://disclosure55.wechu.org/disclosure/Facility/Details/43523989-d389-41a5-9e01-f67f8eb7f094
Re-Inspection,12-Jul-2023,location.href = '/disclosure/Inspection/Details/91d89bb7-19dc-4da6-a8ca-6827726bf249' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/91d89bb7-19dc-4da6-a8ca-6827726bf249,https://disclosure55.wechu.org/disclosure/Facility/Details/43523989-d389-41a5-9e01-f67f8eb7f094
Required,29-Jun-2023,location.href = '/disclosure/Inspection/Details/bfd9173c-e00e-4350-87ac-177a576895dc' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/bfd9173c-e00e-4350-87ac-177a576895dc,https://disclosure55.wechu.org/disclosure/Facility/Details/43523989-d389-41a5-9e01-f67f8eb7f094
Re-Inspection,01-Nov-2022,location.href = '/disclosure/Inspection/Details/d1c92ee4-02ed-4dae-9a9a-db25e30fb101' ,https://disclosure55.wechu.org/disclosure/Inspection/Details/d1c92ee4-02ed-4dae-9a9a-db25e30fb101,https://disclosure55.wechu.org/disclosure/Facility/Details/43523989-d389-41a5-9e01-f67f8eb7f094
