Inspection Date,Inspection Type,url_inspection,url_inspection_full,url_entity_full
04/18/2023,Required,location.href = '/Portal/Inspection/Details/196f0e66-7241-41da-a297-940279433895' ,https://healthinspect.ca/Portal/Inspection/Details/196f0e66-7241-41da-a297-940279433895,https://healthinspect.ca/Portal/Facility/Details/cc1b43c0-447f-40e6-a058-d5cd81bbf7f0
04/13/2023,Required,location.href = '/Portal/Inspection/Details/dbdcd21e-daed-4885-9ffc-869a0b6763c8' ,https://healthinspect.ca/Portal/Inspection/Details/dbdcd21e-daed-4885-9ffc-869a0b6763c8,https://healthinspect.ca/Portal/Facility/Details/cc1b43c0-447f-40e6-a058-d5cd81bbf7f0
04/13/2023,Required,location.href = '/Portal/Inspection/Details/84a3d2b5-35d6-4d73-ae6e-a79eb0807b93' ,https://healthinspect.ca/Portal/Inspection/Details/84a3d2b5-35d6-4d73-ae6e-a79eb0807b93,https://healthinspect.ca/Portal/Facility/Details/4b095ab9-d2c0-420b-ab52-c7875a01ef78
04/13/2023,Required,location.href = '/Portal/Inspection/Details/a8fe7550-39ad-42bf-aeef-6c991f16b02a' ,https://healthinspect.ca/Portal/Inspection/Details/a8fe7550-39ad-42bf-aeef-6c991f16b02a,https://healthinspect.ca/Portal/Facility/Details/f33b3286-93a6-4588-a3f7-feaa3b5b428e
06/26/2023,Required,location.href = '/Portal/Inspection/Details/f72cd596-d4fc-41c6-95ac-5969c4538138' ,https://healthinspect.ca/Portal/Inspection/Details/f72cd596-d4fc-41c6-95ac-5969c4538138,https://healthinspect.ca/Portal/Facility/Details/757cd402-b1e2-4046-8ce2-90e29b699ee6
10/16/2023,Required,location.href = '/Portal/Inspection/Details/d8064c82-cd2d-41fb-adbc-0e949198d061' ,https://healthinspect.ca/Portal/Inspection/Details/d8064c82-cd2d-41fb-adbc-0e949198d061,https://healthinspect.ca/Portal/Facility/Details/c2298b44-4b62-4cc6-85e9-7f9fbdcf2f6d
06/29/2023,Required,location.href = '/Portal/Inspection/Details/c5e39e64-a36d-47ac-9c01-990ded7b2da2' ,https://healthinspect.ca/Portal/Inspection/Details/c5e39e64-a36d-47ac-9c01-990ded7b2da2,https://healthinspect.ca/Portal/Facility/Details/c2298b44-4b62-4cc6-85e9-7f9fbdcf2f6d
05/31/2022,Required,location.href = '/Portal/Inspection/Details/bdc15fcb-89d8-44a4-880b-187ff8de3812' ,https://healthinspect.ca/Portal/Inspection/Details/bdc15fcb-89d8-44a4-880b-187ff8de3812,https://healthinspect.ca/Portal/Facility/Details/c2298b44-4b62-4cc6-85e9-7f9fbdcf2f6d
08/11/2023,Required,location.href = '/Portal/Inspection/Details/e554ac25-c76a-40f3-81f6-07b8f44b09c2' ,https://healthinspect.ca/Portal/Inspection/Details/e554ac25-c76a-40f3-81f6-07b8f44b09c2,https://healthinspect.ca/Portal/Facility/Details/9de0f953-c2d7-4858-a085-18cbb947719a
10/03/2022,Required,location.href = '/Portal/Inspection/Details/a6ee2b62-1bc7-4519-a6f1-e4ffee8a76a8' ,https://healthinspect.ca/Portal/Inspection/Details/a6ee2b62-1bc7-4519-a6f1-e4ffee8a76a8,https://healthinspect.ca/Portal/Facility/Details/9de0f953-c2d7-4858-a085-18cbb947719a
05/10/2023,Required,location.href = '/Portal/Inspection/Details/965524dc-20e5-4b23-99b2-ea3118bb385e' ,https://healthinspect.ca/Portal/Inspection/Details/965524dc-20e5-4b23-99b2-ea3118bb385e,https://healthinspect.ca/Portal/Facility/Details/49478d36-bda7-4ab1-ac68-b75ce61070bf
08/25/2022,Required,location.href = '/Portal/Inspection/Details/3b16abd9-1a60-47b0-96e0-88c708e802ef' ,https://healthinspect.ca/Portal/Inspection/Details/3b16abd9-1a60-47b0-96e0-88c708e802ef,https://healthinspect.ca/Portal/Facility/Details/49478d36-bda7-4ab1-ac68-b75ce61070bf
05/10/2023,Required,location.href = '/Portal/Inspection/Details/586f1dbd-3b16-4cf1-9d95-0b98b8d835ce' ,https://healthinspect.ca/Portal/Inspection/Details/586f1dbd-3b16-4cf1-9d95-0b98b8d835ce,https://healthinspect.ca/Portal/Facility/Details/5e0670c3-adbb-46a8-9703-ef3c560519f6
08/25/2022,Required,location.href = '/Portal/Inspection/Details/b28afdac-4137-4caf-b915-7c0351a117a8' ,https://healthinspect.ca/Portal/Inspection/Details/b28afdac-4137-4caf-b915-7c0351a117a8,https://healthinspect.ca/Portal/Facility/Details/5e0670c3-adbb-46a8-9703-ef3c560519f6
10/24/2023,Required,location.href = '/Portal/Inspection/Details/c6833f46-d23c-4908-901b-be9694dc6869' ,https://healthinspect.ca/Portal/Inspection/Details/c6833f46-d23c-4908-901b-be9694dc6869,https://healthinspect.ca/Portal/Facility/Details/4c5e6df3-e445-4060-a20d-9773a190c77b
04/07/2022,Required,location.href = '/Portal/Inspection/Details/9885e5ac-945c-4371-b9ff-506ba1dcc17e' ,https://healthinspect.ca/Portal/Inspection/Details/9885e5ac-945c-4371-b9ff-506ba1dcc17e,https://healthinspect.ca/Portal/Facility/Details/4c5e6df3-e445-4060-a20d-9773a190c77b
06/22/2022,Required,location.href = '/Portal/Inspection/Details/6cfe0a33-665b-4ebb-823c-1d3d9920dcc7' ,https://healthinspect.ca/Portal/Inspection/Details/6cfe0a33-665b-4ebb-823c-1d3d9920dcc7,https://healthinspect.ca/Portal/Facility/Details/8d9deeb7-d390-4f06-94d2-8ecaddae6771
06/20/2023,Required,location.href = '/Portal/Inspection/Details/1db97fae-396b-42e6-bae7-ccd3bd311945' ,https://healthinspect.ca/Portal/Inspection/Details/1db97fae-396b-42e6-bae7-ccd3bd311945,https://healthinspect.ca/Portal/Facility/Details/17605e65-7345-4f07-8a1f-89be2a27442c
12/07/2022,Required,location.href = '/Portal/Inspection/Details/2338a32d-c7ba-4ab3-b1c6-751cbfc0999a' ,https://healthinspect.ca/Portal/Inspection/Details/2338a32d-c7ba-4ab3-b1c6-751cbfc0999a,https://healthinspect.ca/Portal/Facility/Details/17605e65-7345-4f07-8a1f-89be2a27442c
06/09/2022,Required,location.href = '/Portal/Inspection/Details/5a9fc583-76ea-4f8f-9b5c-575f0626955b' ,https://healthinspect.ca/Portal/Inspection/Details/5a9fc583-76ea-4f8f-9b5c-575f0626955b,https://healthinspect.ca/Portal/Facility/Details/17605e65-7345-4f07-8a1f-89be2a27442c
06/21/2023,Follow-up,location.href = '/Portal/Inspection/Details/af584609-949a-4166-a2cc-e0c693f03de1' ,https://healthinspect.ca/Portal/Inspection/Details/af584609-949a-4166-a2cc-e0c693f03de1,https://healthinspect.ca/Portal/Facility/Details/be8e9951-166c-48df-821e-ae7c8a1e97fd
06/07/2023,Required,location.href = '/Portal/Inspection/Details/155de1ea-118f-4fc5-b730-5ef32fcd3a97' ,https://healthinspect.ca/Portal/Inspection/Details/155de1ea-118f-4fc5-b730-5ef32fcd3a97,https://healthinspect.ca/Portal/Facility/Details/be8e9951-166c-48df-821e-ae7c8a1e97fd
11/01/2023,Required,location.href = '/Portal/Inspection/Details/c4c5a92d-4787-4899-9f5c-dadfc569d03a' ,https://healthinspect.ca/Portal/Inspection/Details/c4c5a92d-4787-4899-9f5c-dadfc569d03a,https://healthinspect.ca/Portal/Facility/Details/64e18413-c8d2-4387-9e80-48b9680aed53
10/12/2022,Follow-up,location.href = '/Portal/Inspection/Details/3cc8c112-9cf3-450e-b94f-72cbf6aa2dc9' ,https://healthinspect.ca/Portal/Inspection/Details/3cc8c112-9cf3-450e-b94f-72cbf6aa2dc9,https://healthinspect.ca/Portal/Facility/Details/64e18413-c8d2-4387-9e80-48b9680aed53
10/06/2022,Required,location.href = '/Portal/Inspection/Details/b1af4229-8f29-47aa-b05e-447c64e8950f' ,https://healthinspect.ca/Portal/Inspection/Details/b1af4229-8f29-47aa-b05e-447c64e8950f,https://healthinspect.ca/Portal/Facility/Details/64e18413-c8d2-4387-9e80-48b9680aed53
06/24/2022,Follow-up,location.href = '/Portal/Inspection/Details/16669d68-69db-4f0c-8d3e-75d34659b2d9' ,https://healthinspect.ca/Portal/Inspection/Details/16669d68-69db-4f0c-8d3e-75d34659b2d9,https://healthinspect.ca/Portal/Facility/Details/6db65541-a2b8-4466-8e3d-7bef34b6bf58
06/22/2022,Required,location.href = '/Portal/Inspection/Details/0ba4b386-48f9-402e-bbd6-052c48569fca' ,https://healthinspect.ca/Portal/Inspection/Details/0ba4b386-48f9-402e-bbd6-052c48569fca,https://healthinspect.ca/Portal/Facility/Details/6db65541-a2b8-4466-8e3d-7bef34b6bf58
10/19/2023,Required,location.href = '/Portal/Inspection/Details/3d3295da-232a-4554-88cd-b2f38951bb07' ,https://healthinspect.ca/Portal/Inspection/Details/3d3295da-232a-4554-88cd-b2f38951bb07,https://healthinspect.ca/Portal/Facility/Details/d946794b-c2e2-40f3-8fb8-ee1d765a9f9f
11/15/2022,Required,location.href = '/Portal/Inspection/Details/c19dcce6-52b6-416e-99d7-e85c577e4dc2' ,https://healthinspect.ca/Portal/Inspection/Details/c19dcce6-52b6-416e-99d7-e85c577e4dc2,https://healthinspect.ca/Portal/Facility/Details/d946794b-c2e2-40f3-8fb8-ee1d765a9f9f
10/25/2023,Required,location.href = '/Portal/Inspection/Details/b8653c83-6687-4cf8-b8dd-5060188a2ba0' ,https://healthinspect.ca/Portal/Inspection/Details/b8653c83-6687-4cf8-b8dd-5060188a2ba0,https://healthinspect.ca/Portal/Facility/Details/8be85828-71a0-4771-a805-b92048bb5fed
05/02/2023,Required,location.href = '/Portal/Inspection/Details/495715b7-8f2c-4701-8fc9-eb8f7225af48' ,https://healthinspect.ca/Portal/Inspection/Details/495715b7-8f2c-4701-8fc9-eb8f7225af48,https://healthinspect.ca/Portal/Facility/Details/8be85828-71a0-4771-a805-b92048bb5fed
10/12/2022,Required,location.href = '/Portal/Inspection/Details/8c90035b-4735-43cd-b9d4-847bbdd85910' ,https://healthinspect.ca/Portal/Inspection/Details/8c90035b-4735-43cd-b9d4-847bbdd85910,https://healthinspect.ca/Portal/Facility/Details/8be85828-71a0-4771-a805-b92048bb5fed
05/16/2022,Required,location.href = '/Portal/Inspection/Details/3b37f467-e0c7-4928-9e94-16e0651155f5' ,https://healthinspect.ca/Portal/Inspection/Details/3b37f467-e0c7-4928-9e94-16e0651155f5,https://healthinspect.ca/Portal/Facility/Details/8be85828-71a0-4771-a805-b92048bb5fed
03/08/2023,Required,location.href = '/Portal/Inspection/Details/1ee0e844-dcf6-4428-8ffe-8d7435be642e' ,https://healthinspect.ca/Portal/Inspection/Details/1ee0e844-dcf6-4428-8ffe-8d7435be642e,https://healthinspect.ca/Portal/Facility/Details/cfebb7e2-7c6b-4220-a1be-a285d9d4d3fe
05/04/2022,Required,location.href = '/Portal/Inspection/Details/9e898fb1-a30c-41a0-8f0a-4d0f538d7568' ,https://healthinspect.ca/Portal/Inspection/Details/9e898fb1-a30c-41a0-8f0a-4d0f538d7568,https://healthinspect.ca/Portal/Facility/Details/cfebb7e2-7c6b-4220-a1be-a285d9d4d3fe
03/01/2023,Required,location.href = '/Portal/Inspection/Details/3871e903-0de6-4e53-90a3-95522fecfacc' ,https://healthinspect.ca/Portal/Inspection/Details/3871e903-0de6-4e53-90a3-95522fecfacc,https://healthinspect.ca/Portal/Facility/Details/ecd2bc51-d749-4ab8-8ecd-8b1e849ab9f1
04/01/2022,Required,location.href = '/Portal/Inspection/Details/b8168362-66e6-49ef-9d4d-b7055c3ac14a' ,https://healthinspect.ca/Portal/Inspection/Details/b8168362-66e6-49ef-9d4d-b7055c3ac14a,https://healthinspect.ca/Portal/Facility/Details/ecd2bc51-d749-4ab8-8ecd-8b1e849ab9f1
02/08/2023,Required,location.href = '/Portal/Inspection/Details/50ef0a97-a4a1-4981-bcf3-cf3fa97413eb' ,https://healthinspect.ca/Portal/Inspection/Details/50ef0a97-a4a1-4981-bcf3-cf3fa97413eb,https://healthinspect.ca/Portal/Facility/Details/6b6c72df-0c3c-4d9c-9605-6d8f07c340c4
02/17/2023,Required,location.href = '/Portal/Inspection/Details/33fbc4e8-aab8-4fa2-b280-23eb931afccb' ,https://healthinspect.ca/Portal/Inspection/Details/33fbc4e8-aab8-4fa2-b280-23eb931afccb,https://healthinspect.ca/Portal/Facility/Details/7bb64f6a-f2e1-4949-9fa3-51c7bfc552b0
06/27/2022,Required,location.href = '/Portal/Inspection/Details/84c115ee-0fdb-4f80-8c75-88cb0606cba7' ,https://healthinspect.ca/Portal/Inspection/Details/84c115ee-0fdb-4f80-8c75-88cb0606cba7,https://healthinspect.ca/Portal/Facility/Details/7bb64f6a-f2e1-4949-9fa3-51c7bfc552b0
04/27/2022,Required,location.href = '/Portal/Inspection/Details/d3703cb0-5175-4cfa-a2aa-bd2c3216f39e' ,https://healthinspect.ca/Portal/Inspection/Details/d3703cb0-5175-4cfa-a2aa-bd2c3216f39e,https://healthinspect.ca/Portal/Facility/Details/cbbf4070-977e-4222-bc3e-e496b5921636
06/20/2023,Required,location.href = '/Portal/Inspection/Details/7bd6fad6-ac1a-4b07-b680-de708bbec225' ,https://healthinspect.ca/Portal/Inspection/Details/7bd6fad6-ac1a-4b07-b680-de708bbec225,https://healthinspect.ca/Portal/Facility/Details/b5da4ff5-a748-4f20-a654-2af2401987f5
12/13/2022,Required,location.href = '/Portal/Inspection/Details/af1686e4-6122-4eb9-8bd0-42b1b0438cea' ,https://healthinspect.ca/Portal/Inspection/Details/af1686e4-6122-4eb9-8bd0-42b1b0438cea,https://healthinspect.ca/Portal/Facility/Details/b5da4ff5-a748-4f20-a654-2af2401987f5
06/27/2022,Required,location.href = '/Portal/Inspection/Details/5cbd8ce5-2847-4811-8ec8-25c1ebf95b5f' ,https://healthinspect.ca/Portal/Inspection/Details/5cbd8ce5-2847-4811-8ec8-25c1ebf95b5f,https://healthinspect.ca/Portal/Facility/Details/b5da4ff5-a748-4f20-a654-2af2401987f5
07/13/2023,Required,location.href = '/Portal/Inspection/Details/d2c95b16-c7f0-463a-bb36-15f4c9799611' ,https://healthinspect.ca/Portal/Inspection/Details/d2c95b16-c7f0-463a-bb36-15f4c9799611,https://healthinspect.ca/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a
04/25/2023,Required,location.href = '/Portal/Inspection/Details/e1f654d7-e0da-4406-b47d-7dc93be379c9' ,https://healthinspect.ca/Portal/Inspection/Details/e1f654d7-e0da-4406-b47d-7dc93be379c9,https://healthinspect.ca/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a
12/16/2022,Required,location.href = '/Portal/Inspection/Details/2d2fe967-1e28-470b-96d5-187533a8b182' ,https://healthinspect.ca/Portal/Inspection/Details/2d2fe967-1e28-470b-96d5-187533a8b182,https://healthinspect.ca/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a
07/21/2022,Required,location.href = '/Portal/Inspection/Details/65ec6189-49cf-4d14-9e98-60f2421428c1' ,https://healthinspect.ca/Portal/Inspection/Details/65ec6189-49cf-4d14-9e98-60f2421428c1,https://healthinspect.ca/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a
02/15/2022,Required,location.href = '/Portal/Inspection/Details/aa49ff57-e300-40d1-becd-a43e4914556c' ,https://healthinspect.ca/Portal/Inspection/Details/aa49ff57-e300-40d1-becd-a43e4914556c,https://healthinspect.ca/Portal/Facility/Details/4082eb52-d914-4506-adef-b2799547e33a
08/12/2023,Required,location.href = '/Portal/Inspection/Details/0edadbdd-f8c2-4978-aff8-3fdb8a1e4a2e' ,https://healthinspect.ca/Portal/Inspection/Details/0edadbdd-f8c2-4978-aff8-3fdb8a1e4a2e,https://healthinspect.ca/Portal/Facility/Details/5b99c005-9403-4e62-bf97-3d6ce4d3b06d
04/26/2023,Required,location.href = '/Portal/Inspection/Details/0d6c431a-451c-48b5-bfe1-9e5cd1053741' ,https://healthinspect.ca/Portal/Inspection/Details/0d6c431a-451c-48b5-bfe1-9e5cd1053741,https://healthinspect.ca/Portal/Facility/Details/5b99c005-9403-4e62-bf97-3d6ce4d3b06d
12/20/2022,Required,location.href = '/Portal/Inspection/Details/896b74a7-e60c-42d0-8935-68af0b9ab27a' ,https://healthinspect.ca/Portal/Inspection/Details/896b74a7-e60c-42d0-8935-68af0b9ab27a,https://healthinspect.ca/Portal/Facility/Details/5b99c005-9403-4e62-bf97-3d6ce4d3b06d
08/30/2022,Required,location.href = '/Portal/Inspection/Details/a7e27b1d-cc60-4a6e-a752-14ddf01c66d7' ,https://healthinspect.ca/Portal/Inspection/Details/a7e27b1d-cc60-4a6e-a752-14ddf01c66d7,https://healthinspect.ca/Portal/Facility/Details/5b99c005-9403-4e62-bf97-3d6ce4d3b06d
01/31/2023,Required,location.href = '/Portal/Inspection/Details/6c27c6da-5417-429c-8875-eba6db72a0d3' ,https://healthinspect.ca/Portal/Inspection/Details/6c27c6da-5417-429c-8875-eba6db72a0d3,https://healthinspect.ca/Portal/Facility/Details/d992bc84-b55a-4d9f-aa22-dbba0e7a0760
01/31/2023,Required,location.href = '/Portal/Inspection/Details/321fc121-a525-435d-8ccc-f798937c936f' ,https://healthinspect.ca/Portal/Inspection/Details/321fc121-a525-435d-8ccc-f798937c936f,https://healthinspect.ca/Portal/Facility/Details/d4bef701-8ffc-4767-a21a-082c91a18af5
05/02/2023,Required,location.href = '/Portal/Inspection/Details/efa536a0-1b07-4cac-bc41-becbc75a0862' ,https://healthinspect.ca/Portal/Inspection/Details/efa536a0-1b07-4cac-bc41-becbc75a0862,https://healthinspect.ca/Portal/Facility/Details/2165f11f-42cd-4f8a-9467-a405734ebd83
05/02/2023,Required,location.href = '/Portal/Inspection/Details/013e5927-7824-4647-83a0-86f25108e215' ,https://healthinspect.ca/Portal/Inspection/Details/013e5927-7824-4647-83a0-86f25108e215,https://healthinspect.ca/Portal/Facility/Details/6a7c7de4-6213-4bc7-837c-f7018813be36
06/09/2023,Required,location.href = '/Portal/Inspection/Details/2d98bd53-72c3-4a0a-876e-cb24b60a6eaf' ,https://healthinspect.ca/Portal/Inspection/Details/2d98bd53-72c3-4a0a-876e-cb24b60a6eaf,https://healthinspect.ca/Portal/Facility/Details/3a0900fe-0bd4-48d5-a1e6-411465d53794
11/08/2022,Required,location.href = '/Portal/Inspection/Details/008228d4-906b-47b3-8528-aa82eb1bc80e' ,https://healthinspect.ca/Portal/Inspection/Details/008228d4-906b-47b3-8528-aa82eb1bc80e,https://healthinspect.ca/Portal/Facility/Details/3a0900fe-0bd4-48d5-a1e6-411465d53794
08/03/2023,Required,location.href = '/Portal/Inspection/Details/02998489-3523-4a23-b50d-e852eb57bf54' ,https://healthinspect.ca/Portal/Inspection/Details/02998489-3523-4a23-b50d-e852eb57bf54,https://healthinspect.ca/Portal/Facility/Details/63919f9f-5dfc-497e-80ea-abc0ea4eeebd
03/23/2023,Required,location.href = '/Portal/Inspection/Details/60139ee1-899d-4ae2-9a59-8d5f9d333f4a' ,https://healthinspect.ca/Portal/Inspection/Details/60139ee1-899d-4ae2-9a59-8d5f9d333f4a,https://healthinspect.ca/Portal/Facility/Details/63919f9f-5dfc-497e-80ea-abc0ea4eeebd
09/20/2023,Required,location.href = '/Portal/Inspection/Details/270a805b-4ec8-4171-8f27-18f9cfffe5d4' ,https://healthinspect.ca/Portal/Inspection/Details/270a805b-4ec8-4171-8f27-18f9cfffe5d4,https://healthinspect.ca/Portal/Facility/Details/7edfef1a-1104-4491-87ff-a640543d0ff8
05/08/2023,Required,location.href = '/Portal/Inspection/Details/07cab9b7-ff59-43ef-b89a-f074e6685e35' ,https://healthinspect.ca/Portal/Inspection/Details/07cab9b7-ff59-43ef-b89a-f074e6685e35,https://healthinspect.ca/Portal/Facility/Details/7edfef1a-1104-4491-87ff-a640543d0ff8
03/01/2023,Required,location.href = '/Portal/Inspection/Details/a3521171-9b23-4810-8e53-e0157ee1adfa' ,https://healthinspect.ca/Portal/Inspection/Details/a3521171-9b23-4810-8e53-e0157ee1adfa,https://healthinspect.ca/Portal/Facility/Details/46d22f30-716d-4d39-ae53-2a2b203804ba
03/10/2022,Required,location.href = '/Portal/Inspection/Details/904c9bb2-fac4-4337-8b7c-71ae347f8d7a' ,https://healthinspect.ca/Portal/Inspection/Details/904c9bb2-fac4-4337-8b7c-71ae347f8d7a,https://healthinspect.ca/Portal/Facility/Details/46d22f30-716d-4d39-ae53-2a2b203804ba
04/20/2023,Required,location.href = '/Portal/Inspection/Details/b4990e70-9645-4922-8882-2ded87be713e' ,https://healthinspect.ca/Portal/Inspection/Details/b4990e70-9645-4922-8882-2ded87be713e,https://healthinspect.ca/Portal/Facility/Details/48aa74ef-36fc-4fe5-9028-83727c930f6e
04/20/2023,Required,location.href = '/Portal/Inspection/Details/596c5ce1-e267-421b-bf31-b16124bc796d' ,https://healthinspect.ca/Portal/Inspection/Details/596c5ce1-e267-421b-bf31-b16124bc796d,https://healthinspect.ca/Portal/Facility/Details/ec64a2a6-bbfb-440f-9720-3df264257d11
06/28/2023,Required,location.href = '/Portal/Inspection/Details/1fa19d4d-2c5e-4ecd-a904-927ff25a4904' ,https://healthinspect.ca/Portal/Inspection/Details/1fa19d4d-2c5e-4ecd-a904-927ff25a4904,https://healthinspect.ca/Portal/Facility/Details/cf2564aa-d7cf-4043-a5b1-0b634593361b
08/16/2022,Required,location.href = '/Portal/Inspection/Details/65138628-a0cb-46e7-99d7-4223d0d1a4ad' ,https://healthinspect.ca/Portal/Inspection/Details/65138628-a0cb-46e7-99d7-4223d0d1a4ad,https://healthinspect.ca/Portal/Facility/Details/cf2564aa-d7cf-4043-a5b1-0b634593361b
07/25/2023,Required,location.href = '/Portal/Inspection/Details/389007e0-7079-4b99-b9e8-8ab51cf348a8' ,https://healthinspect.ca/Portal/Inspection/Details/389007e0-7079-4b99-b9e8-8ab51cf348a8,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
04/27/2023,Required,location.href = '/Portal/Inspection/Details/fe0f288c-c4fb-4dde-97a6-56e488ecca2c' ,https://healthinspect.ca/Portal/Inspection/Details/fe0f288c-c4fb-4dde-97a6-56e488ecca2c,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
12/22/2022,Follow-up,location.href = '/Portal/Inspection/Details/92f25438-aa05-442b-8426-ef8fc2119419' ,https://healthinspect.ca/Portal/Inspection/Details/92f25438-aa05-442b-8426-ef8fc2119419,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
12/22/2022,Required,location.href = '/Portal/Inspection/Details/f004e0a1-7040-4578-a3af-7dcd6825efec' ,https://healthinspect.ca/Portal/Inspection/Details/f004e0a1-7040-4578-a3af-7dcd6825efec,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
08/24/2022,Required,location.href = '/Portal/Inspection/Details/58488620-d450-48f5-8704-de2ca97e41df' ,https://healthinspect.ca/Portal/Inspection/Details/58488620-d450-48f5-8704-de2ca97e41df,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
03/09/2022,Required,location.href = '/Portal/Inspection/Details/9f3c3f8c-aa3a-4563-8510-6309f1702069' ,https://healthinspect.ca/Portal/Inspection/Details/9f3c3f8c-aa3a-4563-8510-6309f1702069,https://healthinspect.ca/Portal/Facility/Details/2445ef1d-2a71-4d7d-a3ff-59ba4319bc73
07/24/2023,Required,location.href = '/Portal/Inspection/Details/be22ab9e-e40e-4f92-99d5-e7c2b728ae41' ,https://healthinspect.ca/Portal/Inspection/Details/be22ab9e-e40e-4f92-99d5-e7c2b728ae41,https://healthinspect.ca/Portal/Facility/Details/cd409a1b-0b47-4ad2-a17e-0279dc7f8532
02/28/2023,Required,location.href = '/Portal/Inspection/Details/e13fe8ee-3a60-4c28-a4f7-8b3dc17555ac' ,https://healthinspect.ca/Portal/Inspection/Details/e13fe8ee-3a60-4c28-a4f7-8b3dc17555ac,https://healthinspect.ca/Portal/Facility/Details/cd409a1b-0b47-4ad2-a17e-0279dc7f8532
09/19/2022,Required,location.href = '/Portal/Inspection/Details/0755524b-c725-443d-a489-d9476cbd5472' ,https://healthinspect.ca/Portal/Inspection/Details/0755524b-c725-443d-a489-d9476cbd5472,https://healthinspect.ca/Portal/Facility/Details/cd409a1b-0b47-4ad2-a17e-0279dc7f8532
03/22/2022,Required,location.href = '/Portal/Inspection/Details/74e70aab-8455-456a-a57f-a067c3c71a30' ,https://healthinspect.ca/Portal/Inspection/Details/74e70aab-8455-456a-a57f-a067c3c71a30,https://healthinspect.ca/Portal/Facility/Details/cd409a1b-0b47-4ad2-a17e-0279dc7f8532
08/16/2023,Required,location.href = '/Portal/Inspection/Details/4fc7941e-04ec-4c59-888c-6f2d2ef6ce61' ,https://healthinspect.ca/Portal/Inspection/Details/4fc7941e-04ec-4c59-888c-6f2d2ef6ce61,https://healthinspect.ca/Portal/Facility/Details/f2fa6526-11b7-4fe6-b63b-b006c0b3ad4f
03/15/2023,Required,location.href = '/Portal/Inspection/Details/64f484ec-dbcb-4a78-8701-397772ead97e' ,https://healthinspect.ca/Portal/Inspection/Details/64f484ec-dbcb-4a78-8701-397772ead97e,https://healthinspect.ca/Portal/Facility/Details/f2fa6526-11b7-4fe6-b63b-b006c0b3ad4f
06/08/2022,Required,location.href = '/Portal/Inspection/Details/bbb05106-2c31-47f7-bf56-4a10dcf3c0bb' ,https://healthinspect.ca/Portal/Inspection/Details/bbb05106-2c31-47f7-bf56-4a10dcf3c0bb,https://healthinspect.ca/Portal/Facility/Details/f2fa6526-11b7-4fe6-b63b-b006c0b3ad4f
03/28/2023,Required,location.href = '/Portal/Inspection/Details/438f7da1-50de-4a2f-8bcb-67ae366f3e4f' ,https://healthinspect.ca/Portal/Inspection/Details/438f7da1-50de-4a2f-8bcb-67ae366f3e4f,https://healthinspect.ca/Portal/Facility/Details/aa4f093f-a4c8-48ba-9b00-86c915470b03
06/08/2023,Required,location.href = '/Portal/Inspection/Details/4269cea5-7dd6-48bb-b7b4-4ce37f02668a' ,https://healthinspect.ca/Portal/Inspection/Details/4269cea5-7dd6-48bb-b7b4-4ce37f02668a,https://healthinspect.ca/Portal/Facility/Details/0b8c2edd-88be-4923-b244-2426bd4d69b7
09/01/2022,Follow-up,location.href = '/Portal/Inspection/Details/a6e5bf70-509c-425f-a49c-6febd274e558' ,https://healthinspect.ca/Portal/Inspection/Details/a6e5bf70-509c-425f-a49c-6febd274e558,https://healthinspect.ca/Portal/Facility/Details/0b8c2edd-88be-4923-b244-2426bd4d69b7
08/30/2022,Required,location.href = '/Portal/Inspection/Details/f3e71e64-ac10-4bc4-8bbd-50b7d00c222d' ,https://healthinspect.ca/Portal/Inspection/Details/f3e71e64-ac10-4bc4-8bbd-50b7d00c222d,https://healthinspect.ca/Portal/Facility/Details/0b8c2edd-88be-4923-b244-2426bd4d69b7
05/04/2022,Required,location.href = '/Portal/Inspection/Details/cf9ecbb0-be32-457f-9b23-a7a9f52fd065' ,https://healthinspect.ca/Portal/Inspection/Details/cf9ecbb0-be32-457f-9b23-a7a9f52fd065,https://healthinspect.ca/Portal/Facility/Details/0b8c2edd-88be-4923-b244-2426bd4d69b7
10/06/2023,Required,location.href = '/Portal/Inspection/Details/e416a386-9d7f-4a58-af09-0446a8bac4f5' ,https://healthinspect.ca/Portal/Inspection/Details/e416a386-9d7f-4a58-af09-0446a8bac4f5,https://healthinspect.ca/Portal/Facility/Details/ebe63c94-cf7c-4692-bf6c-0ba242bd233c
