Facility Name,Site Address,Last Inspection Date,url_entity_partial,category,Facility Type,url_entity_full
East Oxford Central School - Before & After School Program,505767 Old Stage Rd  Woodstock ON N4S 7V8,05/02/2023,location.href = '/Portal/Facility/Details/ac2c97c0-1fff-4e6c-8dce-20bf3ec60222' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ac2c97c0-1fff-4e6c-8dce-20bf3ec60222
East Oxford Central School - Hot Lunch Program,505767 Old Stage Rd  Woodstock ON,05/02/2023,location.href = '/Portal/Facility/Details/98f86969-7d64-447a-b9c2-756d26e436e7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/98f86969-7d64-447a-b9c2-756d26e436e7
East Oxford Central School - Milk Program,505767 Old Stage Rd  Woodstock ON N4S 7V8,05/02/2023,location.href = '/Portal/Facility/Details/557aa98f-8f8d-435a-bb35-a13ebdba4e98' ,Food,,https://healthinspect.ca/Portal/Facility/Details/557aa98f-8f8d-435a-bb35-a13ebdba4e98
East Oxford Public School - Nourishment Program,505767 Old Stage Rd  Norwich ON N4S 7V8,05/02/2023,location.href = '/Portal/Facility/Details/d7fc54a1-bf2f-435b-98b5-8ffcff1b5e51' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d7fc54a1-bf2f-435b-98b5-8ffcff1b5e51
East Side Mario's,555 Norwich Ave  Woodstock ON N4V 1C7,10/30/2023,location.href = '/Portal/Facility/Details/c6333f8e-e698-4bb1-9f80-94cd2c8a05dc' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c6333f8e-e698-4bb1-9f80-94cd2c8a05dc
Eastdale Public School - Before & After School Program,65 Aileen Dr  Woodstock ON N4S 4A2,,location.href = '/Portal/Facility/Details/255f852e-f05f-4c8e-899f-b7df1d6a68e8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/255f852e-f05f-4c8e-899f-b7df1d6a68e8
Eastdale Public School - Milk Program,65 Aileen Dr  Woodstock ON N4S 4A2,,location.href = '/Portal/Facility/Details/2ef21de3-906d-4238-bdbd-552f5ab442a5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/2ef21de3-906d-4238-bdbd-552f5ab442a5
Eastdale Public School - Nourishment Program,65 Aileen Dr  Woodstock ON N4S 4A2,,location.href = '/Portal/Facility/Details/406ecfcb-5b62-4387-a934-666d987c73c0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/406ecfcb-5b62-4387-a934-666d987c73c0
Ecole Ste Marguerite Bourgeoys - Nourishment Program,700 Bristol St  Woodstock ON N4T 0E4,12/20/2022,location.href = '/Portal/Facility/Details/f1f3adcb-e4ef-4f50-8ba9-6f0fb5d92bb6' ,Food,,https://healthinspect.ca/Portal/Facility/Details/f1f3adcb-e4ef-4f50-8ba9-6f0fb5d92bb6
Ecole Ste Marguerite Bourgeoys & Notre Dame - Cafeteria,700 Bristol Rd  Woodstock ON N4T 0E4,04/26/2023,location.href = '/Portal/Facility/Details/30b5bb58-73e0-4c10-b9a9-a8429160789c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/30b5bb58-73e0-4c10-b9a9-a8429160789c
Eden Golf Club,9632 Culloden Rd  Eden ON N0J 1H0,07/18/2023,location.href = '/Portal/Facility/Details/68d344e7-1505-4a16-8e2e-c5b8c9691cdd' ,Food,,https://healthinspect.ca/Portal/Facility/Details/68d344e7-1505-4a16-8e2e-c5b8c9691cdd
Elgin Court Public School - Before & After School Program,254 First Ave  St. Thomas ON N5R 4P8,02/06/2023,location.href = '/Portal/Facility/Details/1c411094-0b43-4c96-9cbc-5c4b59bb2a23' ,Food,,https://healthinspect.ca/Portal/Facility/Details/1c411094-0b43-4c96-9cbc-5c4b59bb2a23
Elgin Court Public School - Nourishment Program,254 First Ave  St. Thomas ON N5R 4P8,02/06/2023,location.href = '/Portal/Facility/Details/6263984f-a93f-4cd2-b93b-0aa896bcb357' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6263984f-a93f-4cd2-b93b-0aa896bcb357
Elgin Feeds Ltd - Country Store,26 Beech St W  Aylmer ON N5H 1A1,,location.href = '/Portal/Facility/Details/aa786904-2f73-4571-b04c-55c3f3e1b05b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aa786904-2f73-4571-b04c-55c3f3e1b05b
Elgin Harvest/Ceci's,400 Sunset Drive  St. Thomas ON N5R 3C7,05/05/2023,location.href = '/Portal/Facility/Details/b00e0ad1-99d1-4699-b536-88a81af8bc55' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b00e0ad1-99d1-4699-b536-88a81af8bc55
Elgin International Club Inc,11558 Kerr Rd West  Lorne ON N0L 2P0,06/29/2023,location.href = '/Portal/Facility/Details/9accfee7-054e-4151-bea8-81df07ea515c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/9accfee7-054e-4151-bea8-81df07ea515c
Elgin Manor - Institutional Food,39262 Fingal Line  St Thomas ON N5P 3S5,07/19/2023,location.href = '/Portal/Facility/Details/d164e819-10b3-4530-8aa6-9599cd8921be' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d164e819-10b3-4530-8aa6-9599cd8921be
Elgin Manor - Tuck Shop,39262 Fingal Line  St. Thomas ON N5P 3S5,,location.href = '/Portal/Facility/Details/04ac0314-4a48-43e9-a505-65e5868226b7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/04ac0314-4a48-43e9-a505-65e5868226b7
Elgin St Thomas SBEC,10 Manitoba St  St Thomas ON N5P 3A2,04/19/2023,location.href = '/Portal/Facility/Details/4822930a-e267-469e-b425-e50123f15da0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4822930a-e267-469e-b425-e50123f15da0
Elgin View Restaurant,6500 Sunset Rd  St Thomas ON N5P 3S8,,location.href = '/Portal/Facility/Details/67d9b388-d5a8-4212-bda3-55643c72fc42' ,Food,,https://healthinspect.ca/Portal/Facility/Details/67d9b388-d5a8-4212-bda3-55643c72fc42
Elgin's Backyard Burger,F-4-417 Wellington  St Thomas ON N5R 2J2,06/13/2023,location.href = '/Portal/Facility/Details/979582d8-2a53-41dd-b270-61a5d0751e07' ,Food,,https://healthinspect.ca/Portal/Facility/Details/979582d8-2a53-41dd-b270-61a5d0751e07
Elmhurst,415 Harris St  Ingersoll ON N5C 3J8,10/19/2023,location.href = '/Portal/Facility/Details/71feae61-0145-4b3b-ae93-85f850a6ca14' ,Food,,https://healthinspect.ca/Portal/Facility/Details/71feae61-0145-4b3b-ae93-85f850a6ca14
Embro Community Centre - Large Hall,355644 35th Line  Embro ON N0J 1J0,03/01/2023,location.href = '/Portal/Facility/Details/40e792b7-2042-4765-b604-d4a393df845e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/40e792b7-2042-4765-b604-d4a393df845e
Embro Community Centre - Planet Paprikash Modern Hungarian Cooking Program,355644 34th Line  Embro ON N0J 1J0,03/10/2023,location.href = '/Portal/Facility/Details/a5b67a32-e075-43a2-ab6f-8a5f60f575ae' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a5b67a32-e075-43a2-ab6f-8a5f60f575ae
Embro Community Centre - Small Hall,355644 35th Line  Embro ON N0J 1J0,03/01/2023,location.href = '/Portal/Facility/Details/e17f3a77-efd2-444f-9d41-6ef3d6b49772' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e17f3a77-efd2-444f-9d41-6ef3d6b49772
Embro Hub,112 Huron St  Embro ON N0J 1J0,11/01/2023,location.href = '/Portal/Facility/Details/80a921f8-d39c-42df-b22c-f8d48f298104' ,Food,,https://healthinspect.ca/Portal/Facility/Details/80a921f8-d39c-42df-b22c-f8d48f298104
Emily Stowe Public School - Milk Program,1 Jerdon Ave  Norwich ON N0J 1P0,03/29/2023,location.href = '/Portal/Facility/Details/e4473160-a7aa-4aeb-b4ff-62a2aab62b57' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e4473160-a7aa-4aeb-b4ff-62a2aab62b57
Emily Stowe Public School - Nourishment Program,1 Jerdon St  Norwich ON N0J 1P0,03/29/2023,location.href = '/Portal/Facility/Details/775c8ef1-b78b-4344-902e-0da0bc11b763' ,Food,,https://healthinspect.ca/Portal/Facility/Details/775c8ef1-b78b-4344-902e-0da0bc11b763
Emily Stowe Public School- Before & After School Program,1 Jerdon St  Norwich ON N0J 1P0,03/29/2023,location.href = '/Portal/Facility/Details/ffcd3179-eb31-46fb-91f2-af39edc7c36e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ffcd3179-eb31-46fb-91f2-af39edc7c36e
Emslie Field Concession Stand,51 Parkside Drive  St. Thomas ON N5R 3V1,,location.href = '/Portal/Facility/Details/02607da7-a516-467a-8ab9-4dd416ab7163' ,Food,,https://healthinspect.ca/Portal/Facility/Details/02607da7-a516-467a-8ab9-4dd416ab7163
Enchanted Eats Cafe,38 Ridout St. W  Tillsonburg ON N4G 2E1,01/04/2023,location.href = '/Portal/Facility/Details/92cf0875-c8be-4202-9bc7-b55ef18d1a52' ,Food,,https://healthinspect.ca/Portal/Facility/Details/92cf0875-c8be-4202-9bc7-b55ef18d1a52
Epiphany,43 Talbot Street W  Aylmer ON N5H 2G4,,location.href = '/Portal/Facility/Details/938d55ff-72dd-4219-a855-b6a61a0b1bd7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/938d55ff-72dd-4219-a855-b6a61a0b1bd7
Esso,685737 Hwy 2  Woodstock ON N4S 7V9,09/26/2023,location.href = '/Portal/Facility/Details/0d9feca1-70c2-4a67-b9bf-a4be5d09fbd4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0d9feca1-70c2-4a67-b9bf-a4be5d09fbd4
Esso,110 Talbot St W  Aylmer ON N5H 1J8,,location.href = '/Portal/Facility/Details/3e10c49b-bce4-46a6-9525-0120c9063c12' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3e10c49b-bce4-46a6-9525-0120c9063c12
Esso,371 Norwich Ave  Woodstock ON N4S 3W4,10/16/2023,location.href = '/Portal/Facility/Details/c36b7fa9-8e4a-47ff-b9ba-2eeb64c6c216' ,Food,,https://healthinspect.ca/Portal/Facility/Details/c36b7fa9-8e4a-47ff-b9ba-2eeb64c6c216
Esso,960 Dundas St  Woodstock ON N4S 1H2,06/21/2022,location.href = '/Portal/Facility/Details/cf1188ba-fce8-4c9a-9c86-f60fd6191562' ,Food,,https://healthinspect.ca/Portal/Facility/Details/cf1188ba-fce8-4c9a-9c86-f60fd6191562
ESSO / Asado Burrito,124 Tillson Ave  Tillsonburg ON N4G 3A5,08/31/2023,location.href = '/Portal/Facility/Details/aef70d48-9ce8-4b7a-99bc-98b8196e78b8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aef70d48-9ce8-4b7a-99bc-98b8196e78b8
ESSO Express Lane Convenience,1534 Dundas St  Woodstock ON N4S 7V9,06/19/2023,location.href = '/Portal/Facility/Details/0ba17289-f856-489f-b257-b3fc886ba233' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0ba17289-f856-489f-b257-b3fc886ba233
European Meats & Deli,13 Burtch St  Woodstock ON N4S 3M3,07/04/2023,location.href = '/Portal/Facility/Details/a55e9f11-ab5d-4fb3-81b6-dc7b71a0d059' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a55e9f11-ab5d-4fb3-81b6-dc7b71a0d059
Eva Circe-Cote French Immersion - Before & After School Program,45885 Sparta Line  Sparta ON N0L 2H0,,location.href = '/Portal/Facility/Details/84117c6b-7f5d-491a-ae62-ae49467b8eaf' ,Food,,https://healthinspect.ca/Portal/Facility/Details/84117c6b-7f5d-491a-ae62-ae49467b8eaf
Evelyn's Sausage Kitchen,35809 Talbot Line  Shedden ON N0L 2E0,05/03/2023,location.href = '/Portal/Facility/Details/ecd0b383-9f7a-4eca-9f39-d9a46ee92678' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ecd0b383-9f7a-4eca-9f39-d9a46ee92678
Extendicare - Institutional Food,4551 East Rd  Port Stanley ON N5L 1J6,08/02/2023,location.href = '/Portal/Facility/Details/27823d67-9bea-4435-9edc-b1e22631227f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/27823d67-9bea-4435-9edc-b1e22631227f
Faith Presbyterian Church - Open Doors,101 Bidwell St  Tillsonburg ON N4G 3V1,06/30/2023,location.href = '/Portal/Facility/Details/125bf688-033b-4dc0-ab4e-1372cb22ec6c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/125bf688-033b-4dc0-ab4e-1372cb22ec6c
Family Central Apartments - Soup Kitchen,62 Talbot Street E  Aylmer ON N5H 1H4,06/20/2023,location.href = '/Portal/Facility/Details/0b6a7f99-330d-4496-b7c7-69f1ccca20df' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0b6a7f99-330d-4496-b7c7-69f1ccca20df
Family Mart 2,1240 Talbot St  St Thomas ON N5P 1G9,,location.href = '/Portal/Facility/Details/92b74a42-1da3-4f25-9e51-e08860ab4c59' ,Food,,https://healthinspect.ca/Portal/Facility/Details/92b74a42-1da3-4f25-9e51-e08860ab4c59
Fancy Fries & Good Eats,186 Brock St  Thamesford ON N0M 2M0,07/27/2023,location.href = '/Portal/Facility/Details/43558e7e-5074-4e53-bc0c-6f92bb78e875' ,Food,,https://healthinspect.ca/Portal/Facility/Details/43558e7e-5074-4e53-bc0c-6f92bb78e875
Fat Bastard Burrito Co,3-801 Dundas St  Woodstock ON N4S 1G4,07/18/2023,location.href = '/Portal/Facility/Details/48af823e-c965-4df0-a1aa-b4716d11b09e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/48af823e-c965-4df0-a1aa-b4716d11b09e
Fawkes Cakes,20 Mogk St  Tavistock ON N0B 2R0,04/18/2023,location.href = '/Portal/Facility/Details/cbb3ae31-c5b6-4037-a4c1-33d4ac767f0a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/cbb3ae31-c5b6-4037-a4c1-33d4ac767f0a
Fenlon's Your Family Market,114 Confederation Dr  St Thomas ON N5P 3P4,02/02/2023,location.href = '/Portal/Facility/Details/a8533801-fcbe-4adb-ae39-aab8a1ef65bb' ,Food,,https://healthinspect.ca/Portal/Facility/Details/a8533801-fcbe-4adb-ae39-aab8a1ef65bb
Fingal Baseball Diamond - Refresh Stand,8086 Millpark St  Fingal ON N0L 1K0,05/11/2023,location.href = '/Portal/Facility/Details/94f169e3-838e-4b09-92ed-ea9ef7db84f8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/94f169e3-838e-4b09-92ed-ea9ef7db84f8
Finkle Street Tap & Grill,450 Simcoe St  Woodstock ON N4S 1J8,10/10/2023,location.href = '/Portal/Facility/Details/308f61af-0d41-479f-8772-de263af59d49' ,Food,,https://healthinspect.ca/Portal/Facility/Details/308f61af-0d41-479f-8772-de263af59d49
Fire Hall Market - Fire Hall Fine Meats,218 Joseph St  Port Stanley ON N5L 1C4,10/27/2023,location.href = '/Portal/Facility/Details/66641fcf-4459-49ca-8f2a-088cb76b625e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/66641fcf-4459-49ca-8f2a-088cb76b625e
Fire Hall Market - Fire Hall Produce,218 Joseph Street  Port Stanley Ontario N5L 1C4,07/13/2023,location.href = '/Portal/Facility/Details/01dbfbc6-4d8b-4274-bb6d-8f42d857228d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/01dbfbc6-4d8b-4274-bb6d-8f42d857228d
Fire Hall Market – P.S. Don’t Forget the Cheese,218 Joseph St  Port Stanley ON N5L 1C4,03/23/2023,location.href = '/Portal/Facility/Details/5a96b2a5-cbb2-449f-866e-2c5d2ac4fd7b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5a96b2a5-cbb2-449f-866e-2c5d2ac4fd7b
Fire Hall Market - Sandra's Soup or Sandwiches,218 Joseph Street  Port Stanley ON N5L 1C4,07/25/2023,location.href = '/Portal/Facility/Details/07aa641a-badb-4752-9fc1-6ef9aac8b36a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/07aa641a-badb-4752-9fc1-6ef9aac8b36a
Fire Hall Market - Smokin Caboose BBQ,218 Joseph St  Port Stanley ON N5L 1C4,08/09/2023,location.href = '/Portal/Facility/Details/dc8e8686-0901-43ae-9b57-c6a225815f15' ,Food,,https://healthinspect.ca/Portal/Facility/Details/dc8e8686-0901-43ae-9b57-c6a225815f15
Fire Hall Market - Yogi Bakers,218 Joseph St  Port Stanley ON N5L 1C4,09/26/2023,location.href = '/Portal/Facility/Details/7ac58b95-660d-4454-961d-713ce277f351' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7ac58b95-660d-4454-961d-713ce277f351
Firehouse Subs,4-1055 Talbot St  St Thomas ON N5P 1G5,10/24/2023,location.href = '/Portal/Facility/Details/3d7f548b-7216-428e-a868-57ac1e37d766' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3d7f548b-7216-428e-a868-57ac1e37d766
Firehouse Subs,3-387 Norwich Ave  Woodstock ON N4S 3W4,06/20/2023,location.href = '/Portal/Facility/Details/e9bc72b5-45fb-4587-97da-c55ead8fd870' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e9bc72b5-45fb-4587-97da-c55ead8fd870
Fit Fresh Meals/Cross Fit Elgin,46405 Barnums Gully Line  Sparta ON N0L 2H0,,location.href = '/Portal/Facility/Details/5cb7f0ca-1d82-4d9d-b52e-c7849c4fa135' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5cb7f0ca-1d82-4d9d-b52e-c7849c4fa135
Fit4Less,580 Bruin Blvd  Woodstock ON N4V 1E5,,location.href = '/Portal/Facility/Details/db1c11d0-b191-4b99-a576-ab45255fcea7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/db1c11d0-b191-4b99-a576-ab45255fcea7
Fixins Ice Cream,51 Forest  Street Aylmer Ontario N5H 1A5,08/09/2023,location.href = '/Portal/Facility/Details/3c7693c2-8cfb-4d64-936e-e382421cb747' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3c7693c2-8cfb-4d64-936e-e382421cb747
Foldens Hall,374091 Sweaburg Rd  Ingersoll ON N5C 3J8,10/23/2023,location.href = '/Portal/Facility/Details/0aabfd36-a2ce-4618-b63f-966b0af341ef' ,Food,,https://healthinspect.ca/Portal/Facility/Details/0aabfd36-a2ce-4618-b63f-966b0af341ef
Food Basics,868 Dundas St  Woodstock ON N4S 1G7,10/14/2022,location.href = '/Portal/Facility/Details/4d3a7c9d-d265-44ea-b3d3-a3da0a3f5c31' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4d3a7c9d-d265-44ea-b3d3-a3da0a3f5c31
Food Basics,780 Talbot St  St. Thomas ON N5P 1E2,,location.href = '/Portal/Facility/Details/d49fb756-90b1-41a2-a8e1-050c00d3049d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d49fb756-90b1-41a2-a8e1-050c00d3049d
Foodland,291 Colborne St  Port Stanley ON N5L 1A9,10/04/2023,location.href = '/Portal/Facility/Details/e8c35153-3c11-4634-a40d-02d11c2a69d4' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e8c35153-3c11-4634-a40d-02d11c2a69d4
Foodland,74 Main St W  Norwich ON N0J 1P0,06/28/2023,location.href = '/Portal/Facility/Details/37bfe353-8580-4e0c-9504-65753a8fb593' ,Food,,https://healthinspect.ca/Portal/Facility/Details/37bfe353-8580-4e0c-9504-65753a8fb593
Foodland,645 Dundas St  Woodstock ON N4S 1E4,06/08/2022,location.href = '/Portal/Facility/Details/d6e37b86-9f4b-4430-966c-f14e2ad2fc3b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d6e37b86-9f4b-4430-966c-f14e2ad2fc3b
Foodland,72 Charles St  Ingersoll ON N5C 2L6,06/27/2023,location.href = '/Portal/Facility/Details/5228f4f8-0211-494a-a251-ceab3002e86d' ,Food,,https://healthinspect.ca/Portal/Facility/Details/5228f4f8-0211-494a-a251-ceab3002e86d
Foodland Dutton,210 Currie St  Dutton ON N0L 1J0,07/19/2023,location.href = '/Portal/Facility/Details/54682f29-2c2e-4127-9a5b-412cdfcc2913' ,Food,,https://healthinspect.ca/Portal/Facility/Details/54682f29-2c2e-4127-9a5b-412cdfcc2913
Fora Outdoor Living Inc.,74 Stover St S  Norwich ON N0J 1P0,10/11/2023,location.href = '/Portal/Facility/Details/6835830b-197b-4b74-9a36-562b7e675cfa' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6835830b-197b-4b74-9a36-562b7e675cfa
Fore! Oxford,972 Dundas St  Woodstock ON N4S 1H3,09/29/2023,location.href = '/Portal/Facility/Details/de7519c2-2395-4ded-b9b9-cc328521fd38' ,Food,,https://healthinspect.ca/Portal/Facility/Details/de7519c2-2395-4ded-b9b9-cc328521fd38
Forest Park School - Before & After School Program,295 Forest Ave  St. Thomas ON N5R 5G5,03/07/2023,location.href = '/Portal/Facility/Details/49baa5b9-5aa8-479b-9eb4-80e2327e0f4e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/49baa5b9-5aa8-479b-9eb4-80e2327e0f4e
Forest Park School - Nourishment Program,295 Forest Ave  St Thomas ON N5R 5G5,03/07/2023,location.href = '/Portal/Facility/Details/60554de9-98b3-452e-9186-20e91e76ecce' ,Food,,https://healthinspect.ca/Portal/Facility/Details/60554de9-98b3-452e-9186-20e91e76ecce
Formet Industries - Good For You Food Services,1 Cosma Crt  St Thomas ON N5P 4J5,08/22/2023,location.href = '/Portal/Facility/Details/e248297e-d725-49c5-8838-3f31692719c9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/e248297e-d725-49c5-8838-3f31692719c9
Frankies Hunger Hut,8536 Havens Lake  Road Port Glasgow ON N0L 2C0,09/06/2023,location.href = '/Portal/Facility/Details/16a55273-f8b0-4fa3-beca-90de0fa7ca53' ,Food,,https://healthinspect.ca/Portal/Facility/Details/16a55273-f8b0-4fa3-beca-90de0fa7ca53
Franks Convenience Store,159 Thames St S  Ingersoll ON N5C 2T3,01/31/2023,location.href = '/Portal/Facility/Details/10dff390-ddaa-4eda-8efb-c76aeeabd5a5' ,Food,,https://healthinspect.ca/Portal/Facility/Details/10dff390-ddaa-4eda-8efb-c76aeeabd5a5
Fresh Co 9562,1010 Talbot Street  St. Thomas Ontario N5P 1E2,07/21/2023,location.href = '/Portal/Facility/Details/aed19a9a-fd67-4af6-8ef5-e8571bf0f82c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/aed19a9a-fd67-4af6-8ef5-e8571bf0f82c
Freshii,5-1025 Talbot St  St.Thomas ON N5P 3R6,10/19/2023,location.href = '/Portal/Facility/Details/b2c869a0-d97f-4f70-88fc-7bd75e25485e' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b2c869a0-d97f-4f70-88fc-7bd75e25485e
Freshmart Red & White,"28 Robinson St, PO Box 70  Port Burwell ON N0J 1T0",06/21/2023,location.href = '/Portal/Facility/Details/65ca6f7d-fc21-468f-8fba-5e861c5e86a3' ,Food,,https://healthinspect.ca/Portal/Facility/Details/65ca6f7d-fc21-468f-8fba-5e861c5e86a3
Friends of Princeton Park,39 Main St S  Princeton ON N0J,05/19/2023,location.href = '/Portal/Facility/Details/d10cb268-2fe8-47c2-bfb6-d0c1dd6f6665' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d10cb268-2fe8-47c2-bfb6-d0c1dd6f6665
Friendship Cooperative Playschool of Woodstock Inc,410 Lansdowne Ave  Woodstock ON N4T 1J4,06/09/2023,location.href = '/Portal/Facility/Details/100a2319-cb70-41e8-b0d7-7fb0e6ffac08' ,Food,,https://healthinspect.ca/Portal/Facility/Details/100a2319-cb70-41e8-b0d7-7fb0e6ffac08
"Fritter Shop, The",779 Talbot St  St Thomas ON N5P 1E3,10/25/2023,location.href = '/Portal/Facility/Details/4f20e870-21e9-449d-819e-dddc8c22433a' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4f20e870-21e9-449d-819e-dddc8c22433a
Fritzie's,881 Dundas St  Woodstock ON N4S 1G9,05/24/2023,location.href = '/Portal/Facility/Details/d6da39ed-dcb2-499f-96ed-f872c2757f32' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d6da39ed-dcb2-499f-96ed-f872c2757f32
Fritzie's,32 Perry St  Woodstock ON N4S 3C3,10/11/2023,location.href = '/Portal/Facility/Details/832cfcd8-cb15-4e29-8762-aea85d5b0fe7' ,Food,,https://healthinspect.ca/Portal/Facility/Details/832cfcd8-cb15-4e29-8762-aea85d5b0fe7
From the Vines,B-168 Curtis Street  St. Thomas ON N5R 3W9,02/01/2023,location.href = '/Portal/Facility/Details/b62ee9e3-d9ee-4224-aef4-e765ecfbd1f8' ,Food,,https://healthinspect.ca/Portal/Facility/Details/b62ee9e3-d9ee-4224-aef4-e765ecfbd1f8
"Frozen Cow, The",137 Dundas St W  Thamesford ON N0M 2M0,06/23/2023,location.href = '/Portal/Facility/Details/42c31bb6-be58-4a15-a75b-ab04de34bf5b' ,Food,,https://healthinspect.ca/Portal/Facility/Details/42c31bb6-be58-4a15-a75b-ab04de34bf5b
Fu Lok,696 Dundas St  Woodstock ON N4S 1E6,07/25/2023,location.href = '/Portal/Facility/Details/fcf8a14a-53d0-4a34-a042-f15749d4a948' ,Food,,https://healthinspect.ca/Portal/Facility/Details/fcf8a14a-53d0-4a34-a042-f15749d4a948
Funnel Cake Factory,88 Fredrick St  Woodstock N4S 7W1,04/26/2023,location.href = '/Portal/Facility/Details/3fc73d54-0240-4387-8620-a6922861d219' ,Food,,https://healthinspect.ca/Portal/Facility/Details/3fc73d54-0240-4387-8620-a6922861d219
Fusion Youth Centre,121 Thames St N  Ingersoll ON N5C 3C9,08/28/2023,location.href = '/Portal/Facility/Details/793a3a8e-43f4-4cab-9891-faacad22113f' ,Food,,https://healthinspect.ca/Portal/Facility/Details/793a3a8e-43f4-4cab-9891-faacad22113f
Galaxy Cinemas - Refreshment Stand,417 Wellington St  St. Thomas ON N5R 5J5,,location.href = '/Portal/Facility/Details/06b78871-5c65-4de2-b744-ec9cdfefd5a9' ,Food,,https://healthinspect.ca/Portal/Facility/Details/06b78871-5c65-4de2-b744-ec9cdfefd5a9
Gallery Cinemas,15 Perry St  Woodstock ON N4S 3C1,01/06/2023,location.href = '/Portal/Facility/Details/d3f73e87-b5e0-4739-857e-23d7c2fa87ec' ,Food,,https://healthinspect.ca/Portal/Facility/Details/d3f73e87-b5e0-4739-857e-23d7c2fa87ec
"Garage, The",174 Woodworth Ave  St Thomas ON N5P 3K7,09/06/2023,location.href = '/Portal/Facility/Details/7625016e-5e23-4a71-a910-968fadf0f9ad' ,Food,,https://healthinspect.ca/Portal/Facility/Details/7625016e-5e23-4a71-a910-968fadf0f9ad
Gardens of Ingersoll,423 Thames St S  Ingersoll ON N5C 3J8,08/03/2023,location.href = '/Portal/Facility/Details/ad3bbff0-0b8c-40d4-9c96-1373a9a1b602' ,Food,,https://healthinspect.ca/Portal/Facility/Details/ad3bbff0-0b8c-40d4-9c96-1373a9a1b602
Garderie francophone du comte d'Oxford,700 Bristol St  Woodstock ON N4T 0E4,10/06/2023,location.href = '/Portal/Facility/Details/03be67a2-5f64-4a71-8d00-22c74bc8f5ed' ,Food,,https://healthinspect.ca/Portal/Facility/Details/03be67a2-5f64-4a71-8d00-22c74bc8f5ed
Garderie francophone du comté d'Oxford - Before & After School Program,700 Bristol Rd  Woodstock ON N4T 0E4,10/06/2023,location.href = '/Portal/Facility/Details/6eb4026e-4135-4d83-ab0e-e7f77a912e4c' ,Food,,https://healthinspect.ca/Portal/Facility/Details/6eb4026e-4135-4d83-ab0e-e7f77a912e4c
Gatherings by Taylor,10 Manitoba Street  St. Thomas ON N5P 2Z9,05/12/2023,location.href = '/Portal/Facility/Details/4386ccd0-fa85-40f2-9c46-67d6be2400f0' ,Food,,https://healthinspect.ca/Portal/Facility/Details/4386ccd0-fa85-40f2-9c46-67d6be2400f0
