url_inspection_full,inspection_results,actions_taken
https://healthinspect.ca/Portal/Inspection/Details/277fc844-426d-4d04-81a2-fb6562c1a579,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/3e65b1f7-7453-482d-ac4a-60ab58785fef,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/029617ac-c34b-4137-b00d-0e0f594c27c2,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/2a138976-3779-4071-b1c6-7b13aa8ac028,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/12de52dd-7594-4d11-bbe4-47031424c73f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/07646e3d-46eb-462c-9438-bcc00caa94b4,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/506ec902-5846-4d26-9bf9-e2be27d3ef1a,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/60516d68-dba5-44ff-aa09-b06178703e3f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/7443a787-6be9-4554-8068-c1cf1cc8c857,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/f6b36849-0cea-4139-bbd3-bc5d5b6e3577,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/ed261ae1-ef14-4761-86c2-9b92decf9749,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO
Mechanical dishwasher operation and maintenance
ensure chemical sanitizer solution levels are at appropriate concentrations
NO
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 60°C and higher
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/76c81e4d-960c-4e94-98b0-cfb0142ed055,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/8e0ba5e0-43f6-452b-b610-7f8e9d4fe978,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/72ceb2b7-7650-4346-8d94-f2beb9662e35,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/05eaa2b4-78fd-40bc-822c-09f280d39186,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/4111c332-3d71-4886-89bc-baddb9a8ad1a,"Food premises operation general
ensure premises is free from conditions that may: be a health hazard, adversely affect the sanitary operation of the premises, or adversely affect the wholesomeness of the food
NO
Storage of food
store foods off the floor
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/5349b363-503a-432a-9271-eedf8a9fa2b0,"Food premises operation general
ensure premises is free from conditions that may: be a health hazard, adversely affect the sanitary operation of the premises, or adversely affect the wholesomeness of the food
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/9373da11-8e05-4e79-a8b3-5903254a41a7,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/d5460fa8-34fc-4e29-b427-51eb6682af58,"Equipment, utensils and multi-service articles maintenance
ensure equipment and utensils that come into direct contact with food are corrosion resistant and non-toxic, and free from cracks, crevices and open seams
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/7e34697a-8be1-4457-b24b-13e5e88e2642,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/d002f412-4c6f-46b2-8e1c-8825b79e0e98,"Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods are of sufficient size and maintains appropriate temperatures.
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/52de4509-6c0c-4298-a9f8-2007b0645eda,"Mechanical dishwasher operation and maintenance
ensure chemical sanitizer solution levels are at appropriate concentrations
Corrected During Inspection
Storage of food
cover all food in storage
Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/c0e1edad-a836-4967-b2a4-ce32242e269f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/140a377c-f729-40a4-bf4f-4a9d3fd070e4,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/bbba5cf2-84d1-4432-9707-7ad2ee7bb2f1,No results to show,"Report Reviewed - Action Required
Opening Inspection
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/7deaa767-2552-4d1a-baf9-453923ea3d2e,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/88bbdb21-9466-47ca-b794-0f30bd75acdb,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/9993b60b-22cf-4363-8f17-4ae8c9c20a06,"Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
NO
Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/2cecc806-2ba7-48ad-bf9a-a1c4566c0e24,No results to show,"Satisfactory - No Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/6879a1c4-45c7-446b-be7a-99ad8ee10e78,"Eggs
ensure eggs from domestic hens are not ungraded or Grade ""C""
Corrected During Inspection",Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/cd35011c-3601-45b1-9459-d7cf60807642,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/a9765dfb-c44d-4474-9919-fcb8c55392a6,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/56810bdc-f421-46bb-b7fe-f543740aa928,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/8e794607-bb1b-4eb4-8275-914861ebc82b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/1da42fb4-42a0-4779-bc3d-468babff04a0,"Sanitizing food contact surfaces and equipment
ensure that the method of sanitization is appropriate
Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/e5131f0a-3704-4514-b416-ae7ade09395a,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/ebae11ee-5749-4fb7-aba8-42f013f32f7a,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/84135554-db94-4d57-ac4b-bd48b9ba4a3c,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/b38ad741-8401-448f-ba92-506d37fe70d0,No results to show,"Satisfactory - No Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/b07f0ebc-7619-4db3-ac35-bbf34d4af61e,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/368d4b98-d058-4659-85c4-3a2193af9c4a,No results to show,"Satisfactory - No Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/cd6dc9e7-1562-408f-9dd8-d54256f3c412,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/81aee14b-f918-4f05-a074-cfccacdc8b2b,"Equipment, utensils and multi-service articles maintenance
ensure that all equipment, utensils and multi-service articles are of sound, tight construction, kept in good repair, capable of being cleaned and sanitized, and suitable for its intended purpose
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/d8e1e132-291f-4e49-bf9d-e4b4d1aeea71,"Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO","Report Reviewed - Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/9ff3dd98-1e01-4d97-839c-1a7ef982781e,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO
Sanitary facilities maintenance
ensure sanitary facilities are equipped with: constant supply of hot and cold running water, supply of toilet paper, durable easy-to-clean receptacle for used towels and other waste, a supply of soap or detergent, and a method of hand drying that uses single-service towels or a hot air dryer
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/64f69cfe-54dc-4b6f-a959-6bf03d9d4118,Temperature control for storage of potentially hazardous foods Corrected During Inspection,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/1f80280b-905c-450b-809e-0b3079281284,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/c2904bd5-1777-4ef9-8735-7ea9f0ae7e2f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/24198f23-3246-4d83-8ed1-505f2e1dc33f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/c0b9a2b1-a20f-4d20-87bc-0a4731de44a7,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/adfd24b6-ef88-4b33-a231-2cc8095b5b8d,"Food premises has pest control program and no live animals
ensure protection against the entry of pests
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/229ed15a-4e1e-47fb-a0a6-3f32857b3fe7,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/7179bd1d-9832-4af9-b425-243243c2f14f,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/a6502f85-1dd6-4fe7-88ed-719b13e60af8,"Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/c46007f9-9e52-4ccf-a521-c9fff2a24512,"Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
NO
Food premises maintenance
ensure that furniture, equipment and appliances are so constructed and arranged as to permit thorough cleaning
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/47fa857f-93e1-42ea-8339-c48d5b1854f4,"Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection","Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/9073225b-b444-4177-9d4d-4885839b63a8,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/288a0247-8b4d-4131-a1dd-759b9955523e,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/98efd0fc-feb8-41d0-9730-ec2daeb87932,"Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO
Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
NO
Food premises free of conditions that attract pests NO
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
ensure potentially hazardous foods are stored at 60°C and higher
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods are of sufficient size and maintains appropriate temperatures.
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/80539ba5-d923-41f6-bcfe-460c6b910c32,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/4542b159-3736-468e-81cd-9ebf6894db4f,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/7b27159b-d791-45f7-9a1e-88c96d145404,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/377ca135-960a-4bf2-beba-7af728725c2c,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/68854f7e-0c40-485a-b408-886203dd7565,"Equipment, utensils and multi-service articles maintenance
ensure that all equipment, utensils and multi-service articles are of sound, tight construction, kept in good repair, capable of being cleaned and sanitized, and suitable for its intended purpose
NO
Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/74dfc799-410f-487a-9067-fa70df6a5084,"Equipment, utensils and multi-service articles maintenance
ensure that all equipment, utensils and multi-service articles are of sound, tight construction, kept in good repair, capable of being cleaned and sanitized, and suitable for its intended purpose
NO
Food premises maintenance
ensure that walls and ceilings of rooms and passageways are readily cleanable and maintained in a sanitary condition
NO
Storage of food
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods contain indicating easy-to-read thermometers
NO
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/23b69eeb-caf5-4c11-8928-6e2ac9cb253d,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/4f96ab70-f2b4-4a2b-8cd8-ccb83218eceb,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/9439b101-f853-45d9-99a6-198b4d683aff,"Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
NO
Food premises maintenance NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/e7d61715-83ce-42c3-a537-5655f41042f1,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/224f7920-ed37-4dab-8789-3e8c8518c8ff,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/efadbd9a-ac87-4929-9427-19dea7ebe2a5,Food premises free of conditions that attract pests Corrected During Inspection,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/d94bd721-91f2-41d8-a2ae-6d8ec2665329,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/351432c9-e558-4ad4-a653-4a351e61909f,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/eac26ec2-1dca-477d-a6a0-579ccec8eb51,No results to show,Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/62f2c581-bd39-42a4-b9a4-c84cbf542841,No results to show,Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/7fb357db-02be-42f9-aeaf-061193b9fcd5,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/3f4fbde3-7de5-4e1b-b257-40cad5f8e7dd,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/66033d1a-cc77-4a8c-9cd0-18d6ca0eab60,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/965827c6-e665-4d72-a63e-64ce67d6e65b,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/908bd064-7a16-439d-b735-51eede65ad93,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/68a3d7ab-98a5-47c5-bf57-892e4cd36267,"Acceptable sanitizing method and testing
ensure that the method of sanitization is appropriate.
Corrected During Inspection
Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
NO
Food from approved sources
ensure that all food is from an approved source
NO
Storage of food
store foods off the floor
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods contain indicating easy-to-read thermometers
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/24d88948-e2ce-4525-955e-0129825810bc,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/6fdf24db-e1e6-4873-8af8-3e788a3a8f2c,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/fe7df535-a49e-472b-a3a0-01e1f7fb62f5,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO
Storage of food
ensure refrigeration or hot-holding equipment used to store potentially hazardous foods contain indicating easy-to-read thermometers
NO
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
NO
Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO
Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
NO",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/a1d73031-b455-4bba-a6f9-0dfe585c9b57,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/021de792-4e53-4480-b65f-7e9fe92870ba,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/05f3c23e-9cf9-4803-b107-8c23055cc9ba,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/39a5473f-6f1d-41bb-ab26-69507f047c6b,"Storage of food
cover all food in storage
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/18e5ed59-fc45-47ff-9e1b-e170b3050c08,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/de0f1064-ccd2-4a24-bc4c-7d96689fbaa1,"Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/9fa466f5-f392-43ff-b3c6-33e8041817ea,"Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection
Temperature control for storage of potentially hazardous foods
ensure potentially hazardous foods are stored at 4°C and lower
Corrected During Inspection",Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/d3f3cc0a-0097-47da-ae8f-ff784e671aa3,No results to show,Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/d060ef1a-241e-484a-a180-96473ea4df44,No results to show,Report Reviewed - Action Required
https://healthinspect.ca/Portal/Inspection/Details/21424426-d2cd-4e50-a579-f2836ba93b80,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/80a3519b-dd21-4196-82d5-3c43b90015c9,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/e4addf78-455b-4de8-9baa-0b7e4e65ef10,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/71f7786c-3b27-45d8-9cbd-00bb468d4098,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/0643af6d-e3bc-4286-b04b-da69261fb2d4,"Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
NO","Report Reviewed - Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/37bd2b23-be78-4c77-abfa-c2f9da2c2d97,"Storage of food
store foods off the floor
NO
All food is processed in a manner that makes the food safe to eat
ensure safe internal cooking temperature of potentially hazardous food
NO
Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/5f7d73fc-1014-4da9-946b-7f321e80979e,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/d41b0e05-7b9b-467a-9bdc-d543d1c990d1,"Acceptable sanitizing method and testing
provide a test reagent for determining the concentration of sanitizer where the sanitizing operation takes place
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/5b068d63-6f99-4e3c-8d76-75e12e95082e,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/bd26ca69-1b66-4dff-bbee-551f042f5a3a,"Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO
Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection","Report Reviewed - Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/bdf1b99c-2ab0-474d-bba0-7045c2a6c4c5,"Food handler training
ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
NO","Report Reviewed - Action Required
No Certified Food Handler On Site"
https://healthinspect.ca/Portal/Inspection/Details/2bfd9776-c4cd-42eb-840a-ac67b96ec6fe,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/d5e07936-11dc-4f4c-b21d-db69c05a011d,"Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/d457e3de-68c8-43da-b284-85f995e3fbe7,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/808643a0-6e72-4970-8372-93ac2aca4f0c,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/791d17b6-b7dd-4c2b-bbe5-c2f904212745,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
https://healthinspect.ca/Portal/Inspection/Details/772f5454-2c20-4540-b800-d961afe0edee,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Warning Letter Issued
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/1de8c2ad-2b1e-4ebc-80ac-4c33a49a9bdd,"Food premises maintenance
ensure that no room with food is used for sleeping purposes
NO
Food premises free of conditions that attract pests
ensure premises free from conditions that could lead to the harbouring or breeding of pests.
NO
Storage of food
cover all food in storage
store foods off the floor
NO
Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/83735baf-240c-48ea-9984-e9283bb396eb,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site"
https://healthinspect.ca/Portal/Inspection/Details/2c7d127e-f147-49ee-a7db-7262b18a915a,"Storage of food
cover all food in storage
NO
Food protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection
Food premises provided with adequate access to potable water
ensure that handwashing stations are maintained, adequately supplied and used solely for handwashing
Corrected During Inspection
Food premises maintenance
ensure that no room with food is used for sleeping purposes
NO
Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/5682302f-af36-40c0-b34a-fbadfe307b2e,"Storage of food
cover all food in storage
Corrected During Inspection
Food protected from contamination and adulteration
ensure all food is protected from contamination and adulteration
separate raw and ready-to-eat foods during storage and handling
Corrected During Inspection
Food premises maintenance
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO","Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/c1c64c19-24a7-451a-978b-b8d01922d942,No results to show,Satisfactory - No Action Required
https://healthinspect.ca/Portal/Inspection/Details/0f48fa1e-75d8-4298-9028-953c8191e7aa,"Storage of food
cover all food in storage
Corrected During Inspection
Sanitizing food contact surfaces and equipment
ensure that the surfaces of equipment and facilities that come in contact with food are cleaned and sanitized as often as is necessary to maintain such surfaces in a sanitary condition
NO
Food premises free of conditions that attract pests
ensure premises free from conditions that could lead to the harbouring or breeding of pests.
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/e1a9e8d6-8f17-4bf2-bb89-f3097b753399,"Food premises free of conditions that attract pests
ensure premises free from conditions that could lead to the harbouring or breeding of pests.
NO
Food premises maintenance
ensure that no room with food is used for sleeping purposes
ensure that the floor or floor coverings are tight, smooth and non-absorbent in rooms where food is handled or stored, utensils are cleaned, or in washrooms
NO
Food handler training Corrected During Inspection
Eggs
ensure eggs from domestic hens are not ungraded or Grade ""C""
Corrected During Inspection","Certified Foodhandler On Site
Report Reviewed - Action Required
No Certified Food Handler On Site
Food Handler Education on Site"
https://healthinspect.ca/Portal/Inspection/Details/58ce792c-defc-4f80-9945-7b3cb5640d8d,No results to show,"Certified Foodhandler On Site
Report Reviewed - Action Required"
https://healthinspect.ca/Portal/Inspection/Details/bb40cfc2-4857-4234-b024-c926297b13a1,No results to show,"Satisfactory - No Action Required
Certified Foodhandler On Site
Opening Inspection"
