Critical Infractions Count,Non Critical Infractions Count,Inspection Type,Inspection Date,url_inspection,url_inspection_full,url_entity_full
1,1,Required,18-Jan-2023,location.href = '/Portal/Inspection/Details/f4c6c506-6a8d-447a-9446-011b08e27aa9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f4c6c506-6a8d-447a-9446-011b08e27aa9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3633cdf9-ad31-494e-a838-e64411ac2a0f
0,2,Required,21-Oct-2022,location.href = '/Portal/Inspection/Details/9cd8c9dd-a3ee-407d-848f-cc07c9c55b04' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9cd8c9dd-a3ee-407d-848f-cc07c9c55b04,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3633cdf9-ad31-494e-a838-e64411ac2a0f
0,2,Required,20-May-2022,location.href = '/Portal/Inspection/Details/b74853c0-0909-40fa-ac7d-c6d64b784b76' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b74853c0-0909-40fa-ac7d-c6d64b784b76,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3633cdf9-ad31-494e-a838-e64411ac2a0f
0,0,Required,04-Apr-2024,location.href = '/Portal/Inspection/Details/479c2626-6efc-49ff-b12d-6a2642cf51a2' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/479c2626-6efc-49ff-b12d-6a2642cf51a2,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
0,0,Follow-up,06-Sep-2023,location.href = '/Portal/Inspection/Details/b95cce86-5e65-41f9-8f89-bbcbcf99f5d9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b95cce86-5e65-41f9-8f89-bbcbcf99f5d9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
3,0,Required,30-Aug-2023,location.href = '/Portal/Inspection/Details/528bbb43-0290-4324-b537-cd5ee72d7162' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/528bbb43-0290-4324-b537-cd5ee72d7162,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
0,0,Follow-up,30-Mar-2023,location.href = '/Portal/Inspection/Details/2017b2fc-901e-4cd4-8239-09cf6e377126' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2017b2fc-901e-4cd4-8239-09cf6e377126,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
2,0,Required,29-Mar-2023,location.href = '/Portal/Inspection/Details/9cb938bd-137b-4c10-9a88-c6f9dddc86f7' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9cb938bd-137b-4c10-9a88-c6f9dddc86f7,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
0,0,Follow-up,01-Sep-2022,location.href = '/Portal/Inspection/Details/8168b0da-e7a0-4760-bd4a-669e9669da32' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8168b0da-e7a0-4760-bd4a-669e9669da32,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
0,1,Required,24-Aug-2022,location.href = '/Portal/Inspection/Details/0d437bb0-c266-42c0-8641-369a488c5f48' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0d437bb0-c266-42c0-8641-369a488c5f48,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e07657ad-1bfe-44ab-888c-12a2c61c2e75
0,0,Follow-up,27-Jun-2023,location.href = '/Portal/Inspection/Details/97db836e-6674-4483-8ff2-0737e91ab336' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/97db836e-6674-4483-8ff2-0737e91ab336,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/332478e5-5042-4dbe-9a65-1f9c3e06d3a1
1,1,Required,19-Jun-2023,location.href = '/Portal/Inspection/Details/ef3492a8-3192-4526-b25c-2a7c47a62ce8' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ef3492a8-3192-4526-b25c-2a7c47a62ce8,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/332478e5-5042-4dbe-9a65-1f9c3e06d3a1
0,0,Complaint,20-Jan-2023,location.href = '/Portal/Inspection/Details/7ecbe855-865a-4ce6-89d7-d560fa509031' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7ecbe855-865a-4ce6-89d7-d560fa509031,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/332478e5-5042-4dbe-9a65-1f9c3e06d3a1
0,0,Required,12-Feb-2024,location.href = '/Portal/Inspection/Details/5de5c628-b0cf-4b37-9b08-b5460a3cfce9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/5de5c628-b0cf-4b37-9b08-b5460a3cfce9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4f4b4432-439a-418f-94e5-710012203785
0,0,Required,24-Apr-2023,location.href = '/Portal/Inspection/Details/3f846a6a-10fb-4f7c-b27e-c0b90d439ce3' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3f846a6a-10fb-4f7c-b27e-c0b90d439ce3,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4f4b4432-439a-418f-94e5-710012203785
0,0,Required,26-May-2022,location.href = '/Portal/Inspection/Details/d0f7220f-872b-43c5-9812-7a20f8be7787' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d0f7220f-872b-43c5-9812-7a20f8be7787,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4f4b4432-439a-418f-94e5-710012203785
0,1,Required,07-Dec-2023,location.href = '/Portal/Inspection/Details/c6cb4b18-0e95-4afd-890e-bf28694d2ddc' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c6cb4b18-0e95-4afd-890e-bf28694d2ddc,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f2ede238-8011-43bc-a5d8-a983861731c5
0,0,Follow-up,08-Aug-2022,location.href = '/Portal/Inspection/Details/8f9b9440-2cca-47ca-8cf1-b7c60bffdf60' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8f9b9440-2cca-47ca-8cf1-b7c60bffdf60,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f2ede238-8011-43bc-a5d8-a983861731c5
0,2,Required,21-Jul-2022,location.href = '/Portal/Inspection/Details/65c35b71-1882-4cb9-a6e5-554d8362f4c3' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/65c35b71-1882-4cb9-a6e5-554d8362f4c3,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f2ede238-8011-43bc-a5d8-a983861731c5
0,0,Required,06-Mar-2024,location.href = '/Portal/Inspection/Details/734e7c22-eb48-4fab-91b7-f2a4d0940917' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/734e7c22-eb48-4fab-91b7-f2a4d0940917,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de93c3a3-9f46-479e-bc0f-d64e7aa2123f
0,0,Follow-up,18-Aug-2023,location.href = '/Portal/Inspection/Details/e53ab511-df6c-4d18-a73c-7375a7e4b942' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e53ab511-df6c-4d18-a73c-7375a7e4b942,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de93c3a3-9f46-479e-bc0f-d64e7aa2123f
2,1,Required,15-Aug-2023,location.href = '/Portal/Inspection/Details/b6e70e06-6131-4181-8c24-3bba1606d510' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b6e70e06-6131-4181-8c24-3bba1606d510,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de93c3a3-9f46-479e-bc0f-d64e7aa2123f
0,0,Required,21-Mar-2023,location.href = '/Portal/Inspection/Details/397765a4-7b4b-48a6-b352-dc8cb31ea5c7' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/397765a4-7b4b-48a6-b352-dc8cb31ea5c7,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de93c3a3-9f46-479e-bc0f-d64e7aa2123f
1,0,Required,12-Sep-2022,location.href = '/Portal/Inspection/Details/ed502ae3-27ac-49a3-90e5-1c87dc4735cc' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ed502ae3-27ac-49a3-90e5-1c87dc4735cc,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/de93c3a3-9f46-479e-bc0f-d64e7aa2123f
0,0,Required,27-Apr-2023,location.href = '/Portal/Inspection/Details/a4b14f3e-68c2-46d0-8711-a5c5e258a23a' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a4b14f3e-68c2-46d0-8711-a5c5e258a23a,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d406abe0-3380-41e6-96ee-c5044ac5883e
0,1,Required,10-Apr-2024,location.href = '/Portal/Inspection/Details/35eb5c2c-0c05-4f27-9787-7e17383edf66' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/35eb5c2c-0c05-4f27-9787-7e17383edf66,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9a8e2f22-de4b-49fc-9735-db196dfbd365
0,0,Required,27-Apr-2023,location.href = '/Portal/Inspection/Details/61ae1265-db9c-4066-a9f6-6e8ade9f4091' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/61ae1265-db9c-4066-a9f6-6e8ade9f4091,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9a8e2f22-de4b-49fc-9735-db196dfbd365
0,1,Required,04-Oct-2022,location.href = '/Portal/Inspection/Details/38bc90b0-01c7-4d33-ab77-9edf80b3d763' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/38bc90b0-01c7-4d33-ab77-9edf80b3d763,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9a8e2f22-de4b-49fc-9735-db196dfbd365
0,0,Follow-up,26-Sep-2023,location.href = '/Portal/Inspection/Details/0dd8db81-04db-4b32-8141-78978054349e' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0dd8db81-04db-4b32-8141-78978054349e,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a826808e-e9c1-4a87-8396-519dd99c20b5
1,1,Required,22-Aug-2023,location.href = '/Portal/Inspection/Details/fc3c20b3-37a8-44d3-880c-4703d1d41f63' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fc3c20b3-37a8-44d3-880c-4703d1d41f63,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a826808e-e9c1-4a87-8396-519dd99c20b5
1,2,Required,20-Sep-2022,location.href = '/Portal/Inspection/Details/2ae1d38c-2d37-488f-8b8a-e1e00ddb20e6' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2ae1d38c-2d37-488f-8b8a-e1e00ddb20e6,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a826808e-e9c1-4a87-8396-519dd99c20b5
0,0,Required,15-Jun-2023,location.href = '/Portal/Inspection/Details/4a5b11b0-76c9-4a4f-bff5-30ad08b8615c' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4a5b11b0-76c9-4a4f-bff5-30ad08b8615c,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3e1138ba-ea74-4bed-b494-ec0254ff4a2c
0,2,Required,28-Sep-2022,location.href = '/Portal/Inspection/Details/f3de41c3-ba11-493d-9db2-18ed18843fec' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f3de41c3-ba11-493d-9db2-18ed18843fec,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3e1138ba-ea74-4bed-b494-ec0254ff4a2c
0,0,Follow-up,25-Mar-2024,location.href = '/Portal/Inspection/Details/4dc06b68-00c3-44e6-b1f8-8e42b4e22b1f' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4dc06b68-00c3-44e6-b1f8-8e42b4e22b1f,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
0,3,Required,25-Jan-2024,location.href = '/Portal/Inspection/Details/df1fc085-8079-4bce-a1e1-1140e59422bf' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/df1fc085-8079-4bce-a1e1-1140e59422bf,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
0,0,Required,02-Nov-2023,location.href = '/Portal/Inspection/Details/0344c92c-75bb-4f53-b8c5-6d83c9a13574' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0344c92c-75bb-4f53-b8c5-6d83c9a13574,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
1,4,Required,29-Jun-2023,location.href = '/Portal/Inspection/Details/43487e55-4516-433a-b7ad-7c9f147d711b' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/43487e55-4516-433a-b7ad-7c9f147d711b,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
2,3,Required,15-Mar-2023,location.href = '/Portal/Inspection/Details/b1dd99a4-3100-4b1a-a6ab-d82c7b246473' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b1dd99a4-3100-4b1a-a6ab-d82c7b246473,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
0,0,Required,15-Nov-2022,location.href = '/Portal/Inspection/Details/38e83df2-0982-4bab-a992-712f6b30e0cb' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/38e83df2-0982-4bab-a992-712f6b30e0cb,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
1,4,Required,18-Jul-2022,location.href = '/Portal/Inspection/Details/02cc7ba6-d1af-428e-801d-03e1b1e61d76' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/02cc7ba6-d1af-428e-801d-03e1b1e61d76,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1b183e84-63c1-4a97-9191-a6489a8ec9f1
0,0,Required,15-Mar-2023,location.href = '/Portal/Inspection/Details/eaef1d34-7219-49f3-8fdf-bcbdc0ebe36d' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/eaef1d34-7219-49f3-8fdf-bcbdc0ebe36d,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b6b5c14d-f347-4f3d-a1ae-5579909d04ff
0,0,Required,22-Apr-2024,location.href = '/Portal/Inspection/Details/51307e49-c70f-46b0-b2ca-fe56c54e4932' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/51307e49-c70f-46b0-b2ca-fe56c54e4932,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/23af505e-cd62-4a99-98d1-a0888574e4f5
0,0,Required,27-Oct-2023,location.href = '/Portal/Inspection/Details/27e61a37-91b1-488c-ab47-faae1ee31687' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/27e61a37-91b1-488c-ab47-faae1ee31687,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/23af505e-cd62-4a99-98d1-a0888574e4f5
0,0,Follow-up,25-Oct-2023,location.href = '/Portal/Inspection/Details/d623dffa-14a3-4a00-9085-41ad63e70bb0' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d623dffa-14a3-4a00-9085-41ad63e70bb0,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
1,0,Required,13-Oct-2023,location.href = '/Portal/Inspection/Details/abb02893-204c-4bf5-b92d-f0161dfcc190' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/abb02893-204c-4bf5-b92d-f0161dfcc190,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
0,0,Follow-up,26-May-2023,location.href = '/Portal/Inspection/Details/57d71aa1-4455-4232-85bf-65321ba13a6b' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/57d71aa1-4455-4232-85bf-65321ba13a6b,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
4,2,Required,14-Apr-2023,location.href = '/Portal/Inspection/Details/5aa310ef-4183-471a-b23e-103989c42896' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/5aa310ef-4183-471a-b23e-103989c42896,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
0,0,Follow-up,24-Nov-2022,location.href = '/Portal/Inspection/Details/68d3debc-f85e-4118-8d0e-46b3e84fc912' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/68d3debc-f85e-4118-8d0e-46b3e84fc912,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
3,1,Required,18-Nov-2022,location.href = '/Portal/Inspection/Details/c7aa6f7f-eae8-4849-92b0-7974652ea577' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c7aa6f7f-eae8-4849-92b0-7974652ea577,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8c66783e-2976-43c6-93f2-475bcf96b740
0,0,Required,18-Jan-2024,location.href = '/Portal/Inspection/Details/0159b51b-4cac-4589-992b-4d1992f47cc7' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0159b51b-4cac-4589-992b-4d1992f47cc7,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ffeb8f8f-0a2e-4725-b53c-3ff800df5d85
0,1,Follow-up,13-Jul-2023,location.href = '/Portal/Inspection/Details/5895e776-6466-48cd-b98a-8495eba732d2' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/5895e776-6466-48cd-b98a-8495eba732d2,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ffeb8f8f-0a2e-4725-b53c-3ff800df5d85
3,3,Required,11-Jul-2023,location.href = '/Portal/Inspection/Details/cc31efc8-3684-4611-87e1-fbc5ba6778d9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/cc31efc8-3684-4611-87e1-fbc5ba6778d9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ffeb8f8f-0a2e-4725-b53c-3ff800df5d85
0,0,Required,02-Feb-2023,location.href = '/Portal/Inspection/Details/8acbfb06-99e9-4654-a447-432ba3a0fadb' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8acbfb06-99e9-4654-a447-432ba3a0fadb,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ffeb8f8f-0a2e-4725-b53c-3ff800df5d85
0,1,Required,06-Sep-2022,location.href = '/Portal/Inspection/Details/02c81b2c-0ee5-49d6-9f6d-cbfb38265ea1' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/02c81b2c-0ee5-49d6-9f6d-cbfb38265ea1,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ffeb8f8f-0a2e-4725-b53c-3ff800df5d85
0,0,Required,20-May-2022,location.href = '/Portal/Inspection/Details/8ca0fd3e-4e23-4bd6-806e-3b102f9fe88b' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8ca0fd3e-4e23-4bd6-806e-3b102f9fe88b,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3fbf103c-e03b-424f-a44d-f1b8986b6ab6
1,0,Required,08-Jun-2023,location.href = '/Portal/Inspection/Details/3d237ba9-df19-438c-96d4-08321d56e89e' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3d237ba9-df19-438c-96d4-08321d56e89e,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e100fc85-18b2-4c9c-8e99-e8d029c04872
1,0,Required,07-Jun-2023,location.href = '/Portal/Inspection/Details/a35a1c0a-a9d8-4b1a-a365-cf7b565382f9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a35a1c0a-a9d8-4b1a-a365-cf7b565382f9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1e0dc411-48e7-472b-8a8a-84a6ee37aac3
0,0,Required,20-May-2022,location.href = '/Portal/Inspection/Details/aba19a5a-806c-43e2-be9a-ef131a5388ec' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/aba19a5a-806c-43e2-be9a-ef131a5388ec,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1e0dc411-48e7-472b-8a8a-84a6ee37aac3
0,0,Required,10-Jul-2023,location.href = '/Portal/Inspection/Details/af5c4dcb-f35a-47c0-94fb-496ba206fd85' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/af5c4dcb-f35a-47c0-94fb-496ba206fd85,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b858a0e6-04dc-45ef-935e-59656f071158
1,1,Required,12-Aug-2022,location.href = '/Portal/Inspection/Details/2a3268ba-1356-4efd-9cf2-4547844562e2' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2a3268ba-1356-4efd-9cf2-4547844562e2,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b858a0e6-04dc-45ef-935e-59656f071158
0,1,Required,19-May-2023,location.href = '/Portal/Inspection/Details/9a5c2ba2-8d39-4080-a66d-8ad3d14079a5' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9a5c2ba2-8d39-4080-a66d-8ad3d14079a5,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d9af8d01-88cf-4c5d-9bfd-329a1ddc0890
0,0,Required,18-Jul-2022,location.href = '/Portal/Inspection/Details/87f1d27d-a2c0-40b4-bb0b-fee0b46ade43' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/87f1d27d-a2c0-40b4-bb0b-fee0b46ade43,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d9af8d01-88cf-4c5d-9bfd-329a1ddc0890
0,0,Required,14-Mar-2024,location.href = '/Portal/Inspection/Details/1f334a8d-7b72-45bb-b47d-37cc16d1aadd' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/1f334a8d-7b72-45bb-b47d-37cc16d1aadd,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/80ca0a10-a1c3-4dcc-b90b-05c000cf1adb
0,2,Follow-up,24-Feb-2023,location.href = '/Portal/Inspection/Details/11ca4cf6-bea2-488f-94e2-b323543bae16' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/11ca4cf6-bea2-488f-94e2-b323543bae16,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/80ca0a10-a1c3-4dcc-b90b-05c000cf1adb
0,2,Required,03-Feb-2023,location.href = '/Portal/Inspection/Details/e7bde41c-6723-4b67-983b-12647bf9e037' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e7bde41c-6723-4b67-983b-12647bf9e037,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/80ca0a10-a1c3-4dcc-b90b-05c000cf1adb
0,1,Follow-up,08-Aug-2022,location.href = '/Portal/Inspection/Details/9f215306-1d38-4d0f-a9c6-776d23439381' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9f215306-1d38-4d0f-a9c6-776d23439381,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/80ca0a10-a1c3-4dcc-b90b-05c000cf1adb
0,2,Required,21-Jul-2022,location.href = '/Portal/Inspection/Details/d492fa5e-e320-45d0-b2ac-d055c113fbf9' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d492fa5e-e320-45d0-b2ac-d055c113fbf9,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/80ca0a10-a1c3-4dcc-b90b-05c000cf1adb
2,0,Required,19-Apr-2024,location.href = '/Portal/Inspection/Details/9257ce46-67ff-45ce-9afd-91ac579f1c42' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9257ce46-67ff-45ce-9afd-91ac579f1c42,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
0,0,Required,22-Aug-2023,location.href = '/Portal/Inspection/Details/ee392096-8cb1-4f05-97d7-648a9dad0b30' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ee392096-8cb1-4f05-97d7-648a9dad0b30,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
0,0,Follow-up,30-May-2023,location.href = '/Portal/Inspection/Details/eaad21f9-8545-4864-8bc1-6b9b2af716ef' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/eaad21f9-8545-4864-8bc1-6b9b2af716ef,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
3,0,Required,16-May-2023,location.href = '/Portal/Inspection/Details/2b3f954e-5a76-476c-aea0-6a8850f35098' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2b3f954e-5a76-476c-aea0-6a8850f35098,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
0,0,Follow-up,18-Nov-2022,location.href = '/Portal/Inspection/Details/233079cd-599a-4004-8847-1f7aef512208' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/233079cd-599a-4004-8847-1f7aef512208,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
0,1,Follow-up,18-Oct-2022,location.href = '/Portal/Inspection/Details/560bb5f6-aea2-4492-aa18-61ec7b235b0c' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/560bb5f6-aea2-4492-aa18-61ec7b235b0c,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
1,3,Required,27-Sep-2022,location.href = '/Portal/Inspection/Details/e3acb0d3-4203-41d8-9cb2-4dc201642a84' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e3acb0d3-4203-41d8-9cb2-4dc201642a84,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b3995da-b764-43f4-a7bf-7647d7613a31
0,1,Required,14-Feb-2024,location.href = '/Portal/Inspection/Details/fc382e8c-6d52-4829-b3ac-ccdd01002eb3' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fc382e8c-6d52-4829-b3ac-ccdd01002eb3,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/af45f05e-44bf-432d-8ad5-5600122b0436
0,0,Required,18-Oct-2023,location.href = '/Portal/Inspection/Details/bc86c3ce-b113-4cca-ab15-5e96b30d87a2' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/bc86c3ce-b113-4cca-ab15-5e96b30d87a2,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/af45f05e-44bf-432d-8ad5-5600122b0436
0,0,Follow-up,26-Jul-2023,location.href = '/Portal/Inspection/Details/3570c470-ce88-4d4d-be8f-ba4fc7ccafc6' ,https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3570c470-ce88-4d4d-be8f-ba4fc7ccafc6,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/af45f05e-44bf-432d-8ad5-5600122b0436
