url_inspection_full,inspection_results,actions_taken
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8ca0fd3e-4e23-4bd6-806e-3b102f9fe88b,No results to show,"No Action Required
Certified Food Handler on Duty
Certificate of Inspection Posted"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3d237ba9-df19-438c-96d4-08321d56e89e,"Critical Questions
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Ensure sanitizing solution is available for use at all times while the premises is in operation
Ensure where household bleach is used as a disinfectant, the sanitizing solution is at a concentration no less than 100 ppm
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a35a1c0a-a9d8-4b1a-a365-cf7b565382f9,"Critical Questions
Only Grade A or B domestic hen eggs are offered for sale, displayed, stored, handled, prepared, processed or distributed (C)
Only Grade A or B domestic hen eggs are permitted in a food premises
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Certificate of Inspection Posted
Education Provided On Site
Water Sample Collected
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/aba19a5a-806c-43e2-be9a-ef131a5388ec,No results to show,"Certificate of Inspection Posted
No Action Required
Sample Taken - Water
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/af5c4dcb-f35a-47c0-94fb-496ba206fd85,No results to show,"Certificate of Inspection Posted
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2a3268ba-1356-4efd-9cf2-4547844562e2,"Critical Questions
Food protected from contamination or adulteration (C)
Store all food, including beverages, off the floor to prevent contamination
Not in Compliance
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure rooms where food is handled, processed, packaged, served, transported, manufactured, handled, sold, offered for sale and displayed are maintained in a sanitary condition
Not in Compliance",Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9a5c2ba2-8d39-4080-a66d-8ad3d14079a5,"Critical Questions
No critical questions found.
Non-Critical Questions
Sanitizer test kits are available (NC)
Ensure a sanitizing test kit is provided for all sanitizing agents used within the food premise
Corrected During Inspection","Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/87f1d27d-a2c0-40b4-bb0b-fee0b46ade43,No results to show,"Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/1f334a8d-7b72-45bb-b47d-37cc16d1aadd,No results to show,Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/11ca4cf6-bea2-488f-94e2-b323543bae16,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure floors are kept clean and in good repair
Not in Compliance
Maintain sanitary facilities in a clean and sanitary manner, equipped with all necessary supplies (NC)
Ensure sanitary facility is in good repair
Not in Compliance",Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e7bde41c-6723-4b67-983b-12647bf9e037,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure floors are kept clean and in good repair
Not in Compliance
Maintain sanitary facilities in a clean and sanitary manner, equipped with all necessary supplies (NC)
Ensure sanitary facility is in good repair
Not in Compliance",Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9f215306-1d38-4d0f-a9c6-776d23439381,"Critical Questions
No critical questions found.
Non-Critical Questions
Equipment, utensils, multi-service articles and all surfaces are properly constructed and maintained in good condition (NC)
Ensure equipment, utensils and multi-service articles and food contact surfaces are in good repair
Not in Compliance","Certificate of Inspection Posted
Action Required
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d492fa5e-e320-45d0-b2ac-d055c113fbf9,"Critical Questions
No critical questions found.
Non-Critical Questions
Equipment, utensils, multi-service articles and all surfaces are properly constructed and maintained in good condition (NC)
Ensure equipment, utensils and multi-service articles and food contact surfaces are in good repair
Not in Compliance
Adequate lighting is provided for food preparation and cleaning (NC)
Provide required illumination during all hours of operation
Not in Compliance","Certificate of Inspection Posted
Action Required
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/9257ce46-67ff-45ce-9afd-91ac579f1c42,"Critical Questions
Food protected from contamination or adulteration (C)
Store raw foods separate and below cooked and/or ready-to-eat foods
Corrected During Inspection
Food handlers who come into contact with food and utensils shall do so in a sanitary manner (C)
Ensure food handlers take reasonable precautions to prevent contamination of food by hair
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Certificate of Inspection Posted
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ee392096-8cb1-4f05-97d7-648a9dad0b30,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/eaad21f9-8545-4864-8bc1-6b9b2af716ef,No results to show,"Certificate of Inspection Posted
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2b3f954e-5a76-476c-aea0-6a8850f35098,"Critical Questions
Food premises is protected against the entry and harbouring of pests (C)
Provide tightly sealed entrances and/or screened entrances to prevent the entry of insects, birds, rodents, and other pests
Not in Compliance
Toxic or poisonous substances required for the maintenance of sanitary conditions within the food premises are stored and handled as prescribed in the regulation (C)
Store toxic and/or poisonous substances in compartment separate from food, working surfaces, or utensils
Corrected During Inspection
Food protected from contamination or adulteration (C)
Store raw foods separate and below cooked and/or ready-to-eat foods
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/233079cd-599a-4004-8847-1f7aef512208,No results to show,"Certificate of Inspection Posted
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/560bb5f6-aea2-4492-aa18-61ec7b235b0c,"Critical Questions
No critical questions found.
Non-Critical Questions
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Certificate of Inspection Posted
Food Handler Certification Advised
Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e3acb0d3-4203-41d8-9cb2-4dc201642a84,"Critical Questions
Food premises is protected against the entry and harbouring of pests (C)
Provide tightly sealed entrances and/or screened entrances to prevent the entry of insects, birds, rodents, and other pests
Not in Compliance
Non-Critical Questions
Pest control records are available on site (NC)
Ensure all pest control measures taken are recorded
Ensure all pest control records are retained on-site for at least one year
Have records available for review by a medical officer of health or a public health inspector upon request
Not in Compliance
Sanitizer test kits are available (NC)
Ensure sanitizing test kits are readily available where the sanitization takes place
Not in Compliance
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Certificate of Inspection Posted
Food Handler Certification Advised
Sample Taken - Water
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fc382e8c-6d52-4829-b3ac-ccdd01002eb3,"Critical Questions
No critical questions found.
Non-Critical Questions
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Certificate of Inspection Posted
Action Required
Food Handler Certification Advised"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/bc86c3ce-b113-4cca-ab15-5e96b30d87a2,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3570c470-ce88-4d4d-be8f-ba4fc7ccafc6,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2c535684-3379-456a-951d-08f2fb048c04,"Critical Questions
No critical questions found.
Non-Critical Questions
Ventilation system is maintained to ensure the elimination of odours, fumes, vapours, smoke and excessive heat (NC)
Ensure ventilation system, exhaust hood, filters, and canopy are maintained in a clean and sanitary manner
Not in Compliance
Sanitizer test kits are available (NC)
Ensure a sanitizing test kit is provided for all sanitizing agents used within the food premise
Corrected During Inspection","Certificate of Inspection Posted
Re-Inspection Required
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c879d4a7-99cc-49f8-a370-3e8435e34118,"Critical Questions
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Ensure sanitizing solution is available for use at all times while the premises is in operation
Ensure where household bleach is used as a disinfectant, the sanitizing solution is at a concentration no less than 100 ppm
Corrected During Inspection
Non-Critical Questions
Sanitizer test kits are available (NC)
Ensure a sanitizing test kit is provided for all sanitizing agents used within the food premise
Corrected During Inspection","Certificate of Inspection Posted
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a8a163f1-2ad7-4858-93ac-35ddfebdcb18,"Critical Questions
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Ensure sanitizing solution is available for use at all times while the premises is in operation
Ensure where household bleach is used as a disinfectant, the sanitizing solution is at a concentration no less than 100 ppm
Corrected During Inspection
Non-Critical Questions
Sanitizer test kits are available (NC)
Ensure sanitizing test kits are readily available where the sanitization takes place
Not in Compliance","Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/4e6feab0-b4f1-4030-b97e-bb5f64ac501d,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/cf6c348b-aa3d-4629-825a-6bc42cd0a740,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/09177d46-cde8-4c01-9289-1f58dd156d4f,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f621817c-5f7c-485b-9d09-efeaeff2ce4c,"Critical Questions
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Clean and sanitize food contact surfaces or equipment in between use or as often as necessary
Ensure sanitizing solution is available for use at all times while the premises is in operation
Change sanitizing solution for wiping cloths at a minimum of every 2 hours, or as often as is necessary to maintain the required concentration of the solution
Ensure to change the sanitizing solution when visibly dirty to maintain the required concentration of the solution
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Education Provided On Site
Certificate of Inspection Posted
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a201124a-2769-4708-8ced-3a205a821b27,"Critical Questions
No critical questions found.
Non-Critical Questions
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Food Handler Certification Advised
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7b206ad1-0d6d-494b-9d1a-70cf8f9bd1d1,"Critical Questions
Cloths and towels are maintained in clean, good repair and used for dedicated purposes only (C)
Keep cloths and towels clean, in good repair, and restricted to a single task
Replace cloths and towels as often as necessary to keep in sanitary condition
Ensure wiping cloths are kept in a sanitizing solution when not in use
Corrected During Inspection
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Clean and sanitize food contact surfaces or equipment in between use or as often as necessary
Ensure sanitizing solution is available for use at all times while the premises is in operation
Change sanitizing solution for wiping cloths at a minimum of every 2 hours, or as often as is necessary to maintain the required concentration of the solution
Ensure to change the sanitizing solution when visibly dirty to maintain the required concentration of the solution
Ensure where household bleach is used as a disinfectant, the sanitizing solution is at a concentration no less than 100 ppm
Corrected During Inspection
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure floors are kept clean and in good repair
Ensure rooms where food is handled, processed, packaged, served, transported, manufactured, handled, sold, offered for sale and displayed are maintained in a sanitary condition
Corrected During Inspection
Sanitizer test kits are available (NC)
Ensure a sanitizing test kit is provided for all sanitizing agents used within the food premise
Ensure sanitizing test kits are readily available where the sanitization takes place
Corrected During Inspection
Maintain sanitary facilities in a clean and sanitary manner, equipped with all necessary supplies (NC)
Ensure sanitary facility is kept clean and sanitary
Corrected During Inspection
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Food Handler Certification Advised
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/efc4c334-b714-46ed-a7d9-0bf85512c65d,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/8ab46b4d-8378-42ab-b17a-c90705655876,No results to show,"Certificate of Inspection Posted
Education Provided On Site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e4b8be52-5769-43aa-bf22-5ac9d9d84c93,No results to show,"Certificate of Inspection Posted
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2b0392e0-bb4a-4d7d-8389-4bdbc802a689,"Critical Questions
Food protected from contamination or adulteration (C)
Protect food from contamination and adulteration
Corrected During Inspection
Non-Critical Questions
Surfaces that do not come in contact with food are cleaned and sanitized as often as is necessary to maintain them in a sanitary condition (NC)
Ensure that air vents are clean and free from dust and/or debris
Not in Compliance","Certificate of Inspection Posted
Action Required
Certified Food Handler on site
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ae04444e-6c41-4359-9527-5997bf24d6dd,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
Action Required
Certified Food Handler on site
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3ce15455-9fac-4d9b-a305-bbdc8b35a6bc,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
Re-Inspection Required
Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/628a42f6-5285-4ac2-bae2-330de2ae9025,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/21618b46-464d-4eef-8b9b-30b204548ab8,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/92cf572c-d251-4657-8a68-72b81fa1609c,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/05ba813c-89e3-4d8c-8660-edc90353ea41,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance","Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7b643504-7aad-4d0c-8f62-4d1cc16e6894,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0ff2dda9-032e-4594-a7c8-854ad2a9907e,No results to show,"Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/fd9d602e-1172-47f0-b7f0-fd08794bc7f8,No results to show,"Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c03458fd-975e-47fa-bba5-337f410a8264,No results to show,"Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/f6838e27-6c8f-49c1-9788-1d7ff67ef3da,No results to show,"Certificate of Inspection Posted
Food Handler Recertification Advised
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/49dab383-2a7f-49ed-adcc-af344c73297e,"Critical Questions
No critical questions found.
Non-Critical Questions
Ventilation system is maintained to ensure the elimination of odours, fumes, vapours, smoke and excessive heat (NC)
Ensure ventilation system, exhaust hood, filters, and canopy are maintained in a clean and sanitary manner
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7e7ea886-eeb5-4e74-943f-10393b5d13c9,No results to show,"Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/87946260-6b5c-47d8-b076-dc45a254b238,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/18df0bc3-c9d1-4305-8da8-dd05c323f9a1,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/c0ea6dd4-56b3-446f-a08d-7e0b153dbe68,"Critical Questions
No critical questions found.
Non-Critical Questions
For food service premises, there is at least one food handler or supervisor on the premises who has completed food handler training (NC)
Ensure that there is at least one food handler or supervisor on site who has completed food handler training during every hour in which the premises is operating
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Action Required
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d2060e58-f87b-4499-b911-279044520ca5,"Critical Questions
Cloths and towels are maintained in clean, good repair and used for dedicated purposes only (C)
Keep cloths and towels clean, in good repair, and restricted to a single task
Ensure wiping cloths are kept in a sanitizing solution when not in use
Corrected During Inspection
Multi-service articles, utensils, and food contact surfaces are cleaned and sanitized after each use and as often as is necessary to maintain sanitary condition (C)
Clean and sanitize food contact surfaces or equipment in between use or as often as necessary
Ensure sanitizing solution is available for use at all times while the premises is in operation
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Education Provided On Site
Certificate of Inspection Posted
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/a6a5c6a0-1972-4af8-8e23-5c860a06bf91,"Critical Questions
No critical questions found.
Non-Critical Questions
Surfaces that do not come in contact with food are cleaned and sanitized as often as is necessary to maintain them in a sanitary condition (NC)
Clean and sanitize non-food contact surfaces as often as necessary to maintain them in a sanitary condition
Ensure cabinets are clean and free from dust and/or debris
Not in Compliance","Certificate of Inspection Posted
Re-Inspection Required
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/aa48dd9b-7675-4a15-8952-da13d73e5b16,"Critical Questions
Dedicated hand washing stations provided for food handlers (C)
Ensure hand washing stations are unobstructed and accessible for hand washing
Corrected During Inspection
Food protected from contamination or adulteration (C)
Ensure utensils and multi-service articles are stored in a manner preventing contamination
Corrected During Inspection
Non-Critical Questions
Accurate thermometers are available on site (NC)
Provide an easy-to-read, accurate indicating thermometer to check food storage temperatures
Corrected During Inspection","Certificate of Inspection Posted
Education Provided On Site
Food Handler Education on Site
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/850eb015-3b83-4f49-bc59-ecd98c785b7b,"Critical Questions
Food protected from contamination or adulteration (C)
Ensure utensils and multi-service articles are stored in a manner preventing contamination
Corrected During Inspection
Potentially hazardous food is maintained at 60°C (140°F) or greater (C)
Ensure all potentially hazardous foods are maintained at 60°C (140°F) or greater after cooking
Corrected During Inspection
Non-Critical Questions
Accurate thermometers are available on site (NC)
Provide an easy-to-read, accurate indicating thermometer to check food storage temperatures
Corrected During Inspection","Certificate of Inspection Posted
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0098e046-2513-4547-b3b4-eeb87be4e58c,"Critical Questions
Toxic or poisonous substances required for the maintenance of sanitary conditions within the food premises are stored and handled as prescribed in the regulation (C)
Use toxic and/or poisonous substances in a manner which prevents contamination of food
Corrected During Inspection
Food protected from contamination or adulteration (C)
Ensure utensils and multi-service articles are stored in a manner preventing contamination
Corrected During Inspection
Food handlers who come into contact with food and utensils shall do so in a sanitary manner (C)
Ensure food handlers wear clean outer garments
Ensure food handlers wash hands in between tasks, before starting or resuming food handling
Corrected During Inspection
Non-Critical Questions
Pest control records are available on site (NC)
Ensure all pest control measures taken are recorded
Ensure all pest control records are retained on-site for at least one year
Have records available for review by a medical officer of health or a public health inspector upon request
Not in Compliance
Accurate thermometers are available on site (NC)
Provide an easy-to-read, accurate indicating thermometer to check food storage temperatures
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Food Handler Education on Site
Action Required
Certified Food Handler on site
Re-Inspection Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/b44b0121-1b94-4c1b-a66b-35701cfa45d2,No results to show,"Certificate of Inspection Posted
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/064da7c9-e233-4a2f-9cc4-85e2a6bf2d16,"Critical Questions
No critical questions found.
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance
Ventilation system is maintained to ensure the elimination of odours, fumes, vapours, smoke and excessive heat (NC)
Ensure ventilation system, exhaust hood, filters, and canopy are maintained in a clean and sanitary manner
Not in Compliance",Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/0181e30c-de47-4460-8a3f-df3538df2704,"Critical Questions
Food protected from contamination or adulteration (C) Not in Compliance
Non-Critical Questions
Floors, wall and ceilings are clean, in good repair and maintained in a sanitary manner (NC)
Ensure ceilings are kept clean and in good repair
Not in Compliance
Ventilation system is maintained to ensure the elimination of odours, fumes, vapours, smoke and excessive heat (NC)
Ensure ventilation system, exhaust hood, filters, and canopy are maintained in a clean and sanitary manner
Not in Compliance
Maintain sanitary facilities in a clean and sanitary manner, equipped with all necessary supplies (NC)
Equip sanitary facility with liquid soap in a dispenser
Not in Compliance",Action Required
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/7ab89be6-b466-40d0-bc85-f45c757997ee,No results to show,"Education Provided On Site
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/d966e5ca-0c6a-4ca8-8ae1-4443a8f796e9,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/addb7e45-2920-4493-8179-212e6cddb496,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3ac24df8-b6f2-4842-94ab-6b5edb7da7c6,No results to show,"Education Provided On Site
Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/bbea00bb-3a6c-4a70-a967-280b0d02e73d,No results to show,"Education Provided On Site
Certificate of Inspection Posted
No Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/01dd38a7-d2b9-4005-828b-05d5273bdab1,"Critical Questions
No critical questions found.
Non-Critical Questions
For institutional facilities, food samples are retained and available on site (NC)
Consideration should be given to implementing a policy of retaining 200 grams of ready-to-eat, potentially hazardous foods for each meal
Food samples should be kept in a frozen state for 10 days
Ensure food samples are appropriately labelled
Not in Compliance","Education Provided On Site
Certificate of Inspection Posted
Certified Food Handler on site
No Further Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/1b51a3e3-928e-49d3-8e4c-1aa431088269,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Action Required
Certified Food Handler on site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/ea839cf4-6db9-4c43-ab42-749719c024a8,No results to show,"Education Provided On Site
Certificate of Inspection Posted
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/3e33330b-636f-4882-9918-6d674581e040,No results to show,"Certificate of Inspection Posted
Education Provided On Site
Fire Department
Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/93025a39-5d0f-4675-8b46-d7b919e70722,No results to show,"Certificate of Inspection Posted
Food Handler Certification Advised
No Action Required
Food Handler Education on Site"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/2f03e7f4-3d94-4009-85c6-02913246e175,No results to show,"Certificate of Inspection Posted
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/24577215-58ab-43bb-b4fa-5572b275dbe0,"Critical Questions
Mechanical dishwashing requirements are met, if applicable (C)
Ensure wash water is between 60°C (140°F) and 71°C (160°F)
Ensure hot water sanitizer is maintained at 82°C (180°F) or greater for a minimum of 10 seconds
Corrected During Inspection
Non-Critical Questions
No non-critical questions found.","Certificate of Inspection Posted
Certified Food Handler on site
No Action Required"
https://inspectourcommunity.hnhss.ca/Portal/Inspection/Details/e9e1acf8-1f6e-494b-8b03-651ef3d782e0,"Critical Questions
No critical questions found.
Non-Critical Questions
Accurate thermometers are available on site (NC) Corrected During Inspection","Certificate of Inspection Posted
Food Handler Certification Advised
No Action Required
Certified Food Handler on site"
