Facility Name,Facility Type,Last Inspection Date,Site Address,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Pine Grove Esso - Well Supply,Other,07-Dec-2022,489 McDowell Rd E Simcoe ON N3Y 4J9,location.href = '/Portal/Facility/Details/14e174c9-b913-4ccf-8bde-d117aa5d72c0' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/14e174c9-b913-4ccf-8bde-d117aa5d72c0
Pine Valley Golf Club - Well Supply,Recreational Facility/Grounds (e.g. soccer park),,1148 Highway 24 E Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/12bd3299-e19d-4810-a9f6-ff87a9eccbc0' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/12bd3299-e19d-4810-a9f6-ff87a9eccbc0
Port Dover Cemetery - Well Supply,Other,,309 Blue Line Rd Port Dover ON N0A 1N2,location.href = '/Portal/Facility/Details/ec34d49b-c49a-4b74-98d2-d53a9c614d8c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ec34d49b-c49a-4b74-98d2-d53a9c614d8c
Port Dover Golf Club - Well Supply,Recreational Facility/Grounds (e.g. soccer park),,580 Lynn Valley Rd Port Dover ON N0A 1N0,location.href = '/Portal/Facility/Details/75b33101-45fd-44f1-9e99-b4c42a6d7828' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/75b33101-45fd-44f1-9e99-b4c42a6d7828
Port Maitland Marina Ltd - Cistern Supply,Recreational Facility/Grounds (e.g. soccer park),29-Aug-2023,459 Port Maitland Road Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/5a649f2e-87cf-4893-bc25-6ecaa8f84c83' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5a649f2e-87cf-4893-bc25-6ecaa8f84c83
Port Rowan Mennonite Brethren Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,465 1st Concession Rd Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/81138175-1248-4b65-9ded-b1675ce5a439' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/81138175-1248-4b65-9ded-b1675ce5a439
Rainham Mennonite Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,173 Fisherville Rd Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/0cc65006-6c18-4dd0-98c9-8436840305cd' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0cc65006-6c18-4dd0-98c9-8436840305cd
Reale Grande Trailer Park - Well Supply,Trailer Park/Campground,,2431 Haldimand Hwy. 54 Caledonia ON,location.href = '/Portal/Facility/Details/4a581a1b-c197-4c20-be3e-94822339c522' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4a581a1b-c197-4c20-be3e-94822339c522
Redeemer Evangelical Lutheran Church,"Communal Gathering Facility (e.g. church, hall)",,B-27 Erie St S Fisherville ON N0A 1G0,location.href = '/Portal/Facility/Details/44813633-c0b7-4f4d-8843-cd4823d0fe0c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/44813633-c0b7-4f4d-8843-cd4823d0fe0c
Reinland Mennonite Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,934 Regional Rd 28 Clear Creek ON N0E 1C0,location.href = '/Portal/Facility/Details/11d95c03-366c-4089-9e5d-4cff9ca37cbf' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/11d95c03-366c-4089-9e5d-4cff9ca37cbf
Richard Sloot's Water Truck Service,Water Hauler,,R.R. #1 Willsonville ON N0E 1Z0,location.href = '/Portal/Facility/Details/c45fc9cc-b005-44ea-a3ec-cef7bc740da3' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c45fc9cc-b005-44ea-a3ec-cef7bc740da3
Richardson's Farm Market & Corn Maze - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,131 River Rd Dunnville ON N1A 2W3,location.href = '/Portal/Facility/Details/9af9d9c9-c24a-483e-bb7a-0e3a8dc42aa7' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9af9d9c9-c24a-483e-bb7a-0e3a8dc42aa7
Rock Point Provincial Park - Surface Water Supply,Recreational Facility/Grounds (e.g. soccer park),04-Jul-2023,215 Niece Road Dunnville ON N1A 2X5,location.href = '/Portal/Facility/Details/2b72210e-0279-4ff2-9af7-93461fb70249' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b72210e-0279-4ff2-9af7-93461fb70249
Ron's No Frills - Well Supply,Other,,160 Main St S Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/86eba4a0-e3c5-42e9-9ced-f8b1be25b9ae' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/86eba4a0-e3c5-42e9-9ced-f8b1be25b9ae
Sacred Heart Roman Catholic Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,24 Albert St Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/f8b5db39-7993-43b5-8fc5-5f49ae686394' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f8b5db39-7993-43b5-8fc5-5f49ae686394
Sand Hill Park - Well Supply,Trailer Park/Campground,,930 Lakeshore Rd Port Burwell ON N0J 1T0,location.href = '/Portal/Facility/Details/caaa3cbc-64a0-44a3-aa52-d5aed6ea4561' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/caaa3cbc-64a0-44a3-aa52-d5aed6ea4561
Sandboy Marina Surface - Water Supply,Trailer Park/Campground,,610 Highway 59 S Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/9376f67c-d9b2-478c-a984-62e1bc39a09c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9376f67c-d9b2-478c-a984-62e1bc39a09c
Sandusk Golf Club - Cistern Supply,Recreational Facility/Grounds (e.g. soccer park),,1445 Sandusk Rd Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/81bcd095-2616-4429-a042-0b15db07e42e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/81bcd095-2616-4429-a042-0b15db07e42e
Sandy Shore Trailer Park - Well Supply,Trailer Park/Campground,29-Aug-2023,367 Niece Road Lowbanks ON N0A 1K0,location.href = '/Portal/Facility/Details/faed1315-3eea-42af-9549-05b7bd66baab' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/faed1315-3eea-42af-9549-05b7bd66baab
Scattered Blessing Beauty and Spa - Cistern Supply,Other,18-Jan-2023,8 Erie Ave N Fisherville ON N0A 1G0,location.href = '/Portal/Facility/Details/9113bb49-85ed-4aea-9a01-1ba14f23c799' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9113bb49-85ed-4aea-9a01-1ba14f23c799
Schweyer's Water Haulage - Truck 1 (Lic. AR 46291),Water Hauler,,1104 Concession 13 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/dbabfcee-4647-40a6-a7bc-2b6bb6e55c10' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dbabfcee-4647-40a6-a7bc-2b6bb6e55c10
Schweyer's Water Haulage - Truck 2 (Lic. AS 51644),Water Hauler,,1104 Concession 13 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/9d589c39-2a70-4624-9ba0-c870c6047757' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9d589c39-2a70-4624-9ba0-c870c6047757
Selkirk Baptist Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,17 Kent St Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/3b06cf64-ec65-48b2-97bf-ae94dd8f0d8f' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3b06cf64-ec65-48b2-97bf-ae94dd8f0d8f
Selkirk Christian Chapel - Cistern Water Supply (Potable),"Communal Gathering Facility (e.g. church, hall)",23-Nov-2023,20 Erie Street North Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/704a116c-cf5b-4e9f-82ba-96e283efc49b' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/704a116c-cf5b-4e9f-82ba-96e283efc49b
Selkirk Provincial Park - Surface Water Supply - Surface Water Supply,Recreational Facility/Grounds (e.g. soccer park),20-Sep-2023,151 Wheeler Road Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/a25359b8-c0a7-4388-9b6d-e8e0a5db857a' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a25359b8-c0a7-4388-9b6d-e8e0a5db857a
Shane McLeod Water Hauler,Water Hauler,,4870 Hwy 6 Caledonia N3W 1Z7,location.href = '/Portal/Facility/Details/127ac3cc-5218-4544-b994-bc3dd49de34c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/127ac3cc-5218-4544-b994-bc3dd49de34c
Shared Harvest Community Farm - Well Supply,Food Premise,29-Apr-2024,834 Northshore Drive Dunnville ON N1A 2W5,location.href = '/Portal/Facility/Details/184de4f4-341e-4ccc-aba6-0d44bf5f8665' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/184de4f4-341e-4ccc-aba6-0d44bf5f8665
Shelly's Family Dining & Catering Service - Surface Water Supply,Food Premise,,1192 Red. Rd 8 (Kohler Rd.) Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/ec799372-7a1a-4f06-a039-0a7217ce74c2' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ec799372-7a1a-4f06-a039-0a7217ce74c2
Sherbrooke Baptist Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,1983 Lakeshore Rd. East Lowbanks ON N0A 1K0,location.href = '/Portal/Facility/Details/dce3facb-040d-494d-a55b-a59eedbc16f9' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dce3facb-040d-494d-a55b-a59eedbc16f9
Shirton Water Haulage - AL 24378,Water Hauler,,45 Swayze Rd Dunnville ON N1A 2W1,location.href = '/Portal/Facility/Details/37e4c366-1007-4f1c-91f7-7bf8c7714901' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/37e4c366-1007-4f1c-91f7-7bf8c7714901
Shirton Water Haulage - AN 16712,Water Hauler,,45 Swayze Rd Dunnville ON N1A 2W1,location.href = '/Portal/Facility/Details/70ac863e-2e3c-4fc2-a3b9-6f81f11fb8af' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/70ac863e-2e3c-4fc2-a3b9-6f81f11fb8af
Shirton Water Haulage - Truck 40,Water Hauler,,45 Swayze Rd Dunnville ON N1A 2W1,location.href = '/Portal/Facility/Details/0a983963-0ed8-4512-bb99-d7ac687e3271' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0a983963-0ed8-4512-bb99-d7ac687e3271
Smoke & Gamble Winery (Frisky Beaver) - Well Supply,Food Premise,18-Jan-2024,455 Radical Road Simcoe Ontario N3Y 4K2,location.href = '/Portal/Facility/Details/3bcae93a-45d0-423c-b682-9e0e71348901' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3bcae93a-45d0-423c-b682-9e0e71348901
South Cayuga Baptist Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,3475 Haldimand Rd 20 Dunnville ON N1A 2W3,location.href = '/Portal/Facility/Details/911585bb-2e88-40c3-af77-73992b00d4e6' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/911585bb-2e88-40c3-af77-73992b00d4e6
South Cayuga Community Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,6182 Rainham Rd Cayuga ON N1A 2W8,location.href = '/Portal/Facility/Details/395ca845-ffda-44c2-9e9c-6cd69db01300' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/395ca845-ffda-44c2-9e9c-6cd69db01300
Springvale Be In Christ Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",07-Nov-2023,2602 Haldimand Rd 55 Springvale ON N0A 1H0,location.href = '/Portal/Facility/Details/c1b89a65-5643-4364-bcb3-6214e6eaaa09' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c1b89a65-5643-4364-bcb3-6214e6eaaa09
Springvale United Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",14-Nov-2023,2647 County Road 55 Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/573ac907-5055-4b15-b226-ab6e51554266' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/573ac907-5055-4b15-b226-ab6e51554266
Springview Farm Golf Course - Well Supply,Recreational Facility/Grounds (e.g. soccer park),,657 Culver Rd Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/f95b04ab-182c-4978-9fa1-552cdaf2b81d' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f95b04ab-182c-4978-9fa1-552cdaf2b81d
St. Andrews United Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,1557 Old Brock St Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/a3d08ecb-f447-4534-8904-284bce97e37b' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a3d08ecb-f447-4534-8904-284bce97e37b
St. John's Anglican Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,378 Cheapside Rd Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/63432c10-c421-42ff-90af-439a3a1c12da' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/63432c10-c421-42ff-90af-439a3a1c12da
St. John's Anglican Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,3 Nelles St York ON N0A 1E0,location.href = '/Portal/Facility/Details/19995302-b6fa-4123-8cf8-129c23d14861' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/19995302-b6fa-4123-8cf8-129c23d14861
St. John's Anglican Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,143 Hald-Dunn Townline Rd Cayuga ON,location.href = '/Portal/Facility/Details/0204fb06-a912-4c80-a46d-f328de49b088' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/0204fb06-a912-4c80-a46d-f328de49b088
St. John's Anglican Church Hall - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,879 Norfolk St S Simcoe ON N3Y 4K2,location.href = '/Portal/Facility/Details/3f2ca8aa-df93-49c0-8a38-cdd6366fc23d' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3f2ca8aa-df93-49c0-8a38-cdd6366fc23d
St. Michael's Mission Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,978 St. John's Rd W Simcoe ON N3Y 4K1,location.href = '/Portal/Facility/Details/4dbf64e5-8a39-478e-867d-35e46f658c43' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4dbf64e5-8a39-478e-867d-35e46f658c43
St. Williams Gas & Variety - Well Supply,Other,31-Oct-2022,5 Highway 24 E St. Williams ON N0E 1P0,location.href = '/Portal/Facility/Details/b67008ec-9b29-4424-8f12-39281d44381e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b67008ec-9b29-4424-8f12-39281d44381e
Star Motel Well Supply,Lodging Facility,22-Jun-2023,2499 Hwy 3 Jarvis N0A 1J0,location.href = '/Portal/Facility/Details/8261e1f0-6c24-4333-9097-6fa39813091c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8261e1f0-6c24-4333-9097-6fa39813091c
Sun Retreats Turkey Point Well Supply,Trailer Park/Campground,,61 Mole Side Road Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/4617dce0-938c-4e50-bcbd-cd18bac81c16' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4617dce0-938c-4e50-bcbd-cd18bac81c16
Sunflower Cafe - Cistern Supply,Food Premise,,1 Main St W Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/66cf4e95-1131-48e1-a0b1-7d28d7207675' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/66cf4e95-1131-48e1-a0b1-7d28d7207675
Sunnibank Park - Cistern Supply,Trailer Park/Campground,,15 Reg. Rd 17 (Old River Rd.) Dunnville ON N1A 2W4,location.href = '/Portal/Facility/Details/9c15217d-6170-4157-9078-0cbf7d829e14' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9c15217d-6170-4157-9078-0cbf7d829e14
Sweets Corners Christian Church - Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",,5356 Rainham Rd Selkirk ON,location.href = '/Portal/Facility/Details/283c93d5-f59e-495e-b3c4-3e746c24a8fc' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/283c93d5-f59e-495e-b3c4-3e746c24a8fc
Taquanyah Nature Centre Cistern System,Other,27-Sep-2022,870 Townline Rd. W Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/34acef29-586f-474e-9a1e-bc3657434c6e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/34acef29-586f-474e-9a1e-bc3657434c6e
The Catherwood & The Kiln - Well Supply,Food Premise,05-Mar-2024,1560 Old Brock St Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b2e1ad36-2f52-4e80-aa0b-0e1334016792' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b2e1ad36-2f52-4e80-aa0b-0e1334016792
The Good Bread Company (Church) Well Supply,Food Premise,,15 Lamport Street Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/1654af3e-2998-476d-9a22-1f7c24c68a39' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1654af3e-2998-476d-9a22-1f7c24c68a39
The Greens At Renton - Well Supply,Food Premise,,969 Concession 14 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/59daed99-8cc2-4a0a-928e-36936eb59214' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/59daed99-8cc2-4a0a-928e-36936eb59214
The Mission - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,1156 Norfolk County Rd 28 Langton ON N0E 1G0,location.href = '/Portal/Facility/Details/b2fd27aa-6877-4b34-b014-cbe58c188952' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b2fd27aa-6877-4b34-b014-cbe58c188952
The Perks of Norfolk - Well Supply,Food Premise,,2619 Cockshutt Rd Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/a5ee22c9-4d91-4609-88e9-221f49fe4878' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a5ee22c9-4d91-4609-88e9-221f49fe4878
The Point Tent & Trailer - Well Supply,Trailer Park/Campground,,918 Charlotteville Rd 2 Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/fe2132de-8868-4cb4-97d5-661072f0fe5f' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fe2132de-8868-4cb4-97d5-661072f0fe5f
The Roost Restaurant (Ramblin' Road Brewery Farm),Food Premise,24-Apr-2024,2970 Swimming Pool Rd La Salette ON N0E 1H0,location.href = '/Portal/Facility/Details/7a26cb2b-205a-46f3-943e-ab087fdd73e4' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7a26cb2b-205a-46f3-943e-ab087fdd73e4
The Selkirk Social - Cistern Supply,Food Premise,01-May-2023,7 Main Street E Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/69b98473-9403-414d-8394-65b827844ce8' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/69b98473-9403-414d-8394-65b827844ce8
The Throwdown Chef - Well Supply,Food Premise,,180 Haldimand Rd 20 Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/ae5d6306-e1da-4942-9e93-597cdaed1227' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/ae5d6306-e1da-4942-9e93-597cdaed1227
Three Seasons Ice Cream Parlour - Cistern Supply,Food Premise,28-Mar-2024,4875 Rainham Rd Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/fa0e0cb6-94e2-43ce-96a1-7fcef84ff541' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/fa0e0cb6-94e2-43ce-96a1-7fcef84ff541
Tietz Water Haulage,Water Hauler,,1172 Concession 6 Jarvis ON N0A 1J0,location.href = '/Portal/Facility/Details/dfd3e069-1183-466d-8d97-a917ddcca79c' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfd3e069-1183-466d-8d97-a917ddcca79c
Tillsonview Fairways - Well Supply - Well Supply,Recreational Facility/Grounds (e.g. soccer park),31-Aug-2023,380 3rd Concession Road Tillsonburg ON N4G 4G9,location.href = '/Portal/Facility/Details/5c0892a9-1a6b-47d3-8323-69cf2aa9e331' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/5c0892a9-1a6b-47d3-8323-69cf2aa9e331
Tim Horton's - Well Supply,Food Premise,,401 Simcoe St Tillsonburg ON N4G 2J7,location.href = '/Portal/Facility/Details/b604e706-2b71-4720-84a9-703118707fe0' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b604e706-2b71-4720-84a9-703118707fe0
Toronto Motorsports Food Concession - Cistern Supply,Recreational Facility/Grounds (e.g. soccer park),19-Dec-2022,1040 Kohler Rd Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/7c508970-86fc-441f-802b-b4d6c4a88d44' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/7c508970-86fc-441f-802b-b4d6c4a88d44
Toronto Motorsports North Washroom - Well Supply,Recreational Facility/Grounds (e.g. soccer park),31-Aug-2022,1040 Kohler Rd Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/884b102b-7231-40b1-9bdf-2da65c2a14b4' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/884b102b-7231-40b1-9bdf-2da65c2a14b4
Toronto Motorsports South Washroom - Cistern Supply,Recreational Facility/Grounds (e.g. soccer park),31-Aug-2022,1040 Kohler Rd Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/1e88337c-1576-4dd7-be56-975e1bda633b' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1e88337c-1576-4dd7-be56-975e1bda633b
Toronto Motorsports Tower - Cistern Supply,Recreational Facility/Grounds (e.g. soccer park),31-Aug-2022,1040 Kohler Rd Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/8103dc57-39e2-4887-b35a-42b08b70a47b' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8103dc57-39e2-4887-b35a-42b08b70a47b
Town & Country Foods - Water Supply,Other,,4 Main St E Selkirk ON N0A 1P0,location.href = '/Portal/Facility/Details/a88b000f-8d40-4398-8626-d22e892537bf' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a88b000f-8d40-4398-8626-d22e892537bf
Trickett's Water Service - Truck - H2O 1,Water Hauler,,1666 Highway 59 Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/44f0e2ca-785c-43b3-af27-32aac5a8fc9f' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/44f0e2ca-785c-43b3-af27-32aac5a8fc9f
Trickett's Water Service - Truck - H2O 3,Water Hauler,,1666 Hwy 59 Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/222bf1b4-22ac-4795-83a1-d4ce86520842' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/222bf1b4-22ac-4795-83a1-d4ce86520842
Trickett's Water Service - Truck - H2O 4,Water Hauler,,1666 Highway 59 Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/1451b0fc-16c5-49c6-a4e2-22b0d1a22c5a' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/1451b0fc-16c5-49c6-a4e2-22b0d1a22c5a
Trillium Court RV Centre & Trailer Park - Well Supply,Trailer Park/Campground,27-Jun-2023,1532 Highway 59 Port Rowan ON N0E 1M0,location.href = '/Portal/Facility/Details/83563f23-bb12-437c-9759-217a9de55cef' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/83563f23-bb12-437c-9759-217a9de55cef
Trinity Canadian Reformed Church,"Communal Gathering Facility (e.g. church, hall)",,32 Unity Rd Caledonia ON N3W 1Y2,location.href = '/Portal/Facility/Details/00eeb233-6728-4d46-afa0-966b1ca6fee4' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/00eeb233-6728-4d46-afa0-966b1ca6fee4
Trinity Lutheran Church,"Communal Gathering Facility (e.g. church, hall)",,30 Erie Ave N Fisherville ON N0A 1G0,location.href = '/Portal/Facility/Details/066d20f6-6c64-4cb9-83ae-12bc0036dfc0' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/066d20f6-6c64-4cb9-83ae-12bc0036dfc0
"Triple ""C"" Camp - Well Supply",Trailer Park/Campground,,2674 Front Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/8a19c2d0-9496-40a8-96aa-037f8e3db29e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/8a19c2d0-9496-40a8-96aa-037f8e3db29e
Turkey Point Provincial Park - Well Supply,Trailer Park/Campground,17-Aug-2023,194 Turkey Point Road Turkey Point ON N0E 1T0 (P.O. Box #5),location.href = '/Portal/Facility/Details/f39d7ce9-8a3e-4aca-b908-d3e0106d91a6' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f39d7ce9-8a3e-4aca-b908-d3e0106d91a6
Tyrrell Baptist Church,"Communal Gathering Facility (e.g. church, hall)",21-Dec-2022,962 Concession 13 Townsend Simcoe ON N3Y 4K3,location.href = '/Portal/Facility/Details/9bc5f6c2-e8d5-4855-b3e1-7f4969abbd55' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9bc5f6c2-e8d5-4855-b3e1-7f4969abbd55
