Facility Name,Site Address,Community,Facility Type,url_entity_partial,category,Enforcement,Action Taken,Status,Date of Issuance,Details,Status Date,url_entity_full
Bayshore Landing,140 Dunlop St E  Barrie ON L4M 6H9,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/2f95536e-37b1-4a4a-99b9-613a1bb671f0' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2f95536e-37b1-4a4a-99b9-613a1bb671f0
Bayshore Landing,140 Dunlop St E  Barrie ON L4M 6H9,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/4a4f1b19-4a3b-4695-a884-d1da6732e7a4' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4a4f1b19-4a3b-4695-a884-d1da6732e7a4
Bayshore Village,1 Hayloft Lane  Brechin ON L0K 1B0,Brechin,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/e7dc9a4b-2f07-4c83-940e-9ef5285142dc' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e7dc9a4b-2f07-4c83-940e-9ef5285142dc
Bayview Wildwood Resort,1500 Port Stanton Pkwy  Severn Bridge ON P0E 1N0,Severn Bridge,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/871d7c6f-7e0f-4b15-971d-9db25538b1d6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/871d7c6f-7e0f-4b15-971d-9db25538b1d6
Bayview Wildwood Resort,1500 Port Stanton Pkwy  Severn Bridge ON P0E 1N0,Severn Bridge,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/6dc627da-618c-454f-b1e8-02931c494b7f' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6dc627da-618c-454f-b1e8-02931c494b7f
Beach Club,160 Main St  Wasaga Beach ON L9Z 2L3,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/2544c4f0-eb34-4745-bbd4-cf37a4b0bf0b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/2544c4f0-eb34-4745-bbd4-cf37a4b0bf0b
Beacon Bay Marina,37 Champlain Rd  Penetanguishene ON L9M 1S1,Penetanguishene,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/b83ffde2-d51f-4251-b1fe-3e7cb7ea9839' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b83ffde2-d51f-4251-b1fe-3e7cb7ea9839
Bee Happy Campground,1181 Big Bay Point Rd  Innisfil ON L9S 2N6,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/38d88325-626c-4ef3-a94f-f9e6961a73c2' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/38d88325-626c-4ef3-a94f-f9e6961a73c2
Beer Spa - Spa 1,1006 Clear Lake  Road Torrance ON P0C 1M0,Torrance,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/98e0aa13-b30b-4dda-aa80-e41bbf2b88ea' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/98e0aa13-b30b-4dda-aa80-e41bbf2b88ea
Beer Spa - Spa 2,1006 Clear Lake  Road Torrance ON P0C 1M0,Torrance,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/bb2dbc30-a627-4a38-bf41-80297f564076' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bb2dbc30-a627-4a38-bf41-80297f564076
Beer Spa Pool,"1006 Clear Lake  Road, Torrance ON P0C 1M0",Torrance,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/5b20bad4-3f51-438b-b429-77921457ec1f' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5b20bad4-3f51-438b-b429-77921457ec1f
Beeton Splashpad,20 Second St  Beeton ON L0G 1A0,Beeton,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/e8b9147a-8c3c-449d-a86c-624293a038ae' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e8b9147a-8c3c-449d-a86c-624293a038ae
Bell Falls Family Camping,1927 Rosemount Road  Waubaushene ON L0K 2C0,Waubaushene,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/c7ad5657-d7db-4852-87bd-3ab05b3e0f7c' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c7ad5657-d7db-4852-87bd-3ab05b3e0f7c
Bent River Campground,3051 Highway 141 W  Bent River ON P0B 1M0,Bent River,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/f77d5fa1-9cc6-4565-b454-6dc737f47e84' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f77d5fa1-9cc6-4565-b454-6dc737f47e84
Best Western Plus,35 Hart Dr  Barrie ON L4N 5M3,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/be5c169c-caf9-498b-8952-2353be27fe2c' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/be5c169c-caf9-498b-8952-2353be27fe2c
Best Western Plus,86 Howland Dr  Huntsville ON P1H 1M3,Huntsville,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/9506f26c-2a47-47b9-b3a2-2b6022a42a13' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9506f26c-2a47-47b9-b3a2-2b6022a42a13
Beyond Buoyancy Aquatics,3077 side Road  5 Bradford ON L3Z 3W6,Bradford,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/39ba8ef4-af85-41af-8d06-da26e933befd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/39ba8ef4-af85-41af-8d06-da26e933befd
Big Splash Swimming Academy,2-470 Huronia Road  Barrie ON L4N 6M2,Barrie,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/21eb8343-abcd-4a3f-bafd-1f6c3cd5a37e' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/21eb8343-abcd-4a3f-bafd-1f6c3cd5a37e
Birchglen,101-143 Edgehill Drive  Barrie ON L4N 1L9,Barrie,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/1fa4e833-d7d9-4b87-99ab-8584e1c686df' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1fa4e833-d7d9-4b87-99ab-8584e1c686df
Blue Fairway Rec Centre,25 Carpenter Street  Collingwood ON L9Y 0Z5,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/045d38e4-d44a-4e20-b669-d274ff9fa2d8' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/045d38e4-d44a-4e20-b669-d274ff9fa2d8
Blue Shores,78 Waterfront Circle  Collingwood ON L9Y 1B3,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/99ad12b2-5ac1-418a-b636-ded89b1f2399' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/99ad12b2-5ac1-418a-b636-ded89b1f2399
Blue Shores,78 Waterfront Circle  Collingwood ON L9Y 1B3,Collingwood,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/f11ac317-f670-4b31-be27-eef83dd87095' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f11ac317-f670-4b31-be27-eef83dd87095
Blue Shores,78 Waterfront Circle  Collingwood ON L9Y 1B3,Collingwood,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/611cf18e-b0a8-4f5f-b0b8-4bbb0552efff' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/611cf18e-b0a8-4f5f-b0b8-4bbb0552efff
Blue Water Acres Resort,1052 Rat Bay Rd  Huntsville ON P1H 2J6,Lake of Bays,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/5022df46-3e42-4bdb-b14e-be2e57bd26e6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5022df46-3e42-4bdb-b14e-be2e57bd26e6
Blue Water Acres Resort - Pool,1052 Rat Bay Rd  Huntsville ON P1H 2J6,Lake of Bays,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/e556d947-13c0-4f18-8d40-c36bc77c94b1' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e556d947-13c0-4f18-8d40-c36bc77c94b1
Blue Water Condominium,39 Waterview Rd  Wasaga Beach ON L9Z 0E9,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/4007a324-80d9-41e9-ac54-7dfce3a55ae9' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4007a324-80d9-41e9-ac54-7dfce3a55ae9
Bracebridge Sportsplex - Lap Pool,110 Clearbrooke Trail  Bracebridge ON P1L 1V9,Bracebridge,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/f766c9cb-f5b3-4d56-adce-12ba2218bd57' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f766c9cb-f5b3-4d56-adce-12ba2218bd57
Bracebridge Sportsplex - Leisure Kiddie Pool,110 Clearbrooke Trail  Bracebridge ON P1L 1V9,Bracebridge,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/8d7669a5-2fc3-4992-b874-36f399869c25' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8d7669a5-2fc3-4992-b874-36f399869c25
Bracebridge Sportsplex - Therapy Pool,110 Clearbrooke Trail  Bracebridge ON P1L 1V9,Bracebridge,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/b4775ee5-6352-409e-9888-a6bbf69776e0' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b4775ee5-6352-409e-9888-a6bbf69776e0
Bradford West Gwillimbury Leisure Centre- relaxation pool,471 West Park Ave  Bradford ON L3Z 0J3,Bradford,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/f36ea7db-fc75-47bc-a016-983e1747abef' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f36ea7db-fc75-47bc-a016-983e1747abef
Bradford West Gwillimbury Leisure Centre-Lap Pool,471 West Park Avenue  Bradford ON L3Z 0J3,Bradford,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/ef455581-8137-466e-a8ae-e6ccf5e5e6af' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ef455581-8137-466e-a8ae-e6ccf5e5e6af
Bradford West Gwillimbury Leisure Centre-Leisure pool,471 West Park Avenue  Bradford ON L3Z 0J3,Bradford,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/47309287-aed0-4e98-9948-a23ea4d15c47' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/47309287-aed0-4e98-9948-a23ea4d15c47
Briarwood Pool,3 Green Briar Drive  Collingwood ON L9Y 5H9,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/1ad3415e-8ede-4de0-999e-fd23aa17f8ea' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1ad3415e-8ede-4de0-999e-fd23aa17f8ea
Camp Hillbilly Estates,1633 Highway 11 S  Kilworthy ON P0E 1G0,Kilworthy,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/c026b667-1280-460e-bfd9-584dca5a406b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c026b667-1280-460e-bfd9-584dca5a406b
Camping in Muskoka,1083 Reay Rd E  Gravenhurst ON P1P 1R3,Gravenhurst,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/948213e5-151a-4e5b-9ed5-123622c237ab' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/948213e5-151a-4e5b-9ed5-123622c237ab
Camping in Muskoka,1083 Reay Rd  Gravenhurst ON P1P 1R3,Gravenhurst,Wading Pool - Outdoor,location.href = '/Facility/Details/4873cc8b-df9c-43ab-add1-167e0e5592d3' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4873cc8b-df9c-43ab-add1-167e0e5592d3
Canada Summit Centre - Spa,20 Park Dr  Huntsville ON P1H 1P5,Huntsville,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/cbd14f7d-fb45-4116-9ecf-2a81f1245561' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/cbd14f7d-fb45-4116-9ecf-2a81f1245561
Canada Summit Centre - Large Pool,20 Park Dr  Huntsville ON P1H 1P5,Huntsville,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/a38518dd-ecde-495f-adc4-f609b01b0899' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a38518dd-ecde-495f-adc4-f609b01b0899
Canada Summit Centre - Small Pool,20 Park Dr  Huntsville ON P1H 1P5,Huntsville,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/e354b6bc-50e8-47d5-9345-f07275afce4d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e354b6bc-50e8-47d5-9345-f07275afce4d
Carriage County Club,90 Highland Dr  Oro-Medonte ON L0L 2L0,Oro-Medonte,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/40f6f6d7-d2a4-47d1-ac0b-a5f3e0b2d5c6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/40f6f6d7-d2a4-47d1-ac0b-a5f3e0b2d5c6
Carriage County Club,90 Highland Dr  Oro-Medonte ON L0L 2L0,Oro-Medonte,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/7b8fd934-0d36-481e-8b2d-7e85b1e2c3e6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7b8fd934-0d36-481e-8b2d-7e85b1e2c3e6
Cedar Lane Motel,729 Cedar Lane  Bracebridge ON P1L 0A1,Bracebridge,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/b6264980-8b96-40e8-8747-85f53c595bbe' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b6264980-8b96-40e8-8747-85f53c595bbe
Chartwell Allandale Station Retirement Residence,357 Yonge Street  Barrie ON L4N 4C9,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/daa72724-107d-43c2-87ed-6cd3c5c8c1b5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/daa72724-107d-43c2-87ed-6cd3c5c8c1b5
Christie's Mill Inn and Spa,263 Port Severn rd N  Port Severn ON L0K 2S0,Port Severn,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/54ef01b7-f6b1-4d52-bfb1-92c95dc464ad' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/54ef01b7-f6b1-4d52-bfb1-92c95dc464ad
Christie's Mill Inn and Spa,263 Port Severn rd N  Port Severn ON L0K 2S0,Port Severn,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/b0fece64-22e5-4f76-a20d-eb537b8272a2' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b0fece64-22e5-4f76-a20d-eb537b8272a2
Clayt French Park,114 Atlantis Dr  Orillia ON L3V 0A8,Orillia,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/670905a5-8d38-4442-90cb-df7e68b98455' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/670905a5-8d38-4442-90cb-df7e68b98455
Collingwood Centennial - Large Pool,451 Third Street  Collingwood ON L9Y 3Z5,Collingwood,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/4b274a74-97bc-4872-bced-968c99170567' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4b274a74-97bc-4872-bced-968c99170567
Collingwood Centennial - Small Pool,451 Third St  Collingwood ON L9Y 3Z5,Collingwood,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/7828139a-928f-4a03-9e55-3ac94a65e0dd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7828139a-928f-4a03-9e55-3ac94a65e0dd
Cookstown Community Park - Splash pad,20 Church Street  Cookstown ON L0L 1L0,Cookstown,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/1c52d9d0-aad1-4a9c-be75-2c57c604f1de' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1c52d9d0-aad1-4a9c-be75-2c57c604f1de
"Cottages at Port Stanton, The",1461 Wild Echo Lodge Lane  Severn Bridge ON P0E 1N0,Severn Bridge,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/3a816baa-efda-4448-a7fb-2e68717aa0a5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3a816baa-efda-4448-a7fb-2e68717aa0a5
"Cottages at Port Stanton, The",1461 Wild Echo Lodge Lane  Severn Bridge ON P0E 1N0,Severn Bridge,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/f14fb431-d8b1-4189-b86a-453461bd2067' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f14fb431-d8b1-4189-b86a-453461bd2067
"Cottages at Port Stanton, The",1461 Wild Echo Lodge Lane  Severn Bridge ON P0E 1N0,Severn Bridge,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/38bbe2b2-caf9-4737-915c-aefe36806956' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/38bbe2b2-caf9-4737-915c-aefe36806956
Country Meadows,135 Greenway Dr  Wasaga Beach ON L9Z 2W9,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/50271fcb-7dbd-4ffd-98ab-da13c6ba2fe9' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/50271fcb-7dbd-4ffd-98ab-da13c6ba2fe9
Cranberry Links,34 Barker Boulevard  Collingwood ON L9Y 2X2,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/3456ffde-b135-4fa3-b81c-a79f2d4235c9' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3456ffde-b135-4fa3-b81c-a79f2d4235c9
Cranberry Surf Yacht Club,34-62 Cranberry Surf  Collingwood ON L9Y 4E8,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/e1b9c124-315f-44aa-a170-429b3aed6d0a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e1b9c124-315f-44aa-a170-429b3aed6d0a
Creemore Splash Pad,181 Mill St  Creemore ON L0M 1G0,Creemore,Splash Pad (Recirculated) - Outdoor,location.href = '/Facility/Details/a380b9f2-e6ab-4c2d-86fb-62c7b9ccece5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a380b9f2-e6ab-4c2d-86fb-62c7b9ccece5
Days Inn,5850 Rama Road  Orillia ON L3V 6H6,Orillia,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/79dfa0cd-2e7a-482d-8a9d-bb9850b536c9' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/79dfa0cd-2e7a-482d-8a9d-bb9850b536c9
Days Inn & Suites,15 Cambridge St  Collingwood ON L9Y 0A2,Collingwood,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/ca055738-51c6-45d4-bff5-a942cc8b3cdd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ca055738-51c6-45d4-bff5-a942cc8b3cdd
Days Inn & Suites,15 Cambridge St  Collingwood ON L9Y 0A2,Collingwood,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/64c9a2bd-19c7-4147-bbba-1ff3750e8987' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/64c9a2bd-19c7-4147-bbba-1ff3750e8987
Days Inn Pool,55 Hart Dr  Barrie ON L4N 5M3,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/8163774c-759f-49b8-8369-50af82373c6c' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8163774c-759f-49b8-8369-50af82373c6c
Days Inn Spa,55 Hart Dr  Barrie ON L4N 5M3,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/95eadd3b-f645-4777-b602-e8ac8cf2c4ae' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/95eadd3b-f645-4777-b602-e8ac8cf2c4ae
Deerhurst Resort - Lakeside Pool,25 Pen Lake Point Rd  Huntsville ON P1H 1A9,Huntsville,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/46695794-fe57-4ce2-9978-073f81fea4cf' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/46695794-fe57-4ce2-9978-073f81fea4cf
Deerhurst Resort - Lakeside Spa,25 Pen Lake Point Rd  Huntsville ON,Huntsville,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/8f6c5af1-4400-4f10-9b1f-0f805328418e' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8f6c5af1-4400-4f10-9b1f-0f805328418e
Deerhurst Resort - Oasis Pool,1235 Deerhurst Drive  Huntsville ON P1H 2E8,Huntsville,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/981a8e62-4aeb-48c0-a889-a56df2c00b53' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/981a8e62-4aeb-48c0-a889-a56df2c00b53
Deerhurst Resort - Pavilion Pool,1235 Deerhurst Dr  Huntsville ON P1H 2E8,Huntsville,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/9533edbe-57cb-4b63-a082-148b597cb59d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9533edbe-57cb-4b63-a082-148b597cb59d
Deerhurst Resort - Pavilion Spa,1235 Deerhurst Dr  Huntsville ON P1H 2E8,Huntsville,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/e478e48b-422d-47c9-b890-08825237a35b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e478e48b-422d-47c9-b890-08825237a35b
Deerhurst Resort - Summit Lodge pool,1235 Deerhurst Dr  Huntsville ON P1H 2E8,Huntsville,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/ca2b3808-2d51-4259-bc3e-c0361a7f1131' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ca2b3808-2d51-4259-bc3e-c0361a7f1131
Delawana Resort,42 Delawana Road  Honey Harbour ON P0E 1E0,Honey Harbour,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/69459681-a5de-4fa7-84d0-426badb9aecd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/69459681-a5de-4fa7-84d0-426badb9aecd
Dockside Condominium,1 Dockside Drive  Collingwood ON L9Y 5C8,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/89bde9a6-7724-41be-ab2c-45ffd7ce54dc' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/89bde9a6-7724-41be-ab2c-45ffd7ce54dc
Earl Rowe Provincial Park,4998 Concession Road 7  Alliston ON L9R 1V3,Alliston,Swimming Pool Class A - Outdoor,location.href = '/Facility/Details/13532373-dcf5-4980-92b9-6d76cec07f4b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/13532373-dcf5-4980-92b9-6d76cec07f4b
East Bayfield Recreation Centre - Large Pool,80 Livingstone St E  Barrie ON L4M 6X9,Barrie,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/c32192fa-6e97-4be5-a8b4-0afafaa429b9' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c32192fa-6e97-4be5-a8b4-0afafaa429b9
East Bayfield Recreation Centre - Small Pool,80 Livingstone St E  Barrie ON L4M 6X9,Barrie,Swimming Pool Class A - Indoor,location.href = '/Facility/Details/90794c6e-9740-40ae-86fd-552e3ad8c8ec' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/90794c6e-9740-40ae-86fd-552e3ad8c8ec
Egan's Campground,4159 County Rd 50  Loretto ON L0G 1L0,Loretto,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/c015a80a-660e-4471-a904-3a5a16ddb260' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c015a80a-660e-4471-a904-3a5a16ddb260
Elmvale Splash Pad,43 Centennial Avenue  Elmvale ON L0L 1P0,Elmvale,Splash Pad (Recirculated) - Outdoor,location.href = '/Facility/Details/ba34cb62-2c75-4926-974e-8385103bab2d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ba34cb62-2c75-4926-974e-8385103bab2d
Evening Bell,1469 Concession Rd 7  Adjala-Tosorontio ON L0N 1W0,Adjala-Tosorontio,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/3a3409f2-bd6a-41b3-9381-718ab1564ef6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3a3409f2-bd6a-41b3-9381-718ab1564ef6
Fairfield by Marriott,8 Mulcany Court  Orillia ON L3V 8B3,Orillia,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/d753ec91-4e99-43da-a01d-832f944445a8' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d753ec91-4e99-43da-a01d-832f944445a8
Fairfield Inn And Suites by Marriott,261 Essa Rd  Barrie ON L4N 9C7,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/3b5e4aea-ab54-49fa-b7d3-06c7badf3d0d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3b5e4aea-ab54-49fa-b7d3-06c7badf3d0d
Fairfield Inn And Suites by Marriott,261 Essa Road  Barrie ON L4N 9C7,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/80b32500-ad8e-425c-bbdb-f73e71fc4ef6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/80b32500-ad8e-425c-bbdb-f73e71fc4ef6
Fern Resort,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/a7f39b35-4855-485a-a134-a5d5b967cd7e' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a7f39b35-4855-485a-a134-a5d5b967cd7e
Fern Resort,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/b9f839c4-171b-4f7d-b424-adf7af65349d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b9f839c4-171b-4f7d-b424-adf7af65349d
